Chromosome	DMR start	DMR end	DMR length	Methylation state for Condition_A	List of DMCs	Number of DMCs
1	110982801	110983022	221	hypermeth	110982801,110982886,110982902,110982942,110982987,110982992,110983011,110983022	8
1	111349332	111349605	273	hypometh	111349332,111349337,111349342,111349433,111349464,111349518,111349605	7
1	111362546	111362675	129	hypermeth	111362546,111362554,111362565,111362572,111362588,111362600,111362626,111362640,111362675	9
1	111630197	111630316	119	hypermeth	111630197,111630200,111630218,111630225,111630232,111630246,111630257,111630316	8
1	111630797	111630993	196	hypermeth	111630797,111630811,111630838,111630857,111630867,111630879,111630887,111630894,111630910,111630948,111630954,111630993	12
1	112031525	112031844	319	hypermeth	112031525,112031577,112031610,112031617,112031681,112031708,112031718,112031741,112031774,112031780,112031788,112031816,112031823,112031838,112031844	15
1	112476477	112476533	56	hypermeth	112476477,112476481,112476526,112476533	4
1	114430486	114430533	47	hypermeth	114430486,114430499,114430506,114430521,114430533	5
1	114718597	114718684	87	hypermeth	114718597,114718626,114718668,114718684	4
1	115567432	115567469	37	hypermeth	115567432,115567435,115567447,115567456,115567469	5
1	116105842	116106022	180	hypermeth	116105842,116105894,116105901,116105993,116106005,116106022	6
1	116106660	116106696	36	hypermeth	116106660,116106685,116106696	3
1	116106941	116107035	94	hypermeth	116106941,116106945,116106953,116106983,116107035	5
1	116107984	116108208	224	hypermeth	116107984,116108010,116108054,116108079,116108090,116108101,116108114,116108121,116108151,116108162,116108179,116108208	12
1	116586179	116586215	36	hypermeth	116586179,116586204,116586215	3
1	117253875	117253936	61	hypermeth	117253875,117253892,117253917,117253928,117253936	5
1	118805181	118805254	73	hypermeth	118805181,118805231,118805254	3
1	119153436	119153536	100	hypermeth	119153436,119153471,119153507,119153513,119153536	5
1	119307870	119307938	68	hypometh	119307870,119307881,119307892,119307900,119307910,119307925,119307938	7
1	119438269	119438325	56	hypermeth	119438269,119438291,119438305,119438308,119438314,119438317,119438325	7
1	119438630	119438715	85	hypermeth	119438630,119438657,119438715	3
1	120013154	120013329	175	hypermeth	120013154,120013182,120013191,120013263,120013269,120013279,120013299,120013329	8
1	120895441	120895552	111	hypermeth	120895441,120895466,120895501,120895552	4
1	121855521	121855675	154	hypermeth	121855521,121855552,121855584,121855675	4
1	121894584	121894625	41	hypometh	121894584,121894621,121894625	3
1	121897994	121898056	62	hypermeth	121897994,121898037,121898056	3
1	121905469	121905550	81	hypometh	121905469,121905503,121905512,121905515,121905550	5
1	121908361	121908390	29	hypermeth	121908361,121908385,121908390	3
1	123618714	123618770	56	hypermeth	123618714,123618723,123618734,123618750,123618770	5
1	124938688	124938724	36	hypermeth	124938688,124938699,124938724	3
1	124940058	124940170	112	hypermeth	124940058,124940069,124940094,124940170	4
1	124941118	124941291	173	hypermeth	124941118,124941170,124941201,124941231,124941239,124941254,124941262,124941281,124941291	9
1	124942169	124942347	178	hypermeth	124942169,124942195,124942199,124942299,124942306,124942336,124942340,124942347	8
1	124944750	124944790	40	hypermeth	124944750,124944781,124944790	3
1	124944908	124945027	119	hypermeth	124944908,124944920,124944949,124944966,124944973,124944977,124945007,124945014,124945027	9
1	124947443	124947679	236	hypermeth	124947443,124947455,124947484,124947501,124947508,124947512,124947542,124947549,124947562,124947573,124947584,124947609,124947649,124947653,124947679	15
1	124949804	124949970	166	hypermeth	124949804,124949816,124949845,124949862,124949869,124949873,124949903,124949910,124949923,124949934,124949945,124949970	12
1	124951415	124951532	117	hypermeth	124951415,124951426,124951437,124951462,124951532	5
1	124952490	124952573	83	hypermeth	124952490,124952533,124952542,124952573	4
1	124953136	124953183	47	hypermeth	124953136,124953147,124953158,124953183	4
1	124953821	124953850	29	hypermeth	124953821,124953838,124953850	3
1	124954258	124954535	277	hypermeth	124954258,124954289,124954327,124954342,124954350,124954369,124954379,124954387,124954416,124954428,124954457,124954474,124954481,124954485,124954515,124954522,124954535	17
1	125497100	125497182	82	hypermeth	125497100,125497115,125497123,125497142,125497152,125497182	6
1	125497309	125497356	47	hypermeth	125497309,125497320,125497331,125497356	4
1	125498484	125498544	60	hypermeth	125498484,125498492,125498507,125498515,125498534,125498544	6
1	125498712	125498748	36	hypermeth	125498712,125498723,125498748	3
1	126363617	126363641	24	hypermeth	126363617,126363626,126363641	3
1	126873481	126873556	75	hypermeth	126873481,126873502,126873512,126873517,126873523,126873529,126873545,126873556	8
1	127042638	127042839	201	hypermeth	127042638,127042647,127042695,127042710,127042748,127042752,127042773,127042797,127042836,127042839	10
1	127062655	127062733	78	hypermeth	127062655,127062658,127062667,127062683,127062733	5
1	128184475	128184657	182	hypermeth	128184475,128184528,128184562,128184591,128184595,128184598,128184601,128184657	8
1	128184807	128184893	86	hypermeth	128184807,128184816,128184819,128184823,128184838,128184856,128184873,128184883,128184893	9
1	128288024	128288056	32	hypermeth	128288024,128288033,128288056	3
1	128608493	128608536	43	hypometh	128608493,128608502,128608536	3
1	128660002	128660111	109	hypometh	128660002,128660042,128660089,128660111	4
1	128872143	128872248	105	hypometh	128872143,128872170,128872181,128872184,128872205,128872214,128872230,128872238,128872248	9
1	128889067	128889093	26	hypometh	128889067,128889074,128889081,128889084,128889093	5
1	128900865	128901023	158	hypermeth	128900865,128900893,128900903,128900918,128900924,128900927,128900963,128900982,128901023	9
1	128901287	128901595	308	hypermeth	128901287,128901299,128901305,128901312,128901316,128901323,128901333,128901340,128901351,128901360,128901363,128901454,128901465,128901480,128901508,128901519,128901524,128901532,128901559,128901578,128901595	21
1	128967069	128967129	60	hypermeth	128967069,128967072,128967083,128967091,128967099,128967106,128967116,128967123,128967129	9
1	129291918	129291947	29	hypermeth	129291918,129291923,129291940,129291947	4
1	129389149	129389220	71	hypermeth	129389149,129389176,129389195,129389211,129389220	5
1	130964261	130964313	52	hypometh	130964261,130964294,130964313	3
1	131113849	131113930	81	hypermeth	131113849,131113864,131113875,131113908,131113914,131113930	6
1	131138523	131138608	85	hypermeth	131138523,131138529,131138559,131138562,131138586,131138597,131138602,131138605,131138608	9
1	131149364	131149582	218	hypermeth	131149364,131149381,131149390,131149414,131149417,131149438,131149456,131149462,131149469,131149473,131149487,131149491,131149497,131149506,131149541,131149582	16
1	131155733	131155792	59	hypermeth	131155733,131155736,131155748,131155765,131155792	5
1	131156100	131156180	80	hypermeth	131156100,131156116,131156120,131156127,131156136,131156156,131156165,131156180	8
1	131156302	131156562	260	hypermeth	131156302,131156313,131156342,131156359,131156368,131156371,131156399,131156406,131156411,131156441,131156458,131156462,131156471,131156508,131156536,131156562	16
1	131336586	131336700	114	hypometh	131336586,131336669,131336700	3
1	131862837	131862933	96	hypermeth	131862837,131862843,131862856,131862897,131862903,131862906,131862910,131862914,131862933	9
1	132076177	132076229	52	hypermeth	132076177,132076217,132076229	3
1	132317520	132317576	56	hypermeth	132317520,132317530,132317576	3
1	132326188	132326242	54	hypermeth	132326188,132326198,132326209,132326218,132326242	5
1	132449779	132449984	205	hypermeth	132449779,132449790,132449836,132449846,132449929,132449972,132449984	7
1	132578343	132578451	108	hypermeth	132578343,132578385,132578403,132578451	4
1	133226516	133226556	40	hypermeth	133226516,133226522,133226556	3
1	133239370	133239459	89	hypometh	133239370,133239423,133239431,133239459	4
1	135290780	135290824	44	hypermeth	135290780,135290818,135290824	3
1	135655882	135655976	94	hypermeth	135655882,135655940,135655976	3
1	135799668	135799689	21	hypermeth	135799668,135799679,135799689	3
1	135805725	135805760	35	hypermeth	135805725,135805738,135805760	3
1	135805920	135806116	196	hypermeth	135805920,135805926,135805942,135805971,135805980,135806025,135806116	7
1	136012276	136012286	10	hypermeth	136012276,136012280,136012286	3
1	136064126	136064192	66	hypermeth	136064126,136064132,136064184,136064189,136064192	5
1	136115568	136115656	88	hypermeth	136115568,136115592,136115656	3
1	136121739	136121778	39	hypometh	136121739,136121746,136121757,136121778	4
1	136498506	136498628	122	hypometh	136498506,136498516,136498532,136498542,136498621,136498628	6
1	136514659	136514712	53	hypometh	136514659,136514662,136514668,136514692,136514712	5
1	136536370	136536491	121	hypermeth	136536370,136536380,136536406,136536424,136536458,136536474,136536491	7
1	136627546	136627672	126	hypometh	136627546,136627642,136627647,136627672	4
1	137063676	137063757	81	hypermeth	137063676,137063693,137063704,137063712,137063757	5
1	138548128	138548212	84	hypermeth	138548128,138548154,138548186,138548212	4
1	138622394	138622498	104	hypermeth	138622394,138622399,138622405,138622469,138622473,138622498	6
1	138652744	138652834	90	hypermeth	138652744,138652749,138652754,138652766,138652794,138652800,138652808,138652834	8
1	138675872	138676267	395	hypermeth	138675872,138675887,138675983,138676000,138676022,138676030,138676033,138676097,138676142,138676145,138676148,138676193,138676219,138676222,138676239,138676267	16
1	138680799	138681129	330	hypermeth	138680799,138680807,138680814,138680839,138680852,138680855,138680876,138680879,138680901,138680908,138680917,138680945,138680948,138681040,138681084,138681094,138681099,138681129	18
1	138784470	138784501	31	hypermeth	138784470,138784480,138784501	3
1	138814634	138814823	189	hypermeth	138814634,138814646,138814658,138814670,138814690,138814695,138814703,138814717,138814726,138814751,138814758,138814761,138814768,138814772,138814778,138814782,138814823	17
1	139207019	139207055	36	hypermeth	139207019,139207030,139207052,139207055	4
1	139208991	139209027	36	hypermeth	139208991,139209002,139209024,139209027	4
1	139209195	139209267	72	hypermeth	139209195,139209236,139209267	3
1	139357880	139358004	124	hypermeth	139357880,139357883,139357909,139357964,139357969,139358004	6
1	140957566	140957633	67	hypometh	140957566,140957590,140957633	3
1	141349642	141349807	165	hypermeth	141349642,141349670,141349694,141349747,141349782,141349795,141349800,141349807	8
1	141459682	141459713	31	hypometh	141459682,141459692,141459713	3
1	141793756	141793815	59	hypometh	141793756,141793786,141793793,141793815	4
1	141841234	141841351	117	hypermeth	141841234,141841247,141841258,141841351	4
1	142175470	142175560	90	hypermeth	142175470,142175522,142175526,142175534,142175540,142175545,142175552,142175560	8
1	142835443	142835531	88	hypermeth	142835443,142835448,142835461,142835489,142835497,142835531	6
1	142987145	142987206	61	hypermeth	142987145,142987158,142987206	3
1	142987592	142987689	97	hypermeth	142987592,142987604,142987614,142987685,142987689	5
1	143020934	143021105	171	hypermeth	143020934,143020948,143020964,143020975,143020978,143020981,143021002,143021007,143021013,143021019,143021023,143021038,143021046,143021049,143021067,143021076,143021082,143021105	18
1	143021248	143021497	249	hypermeth	143021248,143021264,143021271,143021293,143021311,143021382,143021387,143021418,143021436,143021442,143021455,143021470,143021481,143021497	14
1	143021917	143021966	49	hypermeth	143021917,143021952,143021966	3
1	143204183	143204463	280	hypermeth	143204183,143204211,143204227,143204238,143204251,143204268,143204324,143204375,143204433,143204442,143204451,143204457,143204463	13
1	143519303	143519372	69	hypometh	143519303,143519318,143519323,143519327,143519337,143519372	6
1	143534440	143534452	12	hypermeth	143534440,143534444,143534452	3
1	143534790	143534995	205	hypermeth	143534790,143534831,143534892,143534920,143534995	5
1	143582085	143582175	90	hypermeth	143582085,143582104,143582113,143582125,143582146,143582167,143582172,143582175	8
1	143582721	143582792	71	hypermeth	143582721,143582733,143582755,143582780,143582792	5
1	143585798	143585978	180	hypermeth	143585798,143585808,143585814,143585817,143585835,143585873,143585895,143585903,143585910,143585918,143585934,143585946,143585972,143585978	14
1	143740038	143740133	95	hypermeth	143740038,143740050,143740069,143740090,143740113,143740133	6
1	143740793	143740918	125	hypermeth	143740793,143740807,143740833,143740846,143740853,143740865,143740878,143740893,143740907,143740918	10
1	143741074	143741307	233	hypermeth	143741074,143741121,143741137,143741143,143741147,143741155,143741176,143741181,143741192,143741195,143741249,143741266,143741272,143741302,143741307	15
1	143741452	143741531	79	hypermeth	143741452,143741468,143741480,143741485,143741489,143741503,143741511,143741521,143741531	9
1	143741649	143741814	165	hypermeth	143741649,143741656,143741666,143741671,143741677,143741690,143741710,143741725,143741738,143741744,143741777,143741785,143741810,143741814	14
1	143741954	143742238	284	hypermeth	143741954,143741975,143741980,143741991,143742008,143742012,143742026,143742037,143742043,143742061,143742067,143742079,143742085,143742089,143742093,143742172,143742178,143742182,143742188,143742197,143742212,143742233,143742238	23
1	144074485	144074658	173	hypermeth	144074485,144074537,144074568,144074576,144074598,144074606,144074621,144074629,144074648,144074658	10
1	144074826	144074932	106	hypermeth	144074826,144074837,144074862,144074902,144074932	5
1	144075500	144075529	29	hypermeth	144075500,144075517,144075529	3
1	144075999	144076262	263	hypermeth	144075999,144076007,144076022,144076030,144076049,144076059,144076089,144076096,144076108,144076137,144076154,144076161,144076165,144076195,144076202,144076215,144076226,144076237,144076262	19
1	144077633	144077669	36	hypermeth	144077633,144077644,144077669	3
1	144079504	144079680	176	hypermeth	144079504,144079516,144079522,144079539,144079548,144079568,144079639,144079642,144079649,144079680	10
1	144080304	144080471	167	hypermeth	144080304,144080316,144080345,144080362,144080373,144080404,144080411,144080424,144080435,144080446,144080471	11
1	144081863	144081972	109	hypermeth	144081863,144081893,144081972	3
1	144082127	144082149	22	hypermeth	144082127,144082138,144082149	3
1	144083716	144083763	47	hypermeth	144083716,144083727,144083738,144083763	4
1	144084995	144085237	242	hypermeth	144084995,144085007,144085036,144085053,144085060,144085064,144085094,144085101,144085114,144085125,144085136,144085161,144085202,144085206,144085232,144085237	16
1	144085824	144086034	210	hypermeth	144085824,144085867,144085876,144085907,144085937,144085945,144085960,144085968,144085997,144086005,144086027,144086034	12
1	144086164	144086200	36	hypermeth	144086164,144086175,144086200	3
1	144087400	144087607	207	hypermeth	144087400,144087412,144087441,144087458,144087465,144087469,144087499,144087506,144087519,144087530,144087541,144087566,144087607	13
1	144091328	144091364	36	hypermeth	144091328,144091353,144091364	3
1	144092254	144092309	55	hypermeth	144092254,144092266,144092297,144092309	4
1	144093396	144093515	119	hypermeth	144093396,144093474,144093515	3
1	144097431	144097538	107	hypermeth	144097431,144097481,144097485,144097492,144097509,144097538	6
1	144097669	144097708	39	hypermeth	144097669,144097677,144097708	3
1	144098463	144098510	47	hypermeth	144098463,144098474,144098485,144098510	4
1	144100387	144100553	166	hypermeth	144100387,144100399,144100428,144100445,144100452,144100456,144100486,144100493,144100506,144100517,144100528,144100553	12
1	144103187	144103223	36	hypermeth	144103187,144103212,144103223	3
1	144103889	144104055	166	hypermeth	144103889,144103901,144103930,144103947,144103954,144103958,144103988,144103995,144104019,144104030,144104055	11
1	144105046	144105161	115	hypermeth	144105046,144105056,144105130,144105161	4
1	144106557	144106593	36	hypermeth	144106557,144106568,144106593	3
1	144108836	144109187	351	hypermeth	144108836,144108862,144108906,144108931,144108942,144108953,144108966,144108973,144109003,144109007,144109010,144109014,144109060,144109072,144109101,144109109,144109119,144109138,144109146,144109161,144109169,144109187	22
1	144110086	144110122	36	hypermeth	144110086,144110097,144110122	3
1	144111924	144112299	375	hypermeth	144111924,144112003,144112057,144112063,144112089,144112093,144112133,144112158,144112169,144112180,144112193,144112200,144112230,144112234,144112237,144112241,144112258,144112287,144112299	19
1	144112418	144112541	123	hypermeth	144112418,144112426,144112457,144112510,144112531,144112541	6
1	144113688	144113925	237	hypermeth	144113688,144113700,144113729,144113746,144113753,144113757,144113788,144113795,144113808,144113819,144113830,144113855,144113895,144113899,144113925	15
1	144115544	144115587	43	hypermeth	144115544,144115575,144115584,144115587	4
1	144115702	144115821	119	hypermeth	144115702,144115714,144115743,144115760,144115767,144115771,144115801,144115808,144115821	9
1	144116893	144116984	91	hypermeth	144116893,144116945,144116948,144116976,144116984	5
1	144117233	144117269	36	hypermeth	144117233,144117244,144117269	3
1	144118405	144118522	117	hypermeth	144118405,144118416,144118427,144118452,144118492,144118496,144118522	7
1	144118661	144118876	215	hypermeth	144118661,144118703,144118722,144118727,144118753,144118815,144118833,144118836,144118839,144118846,144118856,144118872,144118876	13
1	144119084	144119119	35	hypermeth	144119084,144119090,144119107,144119119	4
1	144120338	144120573	235	hypermeth	144120338,144120350,144120379,144120396,144120403,144120407,144120436,144120443,144120456,144120467,144120478,144120503,144120573	13
1	144121595	144121821	226	hypermeth	144121595,144121624,144121641,144121648,144121652,144121704,144121715,144121726,144121751,144121791,144121795,144121821	12
1	144122198	144122362	164	hypermeth	144122198,144122204,144122221,144122230,144122250,144122321,144122324,144122331,144122342,144122362	10
1	144124008	144124172	164	hypermeth	144124008,144124014,144124031,144124040,144124060,144124131,144124134,144124141,144124152,144124172	10
1	144124447	144124552	105	hypermeth	144124447,144124455,144124474,144124491,144124517,144124534,144124552	7
1	144125852	144125913	61	hypermeth	144125852,144125882,144125913	3
1	144126090	144126137	47	hypermeth	144126090,144126115,144126126,144126137	4
1	144126375	144126414	39	hypermeth	144126375,144126383,144126414	3
1	144127921	144128129	208	hypermeth	144127921,144127934,144127941,144127971,144127975,144127982,144127999,144128028,144128047,144128077,144128087,144128106,144128114,144128129	14
1	144128290	144128350	60	hypermeth	144128290,144128307,144128333,144128350	4
1	144129275	144129311	36	hypermeth	144129275,144129300,144129311	3
1	144129470	144129652	182	hypermeth	144129470,144129478,144129507,144129515,144129530,144129557,144129600,144129652	8
1	144130531	144130571	40	hypermeth	144130531,144130562,144130571	3
1	144130689	144130855	166	hypermeth	144130689,144130701,144130730,144130747,144130754,144130758,144130788,144130795,144130808,144130819,144130830,144130855	12
1	144131235	144131271	36	hypermeth	144131235,144131260,144131271	3
1	144339389	144339418	29	hypermeth	144339389,144339395,144339418	3
1	144395640	144395724	84	hypometh	144395640,144395668,144395694,144395724	4
1	144428343	144428535	192	hypometh	144428343,144428385,144428411,144428418,144428431,144428454,144428470,144428522,144428528,144428535	10
1	144805710	144805749	39	hypometh	144805710,144805732,144805736,144805749	4
1	144895677	144895825	148	hypometh	144895677,144895734,144895760,144895769,144895825	5
1	144895963	144896095	132	hypometh	144895963,144895990,144896000,144896059,144896072,144896095	6
1	144960109	144960187	78	hypometh	144960109,144960113,144960135,144960139,144960149,144960169,144960179,144960187	8
1	145040315	145040346	31	hypermeth	145040315,145040325,145040346	3
1	145040448	145040535	87	hypermeth	145040448,145040491,145040535	3
1	145054454	145054563	109	hypermeth	145054454,145054486,145054520,145054548,145054563	5
1	145063561	145063774	213	hypometh	145063561,145063566,145063602,145063653,145063697,145063774	6
1	145102314	145102396	82	hypermeth	145102314,145102326,145102334,145102392,145102396	5
1	145107152	145107228	76	hypermeth	145107152,145107160,145107164,145107169,145107184,145107199,145107228	7
1	145107680	145107739	59	hypermeth	145107680,145107693,145107711,145107716,145107732,145107739	6
1	145108113	145108252	139	hypermeth	145108113,145108118,145108137,145108140,145108150,145108161,145108164,145108176,145108188,145108193,145108206,145108223,145108227,145108234,145108240,145108252	16
1	145124244	145124337	93	hypometh	145124244,145124274,145124337	3
1	145174800	145174852	52	hypometh	145174800,145174838,145174852	3
1	145229533	145229640	107	hypometh	145229533,145229576,145229603,145229618,145229640	5
1	145230114	145230210	96	hypometh	145230114,145230183,145230196,145230199,145230210	5
1	145230932	145231041	109	hypometh	145230932,145230936,145230944,145230975,145231019,145231041	6
1	145282007	145282037	30	hypermeth	145282007,145282026,145282037	3
1	145322981	145323049	68	hypermeth	145322981,145322991,145323049	3
1	145323268	145323406	138	hypermeth	145323268,145323291,145323314,145323321,145323338,145323348,145323406	7
1	145323657	145323747	90	hypermeth	145323657,145323679,145323702,145323709,145323747	5
1	145375191	145375259	68	hypermeth	145375191,145375201,145375259	3
1	145387718	145387831	113	hypermeth	145387718,145387741,145387763,145387785,145387808,145387815,145387831	7
1	145389766	145389834	68	hypermeth	145389766,145389776,145389834	3
1	145389955	145390018	63	hypermeth	145389955,145389972,145389995,145390018	4
1	145399967	145400035	68	hypermeth	145399967,145399977,145400035	3
1	145400377	145400423	46	hypermeth	145400377,145400400,145400423	3
1	145414958	145415072	114	hypermeth	145414958,145414968,145415049,145415072	4
1	145432639	145432691	52	hypermeth	145432639,145432646,145432686,145432691	4
1	145460482	145460676	194	hypometh	145460482,145460558,145460610,145460618,145460627,145460676	6
1	145466079	145466210	131	hypermeth	145466079,145466101,145466122,145466132,145466168,145466183,145466190,145466197,145466210	9
1	145487388	145487542	154	hypometh	145487388,145487412,145487428,145487438,145487484,145487519,145487542	7
1	145635856	145635874	18	hypometh	145635856,145635860,145635868,145635874	4
1	145714779	145715027	248	hypometh	145714779,145714783,145714819,145714826,145714849,145714853,145714881,145714886,145714929,145714942,145715027	11
1	145838030	145838126	96	hypometh	145838030,145838048,145838053,145838058,145838087,145838108,145838114,145838119,145838126	9
1	145862141	145862190	49	hypometh	145862141,145862156,145862190	3
1	145941498	145941557	59	hypometh	145941498,145941505,145941530,145941551,145941557	5
1	146035994	146036040	46	hypometh	146035994,146036030,146036040	3
1	146036369	146036807	438	hypometh	146036369,146036372,146036375,146036396,146036411,146036418,146036429,146036469,146036486,146036489,146036520,146036525,146036546,146036558,146036568,146036587,146036624,146036639,146036676,146036683,146036701,146036708,146036718,146036728,146036769,146036776,146036807	27
1	146043779	146043846	67	hypometh	146043779,146043822,146043827,146043846	4
1	146051519	146051578	59	hypometh	146051519,146051552,146051557,146051565,146051578	5
1	146131997	146132070	73	hypometh	146131997,146132017,146132070	3
1	146147074	146147276	202	hypometh	146147074,146147098,146147108,146147129,146147138,146147147,146147172,146147183,146147276	9
1	146190601	146190709	108	hypometh	146190601,146190632,146190709	3
1	146217930	146218144	214	hypermeth	146217930,146217937,146217945,146217954,146217961,146217980,146217991,146218010,146218020,146218045,146218061,146218111,146218144	13
1	146275065	146275180	115	hypometh	146275065,146275095,146275133,146275169,146275180	5
1	146310539	146310585	46	hypometh	146310539,146310544,146310567,146310571,146310585	5
1	146311158	146311235	77	hypometh	146311158,146311199,146311235	3
1	146320605	146320689	84	hypometh	146320605,146320665,146320689	3
1	146321022	146321122	100	hypometh	146321022,146321030,146321040,146321057,146321060,146321101,146321122	7
1	146436150	146436186	36	hypermeth	146436150,146436163,146436179,146436183,146436186	5
1	146490349	146490416	67	hypermeth	146490349,146490386,146490416	3
1	146501803	146501839	36	hypometh	146501803,146501824,146501839	3
1	146502282	146502352	70	hypometh	146502282,146502327,146502352	3
1	146559490	146559598	108	hypermeth	146559490,146559527,146559564,146559598	4
1	146586121	146586214	93	hypometh	146586121,146586157,146586214	3
1	146586840	146586968	128	hypometh	146586840,146586847,146586893,146586914,146586931,146586968	6
1	146696755	146696795	40	hypometh	146696755,146696774,146696795	3
1	146728548	146728598	50	hypometh	146728548,146728558,146728565,146728578,146728582,146728585,146728598	7
1	146735234	146735419	185	hypermeth	146735234,146735250,146735254,146735260,146735286,146735291,146735309,146735320,146735333,146735339,146735349,146735371,146735378,146735401,146735419	15
1	146735562	146735652	90	hypermeth	146735562,146735567,146735592,146735602,146735621,146735652	6
1	146862366	146862534	168	hypometh	146862366,146862383,146862399,146862419,146862429,146862468,146862483,146862506,146862534	9
1	146940982	146941106	124	hypometh	146940982,146940993,146941012,146941019,146941038,146941079,146941106	7
1	146963107	146963253	146	hypometh	146963107,146963132,146963165,146963197,146963207,146963253	6
1	147002054	147002252	198	hypometh	147002054,147002097,147002111,147002172,147002252	5
1	147002793	147002977	184	hypermeth	147002793,147002812,147002830,147002841,147002847,147002851,147002896,147002911,147002918,147002929,147002932,147002935,147002946,147002971,147002977	15
1	147038514	147038667	153	hypermeth	147038514,147038545,147038554,147038568,147038603,147038606,147038622,147038628,147038639,147038643,147038647,147038667	12
1	147039262	147039438	176	hypermeth	147039262,147039284,147039290,147039307,147039318,147039332,147039336,147039363,147039387,147039425,147039438	11
1	147058076	147058197	121	hypermeth	147058076,147058079,147058091,147058096,147058108,147058119,147058123,147058126,147058131,147058153,147058170,147058188,147058197	13
1	147061249	147061333	84	hypometh	147061249,147061283,147061295,147061333	4
1	147066937	147067004	67	hypermeth	147066937,147066964,147067004	3
1	147107306	147107400	94	hypometh	147107306,147107325,147107352,147107379,147107400	5
1	147120313	147120539	226	hypometh	147120313,147120361,147120370,147120433,147120463,147120499,147120539	7
1	147127440	147127520	80	hypometh	147127440,147127461,147127477,147127496,147127509,147127520	6
1	147403132	147403162	30	hypometh	147403132,147403140,147403162	3
1	147406605	147406663	58	hypermeth	147406605,147406608,147406625,147406637,147406660,147406663	6
1	147408217	147408405	188	hypermeth	147408217,147408292,147408315,147408405	4
1	147542269	147542308	39	hypermeth	147542269,147542301,147542308	3
1	147556124	147556409	285	hypermeth	147556124,147556141,147556153,147556168,147556171,147556177,147556183,147556195,147556226,147556241,147556249,147556257,147556289,147556312,147556409	15
1	147564903	147565106	203	hypermeth	147564903,147564922,147564925,147564937,147564941,147564952,147564969,147564991,147565064,147565097,147565106	11
1	147565235	147565411	176	hypermeth	147565235,147565243,147565261,147565267,147565285,147565351,147565368,147565374,147565388,147565405,147565411	11
1	147571789	147571852	63	hypermeth	147571789,147571796,147571817,147571833,147571852	5
1	147587013	147587127	114	hypermeth	147587013,147587016,147587019,147587029,147587046,147587049,147587052,147587062,147587072,147587075,147587085,147587097,147587105,147587108,147587127	15
1	147999924	148000174	250	hypermeth	147999924,147999958,147999985,147999998,148000003,148000069,148000097,148000140,148000149,148000157,148000174	11
1	148131933	148131991	58	hypermeth	148131933,148131941,148131949,148131963,148131987,148131991	6
1	148132196	148132261	65	hypermeth	148132196,148132217,148132261	3
1	148178357	148178476	119	hypermeth	148178357,148178435,148178476	3
1	148347416	148347479	63	hypermeth	148347416,148347436,148347469,148347472,148347479	5
1	148474883	148474943	60	hypermeth	148474883,148474913,148474943	3
1	148476576	148476682	106	hypermeth	148476576,148476581,148476590,148476606,148476625,148476640,148476663,148476682	8
1	148592035	148592135	100	hypometh	148592035,148592064,148592127,148592135	4
1	148678848	148678889	41	hypermeth	148678848,148678863,148678873,148678881,148678885,148678889	6
1	148678994	148679102	108	hypermeth	148678994,148679004,148679007,148679016,148679026,148679034,148679054,148679060,148679070,148679075,148679079,148679099,148679102	13
1	148694329	148694379	50	hypometh	148694329,148694375,148694379	3
1	148884067	148884156	89	hypometh	148884067,148884082,148884134,148884156	4
1	148947895	148948284	389	hypometh	148947895,148947977,148947993,148948000,148948032,148948040,148948048,148948069,148948098,148948114,148948162,148948189,148948194,148948284	14
1	149153632	149153691	59	hypometh	149153632,149153641,149153675,149153691	4
1	149525012	149525053	41	hypermeth	149525012,149525019,149525041,149525047,149525053	5
1	149837691	149837765	74	hypermeth	149837691,149837705,149837757,149837765	4
1	150029029	150029338	309	hypermeth	150029029,150029042,150029087,150029101,150029117,150029134,150029138,150029148,150029158,150029198,150029207,150029210,150029222,150029225,150029231,150029236,150029245,150029260,150029274,150029277,150029288,150029296,150029306,150029312,150029318,150029338	26
1	150029602	150029715	113	hypermeth	150029602,150029609,150029675,150029683,150029715	5
1	150057842	150057914	72	hypermeth	150057842,150057850,150057855,150057862,150057880,150057887,150057911,150057914	8
1	150058047	150058125	78	hypermeth	150058047,150058052,150058060,150058064,150058068,150058122,150058125	7
1	150081292	150081356	64	hypermeth	150081292,150081304,150081356	3
1	150145924	150146003	79	hypermeth	150145924,150145948,150146003	3
1	150228470	150228879	409	hypermeth	150228470,150228473,150228487,150228496,150228505,150228515,150228521,150228538,150228590,150228625,150228650,150228671,150228677,150228682,150228691,150228694,150228771,150228782,150228785,150228812,150228828,150228862,150228879	23
1	150249990	150250047	57	hypermeth	150249990,150249993,150250002,150250015,150250018,150250021,150250033,150250047	8
1	150250644	150250672	28	hypermeth	150250644,150250660,150250672	3
1	150439667	150439801	134	hypermeth	150439667,150439739,150439775,150439785,150439795,150439801	6
1	150500785	150500883	98	hypometh	150500785,150500792,150500832,150500851,150500883	5
1	150513335	150513587	252	hypometh	150513335,150513373,150513383,150513411,150513424,150513452,150513464,150513472,150513482,150513550,150513587	11
1	150587535	150587730	195	hypermeth	150587535,150587596,150587611,150587626,150587677,150587714,150587718,150587730	8
1	150682354	150682693	339	hypometh	150682354,150682373,150682400,150682490,150682500,150682509,150682560,150682574,150682606,150682628,150682654,150682658,150682661,150682673,150682681,150682693	16
