Chromosome	Start	End	CovA1	FreqCA1	CovB1	FreqCB1	Methyl diff	Methylation state in Condition_A
1	152298379	152298380	10	10	10	0	100.0	hypermeth
1	152361636	152361637	31	0	22	22	-100.0	hypometh
1	152361649	152361650	31	0	22	22	-100.0	hypometh
1	152361653	152361654	31	0	22	22	-100.0	hypometh
1	152361661	152361662	31	0	22	22	-100.0	hypometh
1	152361667	152361668	31	0	22	22	-100.0	hypometh
1	152361684	152361685	31	0	22	22	-100.0	hypometh
1	152381011	152381012	18	18	23	0	100.0	hypermeth
1	152381037	152381038	21	21	15	0	100.0	hypermeth
1	152381103	152381104	21	21	15	0	100.0	hypermeth
1	152381123	152381124	19	19	12	0	100.0	hypermeth
1	152381174	152381175	27	27	22	0	100.0	hypermeth
1	152381187	152381188	27	27	22	0	100.0	hypermeth
1	152381196	152381197	14	14	11	0	100.0	hypermeth
1	152381346	152381347	14	14	11	0	100.0	hypermeth
1	152423184	152423185	10	0	24	24	-100.0	hypometh
1	152454546	152454547	15	15	14	0	100.0	hypermeth
1	152454565	152454566	14	14	14	0	100.0	hypermeth
1	152454655	152454656	12	12	13	0	100.0	hypermeth
1	152454709	152454710	15	15	14	0	100.0	hypermeth
1	152454748	152454749	10	10	13	0	100.0	hypermeth
1	152454775	152454776	10	10	13	0	100.0	hypermeth
1	152454834	152454835	10	10	13	0	100.0	hypermeth
1	152454866	152454867	11	11	16	0	100.0	hypermeth
1	152514699	152514700	19	0	27	27	-100.0	hypometh
1	152514734	152514735	14	0	16	16	-100.0	hypometh
1	152515405	152515406	11	0	10	10	-100.0	hypometh
1	152515414	152515415	11	0	10	10	-100.0	hypometh
1	152515417	152515418	11	0	10	10	-100.0	hypometh
1	152515421	152515422	11	0	10	10	-100.0	hypometh
1	152515446	152515447	11	0	10	10	-100.0	hypometh
1	152515505	152515506	11	0	10	10	-100.0	hypometh
1	152515540	152515541	11	0	10	10	-100.0	hypometh
1	152575304	152575305	10	10	11	0	100.0	hypermeth
1	152575330	152575331	10	10	11	0	100.0	hypermeth
1	152575335	152575336	10	10	11	0	100.0	hypermeth
1	152575347	152575348	10	10	11	0	100.0	hypermeth
1	152575367	152575368	10	10	11	0	100.0	hypermeth
1	152575422	152575423	10	10	11	0	100.0	hypermeth
1	153047228	153047229	24	0	20	20	-100.0	hypometh
1	153346515	153346516	15	15	20	0	100.0	hypermeth
1	153817906	153817907	12	0	19	19	-100.0	hypometh
1	153897470	153897471	12	12	12	0	100.0	hypermeth
1	154028647	154028648	13	13	17	0	100.0	hypermeth
1	154028733	154028734	13	13	17	0	100.0	hypermeth
1	154030062	154030063	26	26	22	0	100.0	hypermeth
1	154030096	154030097	26	26	22	0	100.0	hypermeth
1	154037270	154037271	21	21	23	0	100.0	hypermeth
1	154037332	154037333	19	19	29	0	100.0	hypermeth
1	154037391	154037392	11	11	15	0	100.0	hypermeth
1	154064203	154064204	24	0	25	25	-100.0	hypometh
1	154064215	154064216	24	0	25	25	-100.0	hypometh
1	154064258	154064259	24	0	25	25	-100.0	hypometh
1	154064272	154064273	24	0	25	25	-100.0	hypometh
1	154064285	154064286	11	0	14	14	-100.0	hypometh
1	154139797	154139798	16	0	11	11	-100.0	hypometh
1	154222464	154222465	19	19	24	0	100.0	hypermeth
1	154222637	154222638	14	14	13	0	100.0	hypermeth
1	154222652	154222653	14	14	13	0	100.0	hypermeth
1	154222664	154222665	14	14	13	0	100.0	hypermeth
1	154223102	154223103	18	18	10	0	100.0	hypermeth
1	154223116	154223117	18	18	10	0	100.0	hypermeth
1	154223119	154223120	15	15	14	0	100.0	hypermeth
1	154223251	154223252	14	14	10	0	100.0	hypermeth
1	154223259	154223260	14	14	10	0	100.0	hypermeth
1	154223334	154223335	14	14	10	0	100.0	hypermeth
1	154223361	154223362	14	14	10	0	100.0	hypermeth
1	154223376	154223377	14	14	10	0	100.0	hypermeth
1	154760562	154760563	13	13	19	0	100.0	hypermeth
1	154802954	154802955	11	11	18	0	100.0	hypermeth
1	154802958	154802959	11	11	18	0	100.0	hypermeth
1	154803028	154803029	11	11	18	0	100.0	hypermeth
1	154803034	154803035	11	11	18	0	100.0	hypermeth
1	154803076	154803077	11	11	18	0	100.0	hypermeth
1	154803079	154803080	16	16	23	0	100.0	hypermeth
1	154803117	154803118	15	15	15	0	100.0	hypermeth
1	154960454	154960455	11	11	17	0	100.0	hypermeth
1	154960508	154960509	24	24	39	0	100.0	hypermeth
1	154960525	154960526	18	18	44	0	100.0	hypermeth
1	154960724	154960725	10	10	15	0	100.0	hypermeth
1	155061354	155061355	25	25	19	0	100.0	hypermeth
1	155161943	155161944	20	20	33	0	100.0	hypermeth
1	155161961	155161962	20	20	32	0	100.0	hypermeth
1	155161981	155161982	17	17	21	0	100.0	hypermeth
1	155162030	155162031	17	17	22	0	100.0	hypermeth
1	155162049	155162050	17	17	22	0	100.0	hypermeth
1	155162082	155162083	11	11	33	0	100.0	hypermeth
1	155162095	155162096	11	11	33	0	100.0	hypermeth
1	155162107	155162108	11	11	33	0	100.0	hypermeth
1	155162112	155162113	11	11	33	0	100.0	hypermeth
1	155162127	155162128	11	11	33	0	100.0	hypermeth
1	155182694	155182695	10	10	27	0	100.0	hypermeth
1	155182698	155182699	10	10	27	0	100.0	hypermeth
1	155182705	155182706	10	10	26	0	100.0	hypermeth
1	155182713	155182714	10	10	27	0	100.0	hypermeth
1	155182718	155182719	10	10	27	0	100.0	hypermeth
1	155196242	155196243	16	0	10	10	-100.0	hypometh
1	155284542	155284543	18	0	19	19	-100.0	hypometh
1	155303029	155303030	10	10	10	0	100.0	hypermeth
1	155303036	155303037	10	10	10	0	100.0	hypermeth
1	155303061	155303062	10	10	10	0	100.0	hypermeth
1	155338188	155338189	13	13	25	0	100.0	hypermeth
1	155338192	155338193	13	13	25	0	100.0	hypermeth
1	155338210	155338211	13	13	25	0	100.0	hypermeth
1	155338503	155338504	10	10	15	0	100.0	hypermeth
1	155338570	155338571	16	16	20	0	100.0	hypermeth
1	155406064	155406065	16	16	30	0	100.0	hypermeth
1	155406089	155406090	16	16	30	0	100.0	hypermeth
1	155406098	155406099	16	16	30	0	100.0	hypermeth
1	155406139	155406140	10	10	22	0	100.0	hypermeth
1	155406143	155406144	10	10	22	0	100.0	hypermeth
1	155406155	155406156	10	10	22	0	100.0	hypermeth
1	155406164	155406165	10	10	22	0	100.0	hypermeth
1	155406174	155406175	10	10	22	0	100.0	hypermeth
1	155406179	155406180	10	10	22	0	100.0	hypermeth
1	155681748	155681749	17	0	12	12	-100.0	hypometh
1	155681758	155681759	17	0	12	12	-100.0	hypometh
1	155685662	155685663	17	17	23	0	100.0	hypermeth
1	155688992	155688993	27	0	13	13	-100.0	hypometh
1	155689004	155689005	27	0	13	13	-100.0	hypometh
1	155689016	155689017	27	0	13	13	-100.0	hypometh
1	155689171	155689172	25	0	20	20	-100.0	hypometh
1	155705821	155705822	18	0	15	15	-100.0	hypometh
1	155714237	155714238	14	14	11	0	100.0	hypermeth
1	155741704	155741705	21	21	20	0	100.0	hypermeth
1	155741723	155741724	21	21	20	0	100.0	hypermeth
1	155741735	155741736	21	21	20	0	100.0	hypermeth
1	155741759	155741760	11	11	11	0	100.0	hypermeth
1	155741793	155741794	13	13	14	0	100.0	hypermeth
1	155741816	155741817	24	24	27	0	100.0	hypermeth
1	155741823	155741824	24	24	27	0	100.0	hypermeth
1	155741861	155741862	23	23	27	0	100.0	hypermeth
1	155741878	155741879	24	24	27	0	100.0	hypermeth
1	155741896	155741897	14	14	23	0	100.0	hypermeth
1	155741924	155741925	14	14	23	0	100.0	hypermeth
1	155742236	155742237	18	18	12	0	100.0	hypermeth
1	155742247	155742248	18	18	12	0	100.0	hypermeth
1	155742251	155742252	17	17	12	0	100.0	hypermeth
1	155742263	155742264	18	18	12	0	100.0	hypermeth
1	155742269	155742270	18	18	12	0	100.0	hypermeth
1	155752474	155752475	10	10	24	0	100.0	hypermeth
1	155752510	155752511	13	13	34	0	100.0	hypermeth
1	155752524	155752525	13	13	34	0	100.0	hypermeth
1	155752776	155752777	13	13	23	0	100.0	hypermeth
1	155752788	155752789	13	13	23	0	100.0	hypermeth
1	155752806	155752807	13	13	23	0	100.0	hypermeth
1	155752823	155752824	13	13	23	0	100.0	hypermeth
1	155752837	155752838	13	13	23	0	100.0	hypermeth
1	155752847	155752848	13	13	23	0	100.0	hypermeth
1	155753906	155753907	17	17	13	0	100.0	hypermeth
1	155753915	155753916	17	17	13	0	100.0	hypermeth
1	155775249	155775250	16	16	29	0	100.0	hypermeth
1	155775764	155775765	11	11	13	0	100.0	hypermeth
1	155775803	155775804	17	17	24	0	100.0	hypermeth
1	155775832	155775833	17	17	24	0	100.0	hypermeth
1	155775908	155775909	15	15	25	0	100.0	hypermeth
1	155775919	155775920	15	15	25	0	100.0	hypermeth
1	155775929	155775930	15	15	24	0	100.0	hypermeth
1	155775936	155775937	15	15	24	0	100.0	hypermeth
1	155775997	155775998	26	26	17	0	100.0	hypermeth
1	155776003	155776004	26	26	17	0	100.0	hypermeth
1	155776019	155776020	26	26	17	0	100.0	hypermeth
1	155776035	155776036	26	26	17	0	100.0	hypermeth
1	155776106	155776107	19	19	23	0	100.0	hypermeth
1	155776125	155776126	19	19	23	0	100.0	hypermeth
1	155776134	155776135	19	19	23	0	100.0	hypermeth
1	155776138	155776139	19	19	23	0	100.0	hypermeth
1	155801895	155801896	16	16	14	0	100.0	hypermeth
1	155801899	155801900	16	16	14	0	100.0	hypermeth
1	155801948	155801949	16	16	14	0	100.0	hypermeth
1	155801973	155801974	16	16	14	0	100.0	hypermeth
1	155802029	155802030	10	10	18	0	100.0	hypermeth
1	155802034	155802035	10	10	18	0	100.0	hypermeth
1	155802039	155802040	10	10	18	0	100.0	hypermeth
1	155802057	155802058	10	10	17	0	100.0	hypermeth
1	155802076	155802077	10	10	17	0	100.0	hypermeth
1	155802086	155802087	10	10	17	0	100.0	hypermeth
1	155802098	155802099	10	10	18	0	100.0	hypermeth
1	155802101	155802102	10	10	18	0	100.0	hypermeth
1	155802112	155802113	10	10	18	0	100.0	hypermeth
1	155802125	155802126	10	10	18	0	100.0	hypermeth
1	155802131	155802132	10	10	18	0	100.0	hypermeth
1	155802148	155802149	10	10	18	0	100.0	hypermeth
1	155802522	155802523	10	10	37	0	100.0	hypermeth
1	155802574	155802575	10	10	37	0	100.0	hypermeth
1	155802579	155802580	10	10	37	0	100.0	hypermeth
1	155816566	155816567	18	18	31	0	100.0	hypermeth
1	155816589	155816590	18	18	31	0	100.0	hypermeth
1	155817095	155817096	14	14	16	0	100.0	hypermeth
1	155817115	155817116	14	14	16	0	100.0	hypermeth
1	155817199	155817200	14	14	16	0	100.0	hypermeth
1	155817223	155817224	14	14	16	0	100.0	hypermeth
1	155817438	155817439	19	19	16	0	100.0	hypermeth
1	155833506	155833507	12	12	17	0	100.0	hypermeth
1	155833735	155833736	17	17	20	0	100.0	hypermeth
1	155834428	155834429	18	18	20	0	100.0	hypermeth
1	156640615	156640616	10	10	30	0	100.0	hypermeth
1	156640620	156640621	10	10	30	0	100.0	hypermeth
1	156640699	156640700	12	12	22	0	100.0	hypermeth
1	156640704	156640705	12	12	22	0	100.0	hypermeth
1	156640712	156640713	12	12	22	0	100.0	hypermeth
1	156640784	156640785	17	17	24	0	100.0	hypermeth
1	156640796	156640797	26	26	30	0	100.0	hypermeth
1	156640831	156640832	26	26	30	0	100.0	hypermeth
1	156685414	156685415	18	18	25	0	100.0	hypermeth
1	156685435	156685436	18	18	25	0	100.0	hypermeth
1	156685438	156685439	18	18	25	0	100.0	hypermeth
1	156685449	156685450	18	18	25	0	100.0	hypermeth
1	156685465	156685466	18	18	18	0	100.0	hypermeth
1	156685481	156685482	15	15	12	0	100.0	hypermeth
1	156685499	156685500	15	15	12	0	100.0	hypermeth
1	156685612	156685613	15	15	12	0	100.0	hypermeth
1	156685622	156685623	15	15	12	0	100.0	hypermeth
1	156685636	156685637	15	15	12	0	100.0	hypermeth
1	156849461	156849462	20	20	15	0	100.0	hypermeth
1	156849478	156849479	20	20	15	0	100.0	hypermeth
1	156849481	156849482	20	20	15	0	100.0	hypermeth
1	156900034	156900035	19	19	44	0	100.0	hypermeth
1	156900258	156900259	20	20	18	0	100.0	hypermeth
1	156963565	156963566	17	17	15	0	100.0	hypermeth
1	156963661	156963662	19	19	24	0	100.0	hypermeth
1	156963676	156963677	19	19	24	0	100.0	hypermeth
1	157171146	157171147	11	11	26	0	100.0	hypermeth
1	157171149	157171150	11	11	25	0	100.0	hypermeth
1	157171153	157171154	11	11	26	0	100.0	hypermeth
1	157171167	157171168	11	11	26	0	100.0	hypermeth
1	157171170	157171171	11	11	26	0	100.0	hypermeth
1	157171174	157171175	11	11	26	0	100.0	hypermeth
1	157171207	157171208	13	13	23	0	100.0	hypermeth
1	157171215	157171216	13	13	23	0	100.0	hypermeth
1	157171219	157171220	13	13	23	0	100.0	hypermeth
1	157171236	157171237	13	13	23	0	100.0	hypermeth
1	157171257	157171258	22	22	27	0	100.0	hypermeth
1	157171272	157171273	22	22	27	0	100.0	hypermeth
1	157171278	157171279	22	22	27	0	100.0	hypermeth
1	157171294	157171295	22	22	27	0	100.0	hypermeth
1	157171310	157171311	18	18	25	0	100.0	hypermeth
1	157171314	157171315	19	19	17	0	100.0	hypermeth
1	157171384	157171385	19	19	18	0	100.0	hypermeth
1	157171387	157171388	19	19	18	0	100.0	hypermeth
1	157171414	157171415	21	21	20	0	100.0	hypermeth
1	157171459	157171460	18	18	20	0	100.0	hypermeth
1	157171487	157171488	18	18	20	0	100.0	hypermeth
1	157171513	157171514	14	14	20	0	100.0	hypermeth
1	157171533	157171534	14	14	20	0	100.0	hypermeth
1	157171537	157171538	14	14	20	0	100.0	hypermeth
1	157171544	157171545	14	14	20	0	100.0	hypermeth
1	157171680	157171681	11	11	23	0	100.0	hypermeth
1	157171719	157171720	14	14	16	0	100.0	hypermeth
1	157171723	157171724	14	14	16	0	100.0	hypermeth
1	157171737	157171738	14	14	16	0	100.0	hypermeth
1	157171743	157171744	14	14	16	0	100.0	hypermeth
1	157171778	157171779	14	14	16	0	100.0	hypermeth
1	157171830	157171831	15	15	12	0	100.0	hypermeth
1	157171850	157171851	18	18	19	0	100.0	hypermeth
1	157171867	157171868	18	18	18	0	100.0	hypermeth
1	157171882	157171883	18	18	19	0	100.0	hypermeth
1	157171889	157171890	18	18	19	0	100.0	hypermeth
1	157171916	157171917	18	18	19	0	100.0	hypermeth
1	157174573	157174574	21	21	14	0	100.0	hypermeth
1	157174589	157174590	21	21	14	0	100.0	hypermeth
1	157174606	157174607	21	21	14	0	100.0	hypermeth
1	157410953	157410954	13	0	24	24	-100.0	hypometh
1	157410957	157410958	13	0	24	24	-100.0	hypometh
1	157588476	157588477	21	21	29	0	100.0	hypermeth
1	157809606	157809607	14	14	15	0	100.0	hypermeth
1	157809613	157809614	14	14	15	0	100.0	hypermeth
1	157809624	157809625	14	14	15	0	100.0	hypermeth
1	157809635	157809636	14	14	15	0	100.0	hypermeth
1	157940333	157940334	10	10	31	0	100.0	hypermeth
1	157940349	157940350	10	10	31	0	100.0	hypermeth
1	158152742	158152743	19	19	14	0	100.0	hypermeth
1	158153333	158153334	17	17	39	0	100.0	hypermeth
1	158153359	158153360	17	17	37	0	100.0	hypermeth
1	158153366	158153367	17	17	39	0	100.0	hypermeth
1	158153542	158153543	20	20	11	0	100.0	hypermeth
1	158153563	158153564	20	20	11	0	100.0	hypermeth
1	158198032	158198033	22	22	25	0	100.0	hypermeth
1	158290010	158290011	20	20	22	0	100.0	hypermeth
