Chromosome	Start	End	Type
18	54608337	54608978	CpG:
18	54688889	54689567	CpG:
18	54707435	54708614	CpG:
18	54837402	54837901	CpG:
18	54913068	54913332	CpG:
18	54920339	54920583	CpG:
18	54988902	54989633	CpG:
18	55047767	55048941	CpG:
18	55078141	55078491	CpG:
18	55358426	55358965	CpG:
18	55536155	55536649	CpG:
18	55540648	55541298	CpG:
18	55611200	55611554	CpG:
18	55701256	55701832	CpG:
18	55726685	55728078	CpG:
18	55822538	55823370	CpG:
18	56034795	56035149	CpG:
18	56364447	56364987	CpG:
18	56444204	56445661	CpG:
18	56446981	56447227	CpG:
18	56560429	56560919	CpG:
18	56666550	56668253	CpG:
18	56669202	56669437	CpG:
18	56673322	56673780	CpG:
18	56676427	56676829	CpG:
18	56691458	56693206	CpG:
18	56725267	56726473	CpG:
18	56729360	56729642	CpG:
18	56904440	56904683	CpG:
18	56998707	56999522	CpG:
18	57037469	57037964	CpG:
18	57040197	57040492	CpG:
18	57240578	57240784	CpG:
18	57789329	57789533	CpG:
18	57807907	57808862	CpG:
18	57927121	57927741	CpG:
18	58652500	58652857	CpG:
18	59422987	59423758	CpG:
18	59616262	59616907	CpG:
18	59665484	59666104	CpG:
18	59894522	59895282	CpG:
18	60969227	60969452	CpG:
18	61032166	61033055	CpG:
18	62265398	62265759	CpG:
18	62377721	62380595	CpG:
18	62391507	62393050	CpG:
18	62468359	62468782	CpG:
18	62470015	62470326	CpG:
18	62471137	62471345	CpG:
18	62472714	62473234	CpG:
18	62474102	62478488	CpG:
18	62536367	62537862	CpG:
18	62756999	62758761	CpG:
18	62759445	62759753	CpG:
18	62761215	62761865	CpG:
18	63112602	63120515	CpG:
18	63396062	63398650	CpG:
18	63427405	63428147	CpG:
18	63439644	63441218	CpG:
18	63447412	63448145	CpG:
18	63448777	63449474	CpG:
18	63654866	63655075	CpG:
18	63735305	63736810	CpG:
18	63941061	63941710	CpG:
18	64014079	64016132	CpG:
18	64228379	64229416	CpG:
18	64270396	64272152	CpG:
18	64737741	64738133	CpG:
18	65786907	65787581	CpG:
18	65918558	65919582	CpG:
18	65966929	65968402	CpG:
19	5741694	5741902	CpG:
19	8890883	8891224	CpG:
19	9526981	9527299	CpG:
19	9669356	9670741	CpG:
19	12751763	12752451	CpG:
19	13116804	13117976	CpG:
19	13248053	13249138	CpG:
19	13484698	13485214	CpG:
19	13608556	13617806	CpG:
19	13736218	13736669	CpG:
19	14889613	14890351	CpG:
19	17634495	17635204	CpG:
19	18387419	18388475	CpG:
19	18834022	18835125	CpG:
19	18853801	18854341	CpG:
19	19887569	19888153	CpG:
19	20873207	20875950	CpG:
19	21064354	21064680	CpG:
19	21424164	21425703	CpG:
19	21684849	21685783	CpG:
19	22265307	22265556	CpG:
19	23317687	23318279	CpG:
19	24032288	24032855	CpG:
19	24951239	24952497	CpG:
19	24976378	24977751	CpG:
19	25197571	25198280	CpG:
19	25650627	25651072	CpG:
19	27119514	27122732	CpG:
19	27127854	27128066	CpG:
19	27248774	27249678	CpG:
19	27562682	27563024	CpG:
19	27781865	27782782	CpG:
19	27933534	27933794	CpG:
19	28011110	28011348	CpG:
19	28012111	28012917	CpG:
19	28286251	28286798	CpG:
19	29066534	29068869	CpG:
19	29083295	29085632	CpG:
19	29875817	29877448	CpG:
19	32826955	32832611	CpG:
19	33745268	33745720	CpG:
19	33778517	33779021	CpG:
19	34073979	34075207	CpG:
19	34961025	34962063	CpG:
19	34987081	34987720	CpG:
19	34998292	34998649	CpG:
19	35004777	35006277	CpG:
19	35007404	35007867	CpG:
19	35232143	35232685	CpG:
19	35485949	35486606	CpG:
19	35562654	35563028	CpG:
19	37103443	37103644	CpG:
19	37316372	37317957	CpG:
19	38433142	38435131	CpG:
19	38556935	38557247	CpG:
19	38563545	38564840	CpG:
19	39229236	39230361	CpG:
19	39260539	39261019	CpG:
19	41237470	41237771	CpG:
19	42665241	42665867	CpG:
19	43055848	43056114	CpG:
19	43454779	43455058	CpG:
19	43455849	43456068	CpG:
19	43457297	43457712	CpG:
19	43829383	43829750	CpG:
19	43830019	43830866	CpG:
19	43866990	43867210	CpG:
19	43867846	43868066	CpG:
19	44782795	44784330	CpG:
19	44954833	44956768	CpG:
19	45493183	45494202	CpG:
19	45513555	45514355	CpG:
19	45519721	45519971	CpG:
19	45520751	45521334	CpG:
19	45888742	45889785	CpG:
19	46067562	46067805	CpG:
19	46069838	46070181	CpG:
19	46430388	46432639	CpG:
19	48562258	48562698	CpG:
19	48681985	48683371	CpG:
19	48727414	48728688	CpG:
19	48825377	48825821	CpG:
19	49336547	49338544	CpG:
19	50403470	50403695	CpG:
19	50737502	50737993	CpG:
19	51254903	51255840	CpG:
19	51591845	51592462	CpG:
19	51601465	51602106	CpG:
19	51608870	51610373	CpG:
19	51681295	51682311	CpG:
19	51911483	51911768	CpG:
19	51912678	51912897	CpG:
19	51913138	51913692	CpG:
19	51914197	51914406	CpG:
19	51915478	51915730	CpG:
19	52190501	52190870	CpG:
19	52192772	52193602	CpG:
19	53312918	53318783	CpG:
19	53353256	53353694	CpG:
19	53354948	53355452	CpG:
19	53356927	53359954	CpG:
19	53376834	53378021	CpG:
19	53509702	53511801	CpG:
19	53938730	53939089	CpG:
19	53960462	53960748	CpG:
19	54260427	54260669	CpG:
19	54384016	54384358	CpG:
19	54385193	54385395	CpG:
19	54385626	54385972	CpG:
19	54425858	54426079	CpG:
19	54473755	54474434	CpG:
19	55145982	55146190	CpG:
19	55375603	55376967	CpG:
19	55877678	55878710	CpG:
19	56272124	56274703	CpG:
19	56325930	56326465	CpG:
19	56677919	56678272	CpG:
19	56972422	56973346	CpG:
19	57089200	57089629	CpG:
19	57180068	57180532	CpG:
19	57296604	57297262	CpG:
19	57793740	57794024	CpG:
19	57816859	57817075	CpG:
19	57838431	57839086	CpG:
19	58255728	58255941	CpG:
19	58477013	58477447	CpG:
19	58544836	58545278	CpG:
19	58686452	58686703	CpG:
19	59163657	59163952	CpG:
19	61631428	61631794	CpG:
19	61764553	61764908	CpG:
19	62200209	62200420	CpG:
19	62348040	62348507	CpG:
19	62461189	62461711	CpG:
19	62665171	62665411	CpG:
19	62808248	62809289	CpG:
19	62844675	62845256	CpG:
19	63218404	63219425	CpG:
19	63523121	63523438	CpG:
19	63592876	63593286	CpG:
19	63626808	63627187	CpG:
19	63627828	63628220	CpG:
19	63675291	63677338	CpG:
2	4722484	4723502	CpG:
2	4779521	4780519	CpG:
2	6510895	6511800	CpG:
2	13724604	13725411	CpG:
2	18410288	18410938	CpG:
2	19510347	19511007	CpG:
2	20807298	20807640	CpG:
2	20848022	20849230	CpG:
2	20855236	20858957	CpG:
2	22479333	22480476	CpG:
2	22485180	22488208	CpG:
2	23390245	23390848	CpG:
2	24494512	24497543	CpG:
2	24506742	24507237	CpG:
2	24987209	24988157	CpG:
2	26735491	26736108	CpG:
2	30613704	30614722	CpG:
2	35959845	35961011	CpG:
2	40007380	40009800	CpG:
2	41490501	41492603	CpG:
2	42762735	42763924	CpG:
2	45801457	45802914	CpG:
2	48476011	48477390	CpG:
2	52906451	52907015	CpG:
2	54118369	54119263	CpG:
2	58581733	58582688	CpG:
2	65864373	65865325	CpG:
2	71407603	71407884	CpG:
2	72526508	72527244	CpG:
2	73162406	73162702	CpG:
2	73166010	73166847	CpG:
2	80640725	80641760	CpG:
2	86272537	86272933	CpG:
2	91898790	91899548	CpG:
2	93222108	93222887	CpG:
2	98255982	98256344	CpG:
2	98456331	98457088	CpG:
2	101019022	101019356	CpG:
2	104837858	104838485	CpG:
2	104962460	104962824	CpG:
2	104973666	104977618	CpG:
2	104996186	104996456	CpG:
2	107128490	107131502	CpG:
2	107556167	107556770	CpG:
2	107667262	107669202	CpG:
2	107693131	107693439	CpG:
2	107725678	107730262	CpG:
2	108096908	108097185	CpG:
2	108137392	108139020	CpG:
2	111229097	111230006	CpG:
2	111236368	111237163	CpG:
2	115790823	115795779	CpG:
2	118897589	118898058	CpG:
2	120970552	120973134	CpG:
2	121603933	121604491	CpG:
2	122213325	122213881	CpG:
2	122650510	122651188	CpG:
2	124905835	124907290	CpG:
2	124989888	124990853	CpG:
2	125006224	125010815	CpG:
2	125192170	125193274	CpG:
2	125427118	125427436	CpG:
2	126219371	126220323	CpG:
2	126788614	126788929	CpG:
2	127066179	127067894	CpG:
2	127254423	127256309	CpG:
2	127868922	127869772	CpG:
2	128007758	128008279	CpG:
2	128039736	128040786	CpG:
2	128203395	128204745	CpG:
2	129522322	129523264	CpG:
2	129652327	129653031	CpG:
2	130903566	130903906	CpG:
2	130905745	130906028	CpG:
2	131534144	131534388	CpG:
2	131556009	131556460	CpG:
2	131801802	131802073	CpG:
2	131996479	131996872	CpG:
2	132539412	132539686	CpG:
2	132545365	132545740	CpG:
2	132736732	132737683	CpG:
2	133803413	133803847	CpG:
2	133877939	133878255	CpG:
2	133983091	133983518	CpG:
2	133993600	133993806	CpG:
2	134172681	134173670	CpG:
2	134345137	134346184	CpG:
2	134396241	134397125	CpG:
2	134485054	134485439	CpG:
2	134866124	134866691	CpG:
2	134880548	134880780	CpG:
2	134885313	134885537	CpG:
2	135440979	135441197	CpG:
2	135441515	135441757	CpG:
2	135470822	135471106	CpG:
2	135484689	135484964	CpG:
2	135536376	135536707	CpG:
2	135562911	135563200	CpG:
2	135570112	135570737	CpG:
2	135610047	135610849	CpG:
2	135653929	135654166	CpG:
2	135656352	135656590	CpG:
2	135848826	135849031	CpG:
2	135850995	135851870	CpG:
2	135919502	135919800	CpG:
2	136709690	136711556	CpG:
20	3131842	3133665	CpG:
20	4822873	4823349	CpG:
20	5512468	5512675	CpG:
20	7947773	7948764	CpG:
20	8245032	8245770	CpG:
20	13006360	13007392	CpG:
20	13435678	13436508	CpG:
20	18044468	18046235	CpG:
20	22296924	22297493	CpG:
20	32618470	32618929	CpG:
20	33773967	33776642	CpG:
20	35376173	35377405	CpG:
20	35587456	35588572	CpG:
20	39251423	39252031	CpG:
20	41039107	41043399	CpG:
20	58376127	58376573	CpG:
20	58377206	58377423	CpG:
20	62818883	62822084	CpG:
20	66570419	66571003	CpG:
20	66718235	66719834	CpG:
20	67810530	67814424	CpG:
20	68137033	68138674	CpG:
20	69218312	69218644	CpG:
20	69518980	69519295	CpG:
20	70225400	70225882	CpG:
20	70275837	70276248	CpG:
20	70358695	70358929	CpG:
20	70359851	70360132	CpG:
20	70564015	70564673	CpG:
20	70959284	70960079	CpG:
20	71104640	71105603	CpG:
20	71178563	71179244	CpG:
20	71179971	71180639	CpG:
20	71235020	71247682	CpG:
20	71294274	71294977	CpG:
20	71393939	71394331	CpG:
20	71528560	71528770	CpG:
20	71529053	71529304	CpG:
20	71531899	71532757	CpG:
20	71558833	71559277	CpG:
20	71612860	71613073	CpG:
20	71774843	71775097	CpG:
20	71776454	71776815	CpG:
20	71881747	71882170	CpG:
20	71882819	71883421	CpG:
20	71984034	71985113	CpG:
21	1883878	1884134	CpG:
21	1996970	1997297	CpG:
21	4286051	4286903	CpG:
21	5814640	5814952	CpG:
21	6515139	6515402	CpG:
21	7005823	7006631	CpG:
21	8246244	8246827	CpG:
21	8259168	8259420	CpG:
21	8267593	8268080	CpG:
21	8269960	8270232	CpG:
21	8471749	8472809	CpG:
21	10718048	10719230	CpG:
21	10789811	10791153	CpG:
21	14585100	14586008	CpG:
21	14689821	14690070	CpG:
21	19981348	19982836	CpG:
21	20835091	20835315	CpG:
21	20998484	20998971	CpG:
21	21249165	21251076	CpG:
21	21253245	21253899	CpG:
21	21303114	21303844	CpG:
21	22090190	22090396	CpG:
21	22216594	22217419	CpG:
21	25815466	25817656	CpG:
21	25883478	25883789	CpG:
21	28215155	28215589	CpG:
21	29194200	29194574	CpG:
21	30180489	30181161	CpG:
21	31178667	31179000	CpG:
21	31536914	31537372	CpG:
21	32108208	32113786	CpG:
21	33595743	33598639	CpG:
21	33665619	33666587	CpG:
21	33963571	33964546	CpG:
21	34265264	34265516	CpG:
21	34451531	34453323	CpG:
21	35080620	35082221	CpG:
21	39662369	39663044	CpG:
21	43032112	43032342	CpG:
21	43745618	43746333	CpG:
21	45777734	45778571	CpG:
21	48214469	48215418	CpG:
21	48217546	48218140	CpG:
21	49766028	49767779	CpG:
21	55482715	55483344	CpG:
21	57395189	57396134	CpG:
21	59873331	59873736	CpG:
21	59875751	59876146	CpG:
21	60868551	60869877	CpG:
21	61894009	61894288	CpG:
21	61985332	61986592	CpG:
21	62869943	62871339	CpG:
21	66173707	66174112	CpG:
21	66284613	66285127	CpG:
21	66864714	66866772	CpG:
21	67099000	67100315	CpG:
21	67100468	67100749	CpG:
21	67116527	67116785	CpG:
21	67117261	67117904	CpG:
21	67257866	67258100	CpG:
21	67258771	67259502	CpG:
21	67349957	67350229	CpG:
21	68117173	68117522	CpG:
21	68442296	68442944	CpG:
21	68693572	68693863	CpG:
21	68694509	68695266	CpG:
21	68700432	68701025	CpG:
21	68911602	68912382	CpG:
21	69114982	69115186	CpG:
21	69206986	69207197	CpG:
21	69208975	69209208	CpG:
21	69273733	69277271	CpG:
21	69317444	69317819	CpG:
21	69418846	69420966	CpG:
21	69821034	69821273	CpG:
21	69846424	69847842	CpG:
21	70092491	70092939	CpG:
21	70287422	70287635	CpG:
21	70295815	70296966	CpG:
21	70333677	70333881	CpG:
21	70337509	70337751	CpG:
21	70357953	70358402	CpG:
21	70541348	70541981	CpG:
21	70829199	70829497	CpG:
21	70883255	70883573	CpG:
21	70897177	70897383	CpG:
21	70922974	70923235	CpG:
21	71002890	71003130	CpG:
21	71050464	71050877	CpG:
21	71272606	71274674	CpG:
21	71305929	71308145	CpG:
21	71361883	71362158	CpG:
21	71373169	71373801	CpG:
22	2116045	2117708	CpG:
22	2118922	2119895	CpG:
22	3052758	3054137	CpG:
22	6229143	6229528	CpG:
22	7285253	7285509	CpG:
22	7710818	7711189	CpG:
22	7733210	7734245	CpG:
22	10160525	10161360	CpG:
22	10379443	10380438	CpG:
22	10626494	10627588	CpG:
22	11813643	11814222	CpG:
22	12521557	12521910	CpG:
22	12966380	12967774	CpG:
22	13403881	13404208	CpG:
22	14996716	14997299	CpG:
22	15444372	15445313	CpG:
22	16904409	16904722	CpG:
22	17024287	17025244	CpG:
22	17609064	17609326	CpG:
22	17819445	17819688	CpG:
22	18570619	18570894	CpG:
22	22615676	22615923	CpG:
22	24380638	24381698	CpG:
22	28238537	28239580	CpG:
22	35067385	35068529	CpG:
22	44278018	44278702	CpG:
22	45094113	45094845	CpG:
22	46108486	46108892	CpG:
22	47372921	47375319	CpG:
22	47400818	47401266	CpG:
22	49032168	49033127	CpG:
22	49182125	49183140	CpG:
22	49232882	49233769	CpG:
22	49684814	49685061	CpG:
22	49848529	49849581	CpG:
22	50593233	50593980	CpG:
22	50690788	50691587	CpG:
22	50716707	50717676	CpG:
22	50760288	50761464	CpG:
22	51051977	51053020	CpG:
22	51070920	51071131	CpG:
22	51071926	51072272	CpG:
22	51079524	51080168	CpG:
22	51107578	51108556	CpG:
22	51206741	51207498	CpG:
22	51324857	51326028	CpG:
22	51448270	51448485	CpG:
22	51555477	51556686	CpG:
22	51859386	51860389	CpG:
22	53223903	53224449	CpG:
22	53925767	53926148	CpG:
22	54993482	54993952	CpG:
22	55062680	55063128	CpG:
22	55822164	55823132	CpG:
22	56204455	56204687	CpG:
22	56236177	56236413	CpG:
22	56785007	56785313	CpG:
22	57016636	57017025	CpG:
22	57925517	57926126	CpG:
22	58100175	58100401	CpG:
22	58146043	58148595	CpG:
22	58188196	58188462	CpG:
22	58443258	58443495	CpG:
22	58444853	58445065	CpG:
22	58446604	58447138	CpG:
22	58494534	58494755	CpG:
22	58561371	58561662	CpG:
22	58624453	58624727	CpG:
22	58649220	58649700	CpG:
22	58974242	58974693	CpG:
22	58994880	58995141	CpG:
22	58995699	58996072	CpG:
22	59058666	59058982	CpG:
22	59076248	59076786	CpG:
22	59079534	59079868	CpG:
22	59103233	59103540	CpG:
22	59268657	59268918	CpG:
22	59285069	59285327	CpG:
22	59321162	59321634	CpG:
22	59339637	59340169	CpG:
22	59383141	59383358	CpG:
22	59488330	59489522	CpG:
22	59526239	59528520	CpG:
22	59546296	59549277	CpG:
22	59681392	59681749	CpG:
22	59832937	59833489	CpG:
22	59898806	59899478	CpG:
22	60025078	60025439	CpG:
22	60036825	60040773	CpG:
22	60041371	60041683	CpG:
22	60046135	60046378	CpG:
22	60052334	60055355	CpG:
22	60056355	60056571	CpG:
22	60057389	60057652	CpG:
22	60063269	60087168	CpG:
22	60088044	60088715	CpG:
22	60089625	60092488	CpG:
22	60109579	60110042	CpG:
22	60120601	60121247	CpG:
22	60209913	60211187	CpG:
22	60211864	60212186	CpG:
22	60213957	60214716	CpG:
22	60298667	60299268	CpG:
22	60413482	60413782	CpG:
22	60428819	60429325	CpG:
22	60452020	60452300	CpG:
22	60488548	60489148	CpG:
22	60499901	60500272	CpG:
22	60503080	60507957	CpG:
22	60700541	60701736	CpG:
22	60702489	60702773	CpG:
22	60721375	60721778	CpG:
22	60761194	60761421	CpG:
22	60814829	60815330	CpG:
22	60897631	60898773	CpG:
22	61196035	61196303	CpG:
22	61203323	61203570	CpG:
22	61233679	61234005	CpG:
22	61241766	61242039	CpG:
23	864053	865051	CpG:
23	3227197	3227581	CpG:
23	6533274	6533507	CpG:
23	7393812	7395033	CpG:
23	7718383	7718587	CpG:
23	7719155	7719413	CpG:
23	7764674	7765165	CpG:
23	8568816	8569116	CpG:
23	8982459	8983473	CpG:
23	9002533	9005121	CpG:
23	9676055	9677212	CpG:
23	9944558	9945815	CpG:
23	10436530	10437031	CpG:
23	10735000	10735835	CpG:
23	11373353	11373876	CpG:
23	11593345	11596600	CpG:
23	13057029	13057471	CpG:
23	13057684	13058015	CpG:
23	15330873	15331298	CpG:
23	15373453	15376179	CpG:
23	15553988	15554435	CpG:
23	15623209	15624438	CpG:
23	16154702	16154906	CpG:
23	16757122	16757554	CpG:
23	17087313	17087805	CpG:
23	18670513	18673276	CpG:
23	19276850	19277657	CpG:
23	19714521	19715035	CpG:
23	23123229	23123477	CpG:
23	24650370	24650800	CpG:
23	24976843	24977361	CpG:
23	27040418	27040893	CpG:
23	27219135	27219620	CpG:
23	27332041	27333841	CpG:
23	27462967	27464163	CpG:
23	27631596	27631845	CpG:
23	28105261	28105502	CpG:
23	28128541	28128882	CpG:
23	28155611	28156650	CpG:
23	28259396	28259825	CpG:
23	29745881	29746097	CpG:
23	30178721	30179131	CpG:
23	31280925	31281496	CpG:
23	31554916	31555213	CpG:
23	31556098	31556475	CpG:
23	32848763	32849997	CpG:
23	33076793	33077459	CpG:
23	36298908	36301158	CpG:
23	37498527	37498980	CpG:
23	40193984	40195853	CpG:
23	41170144	41170744	CpG:
23	41173423	41173765	CpG:
23	42876904	42878281	CpG:
23	43053472	43054010	CpG:
23	44272262	44272532	CpG:
23	45058525	45058793	CpG:
23	45472949	45482702	CpG:
23	47336328	47336650	CpG:
23	47508445	47511260	CpG:
23	47888628	47888952	CpG:
23	47894906	47895256	CpG:
23	48018168	48018474	CpG:
23	48268945	48269317	CpG:
23	48888559	48888863	CpG:
23	49214845	49215457	CpG:
23	49410565	49411162	CpG:
23	49906190	49906780	CpG:
23	50210169	50210409	CpG:
23	50634071	50634442	CpG:
23	50738797	50739493	CpG:
23	51222260	51222754	CpG:
23	51393113	51393787	CpG:
23	51396311	51396534	CpG:
23	51399308	51400733	CpG:
23	51410170	51410865	CpG:
23	51430238	51430627	CpG:
23	51430846	51431093	CpG:
23	51448773	51449186	CpG:
23	51456298	51461514	CpG:
23	51562980	51564976	CpG:
23	51591750	51592083	CpG:
23	51593160	51593389	CpG:
23	51652765	51653067	CpG:
23	51653362	51653580	CpG:
23	51677531	51678013	CpG:
23	51773205	51773560	CpG:
23	51892402	51893670	CpG:
23	52317432	52318311	CpG:
24	806548	807515	CpG:
24	948820	950193	CpG:
24	977899	978275	CpG:
24	1047684	1048650	CpG:
24	1049849	1050085	CpG:
24	1114630	1114849	CpG:
24	1115690	1116228	CpG:
24	2648488	2648936	CpG:
24	2851077	2851684	CpG:
24	3580240	3580703	CpG:
24	3756021	3756246	CpG:
24	3758505	3760058	CpG:
24	3771924	3772202	CpG:
24	4195983	4197700	CpG:
24	4280819	4281561	CpG:
24	5613289	5616004	CpG:
24	9743461	9743813	CpG:
24	14346867	14347464	CpG:
24	19816916	19819939	CpG:
24	19860975	19861362	CpG:
24	19991647	19992224	CpG:
24	21316147	21317464	CpG:
24	21809959	21810413	CpG:
24	25964283	25965247	CpG:
24	28991589	28994643	CpG:
24	33254542	33254783	CpG:
24	33372522	33373039	CpG:
24	33506648	33507671	CpG:
24	33950811	33951920	CpG:
24	34928908	34929816	CpG:
24	35392342	35393603	CpG:
24	36114869	36119528	CpG:
24	37496012	37497754	CpG:
24	37559252	37559480	CpG:
24	37561117	37561329	CpG:
24	39219579	39220406	CpG:
24	40229020	40229346	CpG:
24	42615432	42616407	CpG:
24	43488156	43489303	CpG:
24	43984199	43984588	CpG:
24	48054192	48054730	CpG:
24	48973791	48974012	CpG:
24	49096798	49099175	CpG:
24	49124785	49125447	CpG:
24	50869839	50870851	CpG:
24	51071168	51071981	CpG:
24	54786293	54786682	CpG:
24	56527456	56527987	CpG:
24	57486438	57488512	CpG:
24	58282153	58282907	CpG:
24	58532171	58532389	CpG:
24	59250174	59251109	CpG:
24	60707940	60708284	CpG:
24	60922624	60922958	CpG:
24	61251511	61251730	CpG:
24	61388686	61389271	CpG:
24	62140273	62140533	CpG:
25	141735	142057	CpG:
25	144077	144699	CpG:
25	282510	282914	CpG:
25	310921	311909	CpG:
25	404210	405728	CpG:
25	444540	445020	CpG:
25	453221	453667	CpG:
25	456141	456673	CpG:
25	467603	469322	CpG:
25	492429	492685	CpG:
25	507106	507596	CpG:
25	517204	518890	CpG:
25	541964	543322	CpG:
25	570170	572279	CpG:
25	591766	592100	CpG:
25	598566	598830	CpG:
25	628068	628422	CpG:
25	629579	629968	CpG:
25	630164	630545	CpG:
25	786284	788147	CpG:
25	792618	793251	CpG:
25	832323	833017	CpG:
25	907974	908227	CpG:
25	981302	982674	CpG:
25	982890	983142	CpG:
25	1053855	1055203	CpG:
25	1229854	1230390	CpG:
25	1332224	1332441	CpG:
25	1333557	1333867	CpG:
25	1342136	1352053	CpG:
25	1363362	1363682	CpG:
25	1366580	1368673	CpG:
25	1390501	1392052	CpG:
25	1486489	1487104	CpG:
25	1636586	1648317	CpG:
25	1742782	1742990	CpG:
25	1746405	1747902	CpG:
25	1811748	1812206	CpG:
25	1973787	1974782	CpG:
25	1976645	1980981	CpG:
25	1981326	1981668	CpG:
25	2290769	2291986	CpG:
25	2294945	2295220	CpG:
25	2339606	2340281	CpG:
25	2426055	2426312	CpG:
25	2448209	2448570	CpG:
25	2486578	2486914	CpG:
25	2487699	2488280	CpG:
25	2552513	2553153	CpG:
25	2570883	2571780	CpG:
25	2576256	2576848	CpG:
25	2583783	2584523	CpG:
25	3043829	3044902	CpG:
25	3343753	3345017	CpG:
25	3479004	3479572	CpG:
25	3493728	3494055	CpG:
25	3500390	3500825	CpG:
25	3505617	3506007	CpG:
25	3533030	3533341	CpG:
25	3560759	3561786	CpG:
25	3771342	3771826	CpG:
25	3931658	3933308	CpG:
25	7580648	7581043	CpG:
25	7929929	7932730	CpG:
25	9662439	9662667	CpG:
25	9706560	9706826	CpG:
25	10324127	10325254	CpG:
25	10743720	10744192	CpG:
25	11371641	11372001	CpG:
25	12960307	12960940	CpG:
25	16908552	16909622	CpG:
25	20683942	20686188	CpG:
25	20955647	20955933	CpG:
25	21759248	21760713	CpG:
25	25139009	25139700	CpG:
25	25278312	25278607	CpG:
25	25356246	25356827	CpG:
25	25556859	25557283	CpG:
25	25558634	25558868	CpG:
25	26030265	26030480	CpG:
25	26535986	26536226	CpG:
25	26810875	26811689	CpG:
25	26818684	26819129	CpG:
25	26831339	26832077	CpG:
25	26985970	26986605	CpG:
25	27014953	27015556	CpG:
25	27875370	27875772	CpG:
25	27910895	27911448	CpG:
25	27985382	27986217	CpG:
25	28028219	28028774	CpG:
25	28256346	28256902	CpG:
25	28338630	28339617	CpG:
25	30180506	30180776	CpG:
25	33179911	33180484	CpG:
25	33194748	33195042	CpG:
25	33282008	33282263	CpG:
25	33775217	33775513	CpG:
25	33820323	33820731	CpG:
25	33988968	33989871	CpG:
25	34083713	34084838	CpG:
25	34258146	34258360	CpG:
25	34312305	34313099	CpG:
25	34819135	34819424	CpG:
25	35063810	35064417	CpG:
25	35070698	35071011	CpG:
25	35078504	35079165	CpG:
25	35192693	35193943	CpG:
25	35243161	35244211	CpG:
25	35776872	35777076	CpG:
25	36064861	36065078	CpG:
25	36084550	36084831	CpG:
25	36297678	36300288	CpG:
25	36491861	36492828	CpG:
25	36507355	36508309	CpG:
25	36607394	36607667	CpG:
25	36648659	36650426	CpG:
25	36783930	36784809	CpG:
25	36888211	36888608	CpG:
25	36895924	36896521	CpG:
25	36931732	36932182	CpG:
25	37796315	37796655	CpG:
25	37798145	37799067	CpG:
25	38088148	38088779	CpG:
25	38283312	38283527	CpG:
25	38322607	38323223	CpG:
25	38360966	38361260	CpG:
25	38673112	38673703	CpG:
25	38714247	38714458	CpG:
25	38925548	38926035	CpG:
25	39059839	39060806	CpG:
25	39080199	39081208	CpG:
25	39319751	39320323	CpG:
25	39331783	39332468	CpG:
25	39422684	39433282	CpG:
25	39453519	39455174	CpG:
25	39483232	39483497	CpG:
25	39494260	39494888	CpG:
25	39513968	39516015	CpG:
25	39683977	39684608	CpG:
25	39687030	39687409	CpG:
25	39716019	39716909	CpG:
25	39760190	39766162	CpG:
25	39776733	39777394	CpG:
25	39800831	39801648	CpG:
25	39856616	39857028	CpG:
25	39978241	39978447	CpG:
25	40058453	40058760	CpG:
25	40093031	40093386	CpG:
25	40139469	40140099	CpG:
25	40744550	40744834	CpG:
25	41053748	41054220	CpG:
25	41062344	41062667	CpG:
25	41127718	41128140	CpG:
25	41144848	41145382	CpG:
25	41179086	41179483	CpG:
25	41193313	41193643	CpG:
25	41282334	41282713	CpG:
25	41312534	41314094	CpG:
25	41323062	41323772	CpG:
25	41389761	41390864	CpG:
25	41418894	41419209	CpG:
25	41511729	41512533	CpG:
25	41546460	41547139	CpG:
25	41610735	41610980	CpG:
25	41612211	41612416	CpG:
25	41613173	41614040	CpG:
25	41644855	41648646	CpG:
25	41670838	41671097	CpG:
25	41676291	41676504	CpG:
25	41691528	41692527	CpG:
25	41748704	41749589	CpG:
25	41832977	41833572	CpG:
25	41940648	41941279	CpG:
25	41958205	41958845	CpG:
25	41982337	42002645	CpG:
25	42073470	42073753	CpG:
25	42139447	42139875	CpG:
25	42152516	42152750	CpG:
25	42156227	42158194	CpG:
25	42209972	42210931	CpG:
25	42249283	42249551	CpG:
25	42249839	42250196	CpG:
25	42259383	42261004	CpG:
25	42264838	42270218	CpG:
25	42372075	42372365	CpG:
25	42372694	42372969	CpG:
25	42379821	42381059	CpG:
25	42458551	42458924	CpG:
25	42474877	42475768	CpG:
25	42504389	42504620	CpG:
25	42521207	42521631	CpG:
25	42541140	42541358	CpG:
25	42541677	42541957	CpG:
25	42542293	42542878	CpG:
25	42543598	42543818	CpG:
25	42580874	42581153	CpG:
25	42586666	42587691	CpG:
25	42600922	42601272	CpG:
25	42642087	42642645	CpG:
25	42649076	42649344	CpG:
25	42683484	42685022	CpG:
25	42687393	42687621	CpG:
25	42687961	42688182	CpG:
25	42694036	42697064	CpG:
25	42742249	42742811	CpG:
26	3590824	3591481	CpG:
26	7475074	7475757	CpG:
26	11383348	11383907	CpG:
26	14458041	14458891	CpG:
26	14459858	14461555	CpG:
26	16776987	16777403	CpG:
26	16918943	16919585	CpG:
26	17278106	17279481	CpG:
