Chromosome	Position	Coverage	# methylated	% methylated	# overlap	Gene ID	Distance from target	Gene feature	Associated Gene Name	Description	Chromosome Name	Gene Start (bp)	Gene End (bp)	Strand	# overlap	Repeats region	Type	# overlap	CpG islands region	Interval shift	Type
12	90091817	20	19	95														1	12:90092313-90093015	shore	CpG:
12	90091817	20	19	95														2	12:90093652-90093945	shore	CpG:
12	90170509	13	0	0														1	12:90169066-90169462	shore	CpG:
12	90170509	13	0	0														2	12:90171921-90172307	shore	CpG:
12	90326049	28	28	100														1	12:90325899-90326223	island	CpG:
12	90403246	34	1	2.9	1	ENSBTAG00000000446	+576		ATP11A	ATPase phospholipid transporting 11A [Source:HGNC Symbol;Acc:HGNC:13552]	12	90353679	90402670	1				1	12:90402241-90402554	shore	CpG:
12	90403246	34	1	2.9	1	ENSBTAG00000000446	+576		ATP11A	ATPase phospholipid transporting 11A [Source:HGNC Symbol;Acc:HGNC:13552]	12	90353679	90402670	1				2	12:90403986-90406400	shore	CpG:
12	90415662	15	11	73.3														1	12:90414186-90414757	shore	CpG:
12	90453003	19	16	84.2	1	ENSBTAG00000017289	0	intron	MCF2L	MCF.2 cell line derived transforming sequence like [Source:HGNC Symbol;Acc:HGNC:14576]	12	90438591	90504948	1				1	12:90451158-90460659	island	CpG:
12	90474079	21	20	95.2	1	ENSBTAG00000017289	0	intron	MCF2L	MCF.2 cell line derived transforming sequence like [Source:HGNC Symbol;Acc:HGNC:14576]	12	90438591	90504948	1				1	12:90473650-90474215	island	CpG:
12	90609529	23	0	0	1	ENSBTAG00000010242	-180		LAMP1	lysosomal associated membrane protein 1 [Source:HGNC Symbol;Acc:HGNC:6499]	12	90609710	90621680	1				1	12:90608863-90610429	island	CpG:
12	90703874	36	36	100	1	ENSBTAG00000015704	0	exon	TMCO3	transmembrane and coiled-coil domains 3 [Source:HGNC Symbol;Acc:HGNC:20329]	12	90698790	90720746	1				1	12:90703843-90704416	island	CpG:
12	90704107	37	32	86.4	1	ENSBTAG00000015704	0	exon	TMCO3	transmembrane and coiled-coil domains 3 [Source:HGNC Symbol;Acc:HGNC:20329]	12	90698790	90720746	1				1	12:90703843-90704416	island	CpG:
12	90782623	11	11	100	1	ENSBTAG00000019963	0	utr3	GRK1	G protein-coupled receptor kinase 1 [Source:HGNC Symbol;Acc:HGNC:10013]	12	90769074	90783057	1				1	12:90782564-90782975	island	CpG:
12	90813746	50	0	0	1	ENSBTAG00000019965	+621		TMEM255B	transmembrane protein 255B [Source:HGNC Symbol;Acc:HGNC:28297]	12	90796151	90813125	1				1	12:90813302-90814286	island	CpG:
12	90862279	14	12	85.7											1	12:90862066-90862287	LINE	1	12:90861568-90861839	shore	CpG:
12	90862279	14	12	85.7											1	12:90862066-90862287	LINE	2	12:90862756-90863069	shore	CpG:
12	90862279	14	12	85.7											1	12:90862066-90862287	LINE	3	12:90860752-90861404	shore	CpG:
12	91132852	26	1	3.8														1	12:91132468-91133768	island	CpG:
13	789548	11	0	0	1	ENSBTAG00000008338	0	promoter	PLCB1	phospholipase C beta 1 [Source:HGNC Symbol;Acc:HGNC:15917]	13	789380	1695139	1	1	13:789485-789603	Low_complexity	1	13:789625-790088	shore	CpG:
13	789548	11	0	0	1	ENSBTAG00000008338	0	promoter	PLCB1	phospholipase C beta 1 [Source:HGNC Symbol;Acc:HGNC:15917]	13	789380	1695139	1	1	13:789485-789603	Low_complexity	2	13:788611-789251	shore	CpG:
13	789548	11	0	0	2	ENSBTAG00000008338	0	intron	PLCB1	phospholipase C beta 1 [Source:HGNC Symbol;Acc:HGNC:15917]	13	789380	1695139	1	1	13:789485-789603	Low_complexity	1	13:789625-790088	shore	CpG:
13	789548	11	0	0	2	ENSBTAG00000008338	0	intron	PLCB1	phospholipase C beta 1 [Source:HGNC Symbol;Acc:HGNC:15917]	13	789380	1695139	1	1	13:789485-789603	Low_complexity	2	13:788611-789251	shore	CpG:
13	3877036	41	0	0	1	ENSBTAG00000012817	+355		JAG1	jagged 1 [Source:HGNC Symbol;Acc:HGNC:6188]	13	3832286	3876681	-1				1	13:3874186-3877561	island	CpG:
13	5581977	13	0	0																	
13	5583431	29	0	0																	
13	7145390	27	26	96.2	1	ENSBTAG00000021614	0	intron	TASP1	taspase 1 [Source:HGNC Symbol;Acc:HGNC:15859]	13	7131227	7383858	-1							
13	11003732	12	1	8.3											1	13:11003586-11004097	LTR				
13	12242142	21	16	76.1	1	ENSBTAG00000019511	0	intron	CDC123	cell division cycle 123 [Source:HGNC Symbol;Acc:HGNC:16827]	13	12199764	12246148	-1							
13	12536400	24	1	4.1	1	ENSBTAG00000039571	0	promoter	PROSER2	proline and serine rich 2 [Source:HGNC Symbol;Acc:HGNC:23728]	13	12494415	12536635	-1				1	13:12535934-12536588	island	CpG:
13	12536400	24	1	4.1	2	ENSBTAG00000039571	0	utr5	PROSER2	proline and serine rich 2 [Source:HGNC Symbol;Acc:HGNC:23728]	13	12494415	12536635	-1				1	13:12535934-12536588	island	CpG:
13	16403844	20	20	100	1	ENSBTAG00000005915	0	utr5	SFMBT2	Scm-like with four mbt domains 2 [Source:HGNC Symbol;Acc:HGNC:20256]	13	16366946	16640879	1							
13	16403844	20	20	100	2	ENSBTAG00000013004	0	exon	ITIH5	inter-alpha-trypsin inhibitor heavy chain family member 5 [Source:HGNC Symbol;Acc:HGNC:21449]	13	16278275	16404464	1							
13	16470366	48	0	0	1	ENSBTAG00000005915	0	utr5	SFMBT2	Scm-like with four mbt domains 2 [Source:HGNC Symbol;Acc:HGNC:20256]	13	16366946	16640879	1				1	13:16469793-16470910	island	CpG:
13	16779406	13	13	100											1	13:16776479-16780192	LINE				
13	17755942	23	19	82.6	1	ENSBTAG00000036222	0	intron		Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G5E621]	13	17742124	17783203	1				1	13:17755175-17755437	shore	CpG:
13	18193832	16	16	100	1	ENSBTAG00000006529	0	intron	PDSS1	prenyl (decaprenyl) diphosphate synthase, subunit 1 [Source:HGNC Symbol;Acc:HGNC:17759]	13	18182707	18224123	-1							
13	18259485	19	2	10.5	1	ENSBTAG00000012526	0	exon	APBB1IP	amyloid beta precursor protein binding family B member 1 interacting protein [Source:HGNC Symbol;Acc:HGNC:17379]	13	18259068	18334728	-1				1	13:18259435-18259929	island	CpG:
13	21707144	34	28	82.3	1	ENSBTAG00000009475	0	intron	PLXDC2	plexin domain containing 2 [Source:HGNC Symbol;Acc:HGNC:21013]	13	21595581	22015323	1	1	13:21707110-21707284	SINE				
13	22969718	32	1	3.1	1	ENSBTAG00000044047	0	promoter	SKIDA1	SKI/DACH domain containing 1 [Source:HGNC Symbol;Acc:HGNC:32697]	13	22967368	22970068	-1				1	13:22969486-22969947	island	CpG:
13	22969718	32	1	3.1	2	ENSBTAG00000044047	0	exon	SKIDA1	SKI/DACH domain containing 1 [Source:HGNC Symbol;Acc:HGNC:32697]	13	22967368	22970068	-1				1	13:22969486-22969947	island	CpG:
13	23723867	14	0	0	1	ENSBTAG00000033291	-4974		SPAG6	sperm associated antigen 6 [Source:HGNC Symbol;Acc:HGNC:11215]	13	23728842	23795501	1				1	13:23723728-23724816	island	CpG:
13	23854007	16	3	18.7														1	13:23854003-23856176	island	CpG:
13	25863631	15	0	0														1	13:25862595-25864829	island	CpG:
13	28132155	27	1	3.7	1	ENSBTAG00000016406	-5887		MCM10	minichromosome maintenance 10 replication initiation factor [Source:HGNC Symbol;Acc:HGNC:18043]	13	28138043	28163336	1				1	13:28132327-28132896	shore	CpG:
13	28314622	26	0	0	1	ENSBTAG00000008821	0	tss	SEPHS1	selenophosphate synthetase 1 [Source:HGNC Symbol;Acc:HGNC:19685]	13	28288106	28314599	-1				1	13:28314198-28315212	island	CpG:
13	28314622	26	0	0	2	ENSBTAG00000008821	0	promoter	SEPHS1	selenophosphate synthetase 1 [Source:HGNC Symbol;Acc:HGNC:19685]	13	28288106	28314599	-1				1	13:28314198-28315212	island	CpG:
13	28511904	43	42	97.6											1	13:28511718-28511997	SINE				
13	28649441	18	18	100	1	ENSBTAG00000008279	0	intron	FRMD4A	FERM domain containing 4A [Source:HGNC Symbol;Acc:HGNC:25491]	13	28631455	28961637	-1				1	13:28648482-28649513	island	CpG:
13	30198756	67	0	0														1	13:30197571-30197962	shore	CpG:
13	31359682	25	21	84	1	ENSBTAG00000027446	0	intron	RSU1	Ras suppressor protein 1 [Source:HGNC Symbol;Acc:HGNC:10464]	13	31347074	31554426	-1	1	13:31359668-31359788	LINE				
13	32186246	47	1	2.1	1	ENSBTAG00000011366	0	promoter	ST8SIA6	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 6 [Source:HGNC Symbol;Acc:HGNC:23317]	13	32025900	32187237	-1				1	13:32186144-32187510	island	CpG:
13	32186246	47	1	2.1	2	ENSBTAG00000011366	0	exon	ST8SIA6	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 6 [Source:HGNC Symbol;Acc:HGNC:23317]	13	32025900	32187237	-1				1	13:32186144-32187510	island	CpG:
13	32187076	25	0	0	1	ENSBTAG00000011366	0	promoter	ST8SIA6	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 6 [Source:HGNC Symbol;Acc:HGNC:23317]	13	32025900	32187237	-1				1	13:32186144-32187510	island	CpG:
13	32187076	25	0	0	2	ENSBTAG00000011366	0	utr5	ST8SIA6	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 6 [Source:HGNC Symbol;Acc:HGNC:23317]	13	32025900	32187237	-1				1	13:32186144-32187510	island	CpG:
13	34525145	44	1	2.2	1	ENSBTAG00000016294	0	promoter	ZNF438	zinc finger protein 438 [Source:HGNC Symbol;Acc:HGNC:21029]	13	34524932	34807031	1				1	13:34524307-34525209	island	CpG:
13	34525145	44	1	2.2	2	ENSBTAG00000016294	0	utr5	ZNF438	zinc finger protein 438 [Source:HGNC Symbol;Acc:HGNC:21029]	13	34524932	34807031	1				1	13:34524307-34525209	island	CpG:
13	35623598	11	9	81.8	1	ENSBTAG00000011600	0	exon	MAP3K8	mitogen-activated protein kinase kinase kinase 8 [Source:HGNC Symbol;Acc:HGNC:6860]	13	35600313	35626614	1							
13	37129309	22	0	0	1	ENSBTAG00000007678	0	promoter	MKX	mohawk homeobox [Source:HGNC Symbol;Acc:HGNC:23729]	13	37127926	37198158	1	1	13:37129297-37129356	Low_complexity	1	13:37127320-37132765	island	CpG:
13	37129309	22	0	0	2	ENSBTAG00000007678	0	utr5	MKX	mohawk homeobox [Source:HGNC Symbol;Acc:HGNC:23729]	13	37127926	37198158	1	1	13:37129297-37129356	Low_complexity	1	13:37127320-37132765	island	CpG:
13	37133021	16	12	75	1	ENSBTAG00000007678	0	intron	MKX	mohawk homeobox [Source:HGNC Symbol;Acc:HGNC:23729]	13	37127926	37198158	1	1	13:37132944-37133121	DNA	1	13:37127320-37132765	shore	CpG:
13	38100397	17	12	70.5	1	ENSBTAG00000006043	0	intron	SLC6A9	sodium- and chloride-dependent glycine transporter 1-like  [Source:RefSeq peptide;Acc:NP_001095502]	13	38064363	38160996	-1				1	13:38096196-38097421	shelves	CpG:
13	38283640	33	31	93.9	1	ENSBTAG00000015434	0	intron	DSTN	destrin, actin depolymerizing factor [Source:HGNC Symbol;Acc:HGNC:15750]	13	38259752	38284536	1							
13	38544438	13	0	0	1	ENSBTAG00000003422	+490			Sorting nexin-5  [Source:UniProtKB/Swiss-Prot;Acc:Q3ZBM5]	13	38519143	38543948	-1				1	13:38543438-38544705	island	CpG:
13	39727811	12	10	83.3																	
13	40231408	33	0	0	1	ENSBTAG00000045526	0	promoter	INSM1	INSM transcriptional repressor 1 [Source:HGNC Symbol;Acc:HGNC:6090]	13	40230297	40231781	1				1	13:40228995-40231940	island	CpG:
13	40231408	33	0	0	2	ENSBTAG00000045526	0	exon	INSM1	INSM transcriptional repressor 1 [Source:HGNC Symbol;Acc:HGNC:6090]	13	40230297	40231781	1				1	13:40228995-40231940	island	CpG:
13	40677457	15	6	40											1	13:40676914-40677619	LINE				
13	40813381	36	5	13.8														1	13:40812305-40819199	island	CpG:
13	41175028	38	9	23.6																	
13	41256876	10	0	0	1	ENSBTAG00000006742	0	intron	PAX1	paired box 1 [Source:HGNC Symbol;Acc:HGNC:8615]	13	41248125	41257312	1				1	13:41255647-41257580	island	CpG:
13	41919131	21	0	0	1	ENSBTAG00000012407	+7221		FOXA2	forkhead box A2 [Source:HGNC Symbol;Acc:HGNC:5022]	13	41910591	41911910	-1				1	13:41914991-41915496	shelves	CpG:
13	42405810	13	2	15.3	1	ENSBTAG00000008908	-1490		GZF1	GDNF inducible zinc finger protein 1 [Source:HGNC Symbol;Acc:HGNC:15808]	13	42407301	42413062	1				1	13:42405257-42406662	island	CpG:
13	42452960	15	0	0	1	ENSBTAG00000032704	0	promoter	NAPB	NSF attachment protein beta [Source:HGNC Symbol;Acc:HGNC:15751]	13	42416038	42453614	-1				1	13:42452584-42452961	island	CpG:
13	42452960	15	0	0	2	ENSBTAG00000032704	0	intron	NAPB	NSF attachment protein beta [Source:HGNC Symbol;Acc:HGNC:15751]	13	42416038	42453614	-1				1	13:42452584-42452961	island	CpG:
13	42688767	22	12	54.5																	
13	42793035	40	7	17.5	1	ENSBTAG00000040147	0	promoter	SYNDIG1	synapse differentiation inducing 1 [Source:HGNC Symbol;Acc:HGNC:15885]	13	42791822	42894170	1				1	13:42791549-42792782	shore	CpG:
13	42793035	40	7	17.5	2	ENSBTAG00000040147	0	utr5	SYNDIG1	synapse differentiation inducing 1 [Source:HGNC Symbol;Acc:HGNC:15885]	13	42791822	42894170	1				1	13:42791549-42792782	shore	CpG:
13	43008342	36	32	88.8	1	ENSBTAG00000004278	0	intron	APMAP	adipocyte plasma membrane associated protein [Source:HGNC Symbol;Acc:HGNC:13238]	13	42963404	43023221	-1							
13	43008342	36	32	88.8	2	ENSBTAG00000009881	0	intron	ENTPD6	ectonucleoside triphosphate diphosphohydrolase 6 (putative) [Source:HGNC Symbol;Acc:HGNC:3368]	13	43004253	43076853	-1							
13	43522103	12	4	33.3	1	ENSBTAG00000007648	-4338		NET1	neuroepithelial cell transforming 1 [Source:HGNC Symbol;Acc:HGNC:14592]	13	43526442	43538233	-1	1	13:43522070-43522118	LINE				
13	45380998	20	20	100														1	13:45380391-45380684	shore	CpG:
13	45493332	30	30	100	1	ENSBTAG00000002685	0	exon	PITRM1	pitrilysin metallopeptidase 1 [Source:HGNC Symbol;Acc:HGNC:17663]	13	45473919	45499897	1				1	13:45494359-45494563	shore	CpG:
13	46848790	30	30	100														1	13:46847822-46849216	island	CpG:
13	48993238	18	4	22.2											1	13:48992889-48993462	Satellite				
13	49008224	141	86	60.9											1	13:49007766-49008439	Satellite				
13	51764880	20	0	0	1	ENSBTAG00000007920	0	promoter	PANK2	pantothenate kinase 2 [Source:HGNC Symbol;Acc:HGNC:15894]	13	51736324	51765187	-1				1	13:51764636-51765708	island	CpG:
13	51764880	20	0	0	2	ENSBTAG00000007920	0	exon	PANK2	pantothenate kinase 2 [Source:HGNC Symbol;Acc:HGNC:15894]	13	51736324	51765187	-1				1	13:51764636-51765708	island	CpG:
13	52592737	15	0	0	1	ENSBTAG00000000825	0	promoter	MRPS26	mitochondrial ribosomal protein S26 [Source:HGNC Symbol;Acc:HGNC:14045]	13	52590818	52593105	-1				1	13:52592200-52593267	island	CpG:
13	52592737	15	0	0	2	ENSBTAG00000000825	0	exon	MRPS26	mitochondrial ribosomal protein S26 [Source:HGNC Symbol;Acc:HGNC:14045]	13	52590818	52593105	-1				1	13:52592200-52593267	island	CpG:
13	53756893	28	23	82.1																	
13	54143073	15	7	46.6	1	ENSBTAG00000031715	+532		PCMTD2	protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 2 [Source:HGNC Symbol;Acc:HGNC:15882]	13	54123575	54142541	-1				1	13:54142041-54142728	shore	CpG:
13	54178662	16	1	6.2	1	ENSBTAG00000006352	0	intron	MYT1	myelin transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:7622]	13	54157825	54217202	-1				1	13:54182554-54182803	shelves	CpG:
13	54190356	39	24	61.5	1	ENSBTAG00000006352	0	intron	MYT1	myelin transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:7622]	13	54157825	54217202	-1							
13	54265781	26	20	76.9	1	ENSBTAG00000021423	0	promoter	LKAAEAR1	LKAAEAR motif containing 1 [Source:HGNC Symbol;Acc:HGNC:33718]	13	54264623	54266440	1				1	13:54265590-54266404	island	CpG:
13	54265781	26	20	76.9	2	ENSBTAG00000021423	0	exon	LKAAEAR1	LKAAEAR motif containing 1 [Source:HGNC Symbol;Acc:HGNC:33718]	13	54264623	54266440	1				1	13:54265590-54266404	island	CpG:
13	54407904	25	0	0	1	ENSBTAG00000015796	0	promoter	DNAJC5	DnaJ heat shock protein family (Hsp40) member C5 [Source:HGNC Symbol;Acc:HGNC:16235]	13	54382947	54408528	-1				1	13:54407839-54408862	island	CpG:
13	54407904	25	0	0	2	ENSBTAG00000015796	0	utr5	DNAJC5	DnaJ heat shock protein family (Hsp40) member C5 [Source:HGNC Symbol;Acc:HGNC:16235]	13	54382947	54408528	-1				1	13:54407839-54408862	island	CpG:
13	54419893	29	28	96.5	1	ENSBTAG00000021232	0	intron	TPD52L2	tumor protein D52 like 2 [Source:HGNC Symbol;Acc:HGNC:12007]	13	54411455	54427367	-1							
13	54451994	24	1	4.1														1	13:54450272-54452312	island	CpG:
13	54550859	34	0	0	1	ENSBTAG00000038974	0	promoter	STMN3	stathmin 3 [Source:HGNC Symbol;Acc:HGNC:15926]	13	54550376	54560121	1				1	13:54550315-54551393	island	CpG:
13	54550859	34	0	0	2	ENSBTAG00000038974	0	intron	STMN3	stathmin 3 [Source:HGNC Symbol;Acc:HGNC:15926]	13	54550376	54560121	1				1	13:54550315-54551393	island	CpG:
13	54591038	36	0	0	1	ENSBTAG00000001985	-260		SRMS	src-related kinase lacking C-terminal regulatory tyrosine and N-terminal myristylation sites [Source:HGNC Symbol;Acc:HGNC:11298]	13	54591299	54597058	1				1	13:54590892-54591586	island	CpG:
13	54744047	38	31	81.5	1	ENSBTAG00000004582	0	exon	COL20A1	collagen type XX alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:14670]	13	54734522	54756417	-1				1	13:54745523-54745724	shore	CpG:
13	54754027	26	6	23	1	ENSBTAG00000004582	0	intron	COL20A1	collagen type XX alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:14670]	13	54734522	54756417	-1							
13	54799293	14	0	0	1	ENSBTAG00000004911	+4906		BIRC7	baculoviral IAP repeat containing 7 [Source:HGNC Symbol;Acc:HGNC:13702]	13	54791001	54794387	-1				1	13:54799249-54799703	island	CpG:
13	54965482	27	24	88.8	1	ENSBTAG00000006002	0	promoter	DIDO1	death inducer-obliterator 1 [Source:HGNC Symbol;Acc:HGNC:2680]	13	54964694	54993056	1				1	13:54964801-54965492	island	CpG:
13	54965482	27	24	88.8	2	ENSBTAG00000006002	0	exon	DIDO1	death inducer-obliterator 1 [Source:HGNC Symbol;Acc:HGNC:2680]	13	54964694	54993056	1				1	13:54964801-54965492	island	CpG:
13	54992943	35	33	94.2	1	ENSBTAG00000006002	0	exon	DIDO1	death inducer-obliterator 1 [Source:HGNC Symbol;Acc:HGNC:2680]	13	54964694	54993056	1				1	13:54990622-54991259	shore	CpG:
13	55234216	19	12	63.1	1	ENSBTAG00000029790	-3327		bta-mir-1-1	bta-mir-1-1 [Source:miRBase;Acc:MI0009719]	13	55237544	55237619	-1							
13	55291481	20	1	5	1	ENSBTAG00000047944	0	tss	GATA5	GATA binding protein 5 [Source:HGNC Symbol;Acc:HGNC:15802]	13	55291395	55301357	1				1	13:55291111-55293858	island	CpG:
13	55291481	20	1	5	2	ENSBTAG00000047944	0	promoter	GATA5	GATA binding protein 5 [Source:HGNC Symbol;Acc:HGNC:15802]	13	55291395	55301357	1				1	13:55291111-55293858	island	CpG:
13	55291481	20	1	5	3	ENSBTAG00000047944	0	utr5	GATA5	GATA binding protein 5 [Source:HGNC Symbol;Acc:HGNC:15802]	13	55291395	55301357	1				1	13:55291111-55293858	island	CpG:
13	55291827	25	1	4	1	ENSBTAG00000047944	0	promoter	GATA5	GATA binding protein 5 [Source:HGNC Symbol;Acc:HGNC:15802]	13	55291395	55301357	1				1	13:55291111-55293858	island	CpG:
13	55291827	25	1	4	2	ENSBTAG00000047944	0	utr5	GATA5	GATA binding protein 5 [Source:HGNC Symbol;Acc:HGNC:15802]	13	55291395	55301357	1				1	13:55291111-55293858	island	CpG:
13	55341171	13	6	46.1	1	ENSBTAG00000003163	0	exon	RBBP8NL	RBBP8 N-terminal like [Source:HGNC Symbol;Acc:HGNC:16144]	13	55329942	55342707	1							
13	55360222	13	0	0	1	ENSBTAG00000020795	+243				13	55358720	55359979	-1				1	13:55359221-55360408	island	CpG:
13	55419197	50	46	92	1	ENSBTAG00000003061	0	exon	LAMA5	laminin subunit alpha 5 [Source:HGNC Symbol;Acc:HGNC:6485]	13	55379959	55433278	1				1	13:55415165-55415389	shelves	CpG:
13	55428455	24	23	95.8	1	ENSBTAG00000003061	0	intron	LAMA5	laminin subunit alpha 5 [Source:HGNC Symbol;Acc:HGNC:6485]	13	55379959	55433278	1				1	13:55429491-55430069	shore	CpG:
13	55501940	43	0	0	1	ENSBTAG00000005127	0	promoter	PSMA7	proteasome subunit alpha 7 [Source:HGNC Symbol;Acc:HGNC:9536]	13	55501437	55506984	1				1	13:55499262-55502198	island	CpG:
13	55501940	43	0	0	2	ENSBTAG00000005127	0	intron	PSMA7	proteasome subunit alpha 7 [Source:HGNC Symbol;Acc:HGNC:9536]	13	55501437	55506984	1				1	13:55499262-55502198	island	CpG:
13	55671085	15	15	100	1	ENSBTAG00000015058	-1149		CDH4	cadherin 4 [Source:HGNC Symbol;Acc:HGNC:1763]	13	55672235	55803649	-1				1	13:55673788-55674356	shelves	CpG:
13	55963679	41	13	31.7																	
13	57492890	28	19	67.8																	
13	58037129	26	11	42.3	1	ENSBTAG00000047223	0	utr3		Neuroendocrine secretory protein 55 LSAL tetrapeptide GAIPIRRH peptide [Source:UniProtKB/Swiss-Prot;Acc:O18979]	13	58019524	58049012	-1				1	13:58036130-58038658	island	CpG:
13	58037129	26	11	42.3	2	ENSBTAG00000017475	0	intron			13	58010287	58049012	-1				1	13:58036130-58038658	island	CpG:
13	58047166	37	19	51.3	1	ENSBTAG00000017475	0	promoter			13	58010287	58049012	-1				1	13:58046413-58049281	island	CpG:
13	58047166	37	19	51.3	2	ENSBTAG00000047223	0	promoter		Neuroendocrine secretory protein 55 LSAL tetrapeptide GAIPIRRH peptide [Source:UniProtKB/Swiss-Prot;Acc:O18979]	13	58019524	58049012	-1				1	13:58046413-58049281	island	CpG:
13	58047166	37	19	51.3	3	ENSBTAG00000047223	0	utr3		Neuroendocrine secretory protein 55 LSAL tetrapeptide GAIPIRRH peptide [Source:UniProtKB/Swiss-Prot;Acc:O18979]	13	58019524	58049012	-1				1	13:58046413-58049281	island	CpG:
13	58261552	31	0	0	1	ENSBTAG00000003872	+826				13	58237976	58260726	-1				1	13:58261442-58263472	island	CpG:
13	59036884	15	14	93.3	1	ENSBTAG00000031524	0	intron	PMEPA1	prostate transmembrane protein, androgen induced 1 [Source:HGNC Symbol;Acc:HGNC:14107]	13	59023080	59076365	1							
13	59261717	13	0	0																	
13	59426437	43	1	2.3	1	ENSBTAG00000015362	0	promoter	BMP7	bone morphogenetic protein 7 [Source:HGNC Symbol;Acc:HGNC:1074]	13	59425468	59510393	1				1	13:59424933-59427024	island	CpG:
13	59426437	43	1	2.3	2	ENSBTAG00000015362	0	intron	BMP7	bone morphogenetic protein 7 [Source:HGNC Symbol;Acc:HGNC:1074]	13	59425468	59510393	1				1	13:59424933-59427024	island	CpG:
13	59628662	11	11	100																	
13	59861838	30	30	100																	
13	60812459	37	0	0	1	ENSBTAG00000008638	+138		FAM110A	family with sequence similarity 110 member A [Source:HGNC Symbol;Acc:HGNC:16188]	13	60798592	60812321	-1				1	13:60812070-60812541	island	CpG:
13	60918205	13	0	0											1	13:60918202-60918236	Simple_repeat	1	13:60917940-60918705	island	CpG:
13	60918205	13	0	0											2	13:60918143-60918233	Simple_repeat	1	13:60917940-60918705	island	CpG:
13	61584427	22	16	72.7	1	ENSBTAG00000020555	0	tss	DEFB123	beta-defensin 123 precursor  [Source:RefSeq peptide;Acc:NP_001095813]	13	61584391	61595672	1				1	13:61584170-61584384	shore	CpG:
13	61584427	22	16	72.7	2	ENSBTAG00000020555	0	promoter	DEFB123	beta-defensin 123 precursor  [Source:RefSeq peptide;Acc:NP_001095813]	13	61584391	61595672	1				1	13:61584170-61584384	shore	CpG:
13	61584427	22	16	72.7	3	ENSBTAG00000020555	0	utr5	DEFB123	beta-defensin 123 precursor  [Source:RefSeq peptide;Acc:NP_001095813]	13	61584391	61595672	1				1	13:61584170-61584384	shore	CpG:
13	61699373	13	0	0											1	13:61699332-61699391	Simple_repeat	1	13:61699186-61699666	island	CpG:
13	61938010	12	1	8.3	1	ENSBTAG00000031214	0	promoter		Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:E1BKD9]	13	61928617	61938236	-1				1	13:61937776-61938244	island	CpG:
13	61938010	12	1	8.3	2	ENSBTAG00000031214	0	exon		Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:E1BKD9]	13	61928617	61938236	-1				1	13:61937776-61938244	island	CpG:
13	62408530	23	22	95.6	1	ENSBTAG00000031402	0	exon	ASXL1	additional sex combs like 1, transcriptional regulator [Source:HGNC Symbol;Acc:HGNC:18318]	13	62354936	62412018	1							
13	62411357	15	12	80	1	ENSBTAG00000031402	0	exon	ASXL1	additional sex combs like 1, transcriptional regulator [Source:HGNC Symbol;Acc:HGNC:18318]	13	62354936	62412018	1							
13	62424863	49	49	100	1	ENSBTAG00000008348	0	intron			13	62421312	62499691	-1				1	13:62427168-62427452	shelves	CpG:
13	62453564	17	0	0	1	ENSBTAG00000008348	0	intron			13	62421312	62499691	-1				1	13:62453395-62453671	island	CpG:
13	62526926	14	2	14.2																	
13	62606614	13	9	69.2																	
13	62654719	20	18	90	1	ENSBTAG00000016427	0	intron	COMMD7	COMM domain containing 7 [Source:HGNC Symbol;Acc:HGNC:16223]	13	62647738	62675887	-1	1	13:62653992-62654791	LINE				
13	63403817	40	0	0	1	ENSBTAG00000018535	0	tss	CDK5RAP1	CDK5 regulatory subunit associated protein 1 [Source:HGNC Symbol;Acc:HGNC:15880]	13	63368942	63403771	-1				1	13:63403612-63403864	island	CpG:
13	63403817	40	0	0	2	ENSBTAG00000018535	0	promoter	CDK5RAP1	CDK5 regulatory subunit associated protein 1 [Source:HGNC Symbol;Acc:HGNC:15880]	13	63368942	63403771	-1				1	13:63403612-63403864	island	CpG:
13	63789161	16	13	81.2	1	ENSBTAG00000039313	0	exon	ZNF341	zinc finger protein 341 [Source:HGNC Symbol;Acc:HGNC:15992]	13	63750159	63790156	1							
13	63953954	34	0	0	1	ENSBTAG00000016524	0	promoter	RALY	RALY heterogeneous nuclear ribonucleoprotein [Source:HGNC Symbol;Acc:HGNC:15921]	13	63953596	64043571	1				1	13:63952559-63954290	island	CpG:
13	63953954	34	0	0	2	ENSBTAG00000016524	0	utr5	RALY	RALY heterogeneous nuclear ribonucleoprotein [Source:HGNC Symbol;Acc:HGNC:15921]	13	63953596	64043571	1				1	13:63952559-63954290	island	CpG:
13	64069275	18	0	0	1	ENSBTAG00000005969	0	tss	EIF2S2	eukaryotic translation initiation factor 2 subunit beta [Source:HGNC Symbol;Acc:HGNC:3266]	13	64050711	64069300	-1				1	13:64068740-64069550	island	CpG:
