chrBase	chr	base	strand	coverage	freqC	freqT
7.1845100	7	1845100	F	9	66.67	33.33
7.1842969	7	1842969	R	20	90.00	10.00
7.1857448	7	1857448	R	5	80.00	20.00
7.1874799	7	1874799	R	12	91.67	8.33
7.1875752	7	1875752	F	5	0.00	100.00
7.1866104	7	1866104	R	10	100.00	0.00
7.1851465	7	1851465	F	6	50.00	50.00
7.1878743	7	1878743	R	10	40.00	60.00
7.1846509	7	1846509	R	9	88.89	11.11
7.1861109	7	1861109	R	7	28.57	71.43
7.1865698	7	1865698	R	6	83.33	16.67
7.1847476	7	1847476	R	5	100.00	0.00
7.1846970	7	1846970	R	9	55.56	44.44
7.1845369	7	1845369	F	5	100.00	0.00
7.1855310	7	1855310	R	20	95.00	5.00
7.1864467	7	1864467	F	10	70.00	30.00
7.1850784	7	1850784	R	16	93.75	6.25
7.1855800	7	1855800	R	8	50.00	50.00
7.1879741	7	1879741	R	11	90.91	9.09
7.1865409	7	1865409	F	5	80.00	20.00
7.1851098	7	1851098	R	10	90.00	10.00
7.1852053	7	1852053	F	5	0.00	100.00
7.1858780	7	1858780	R	5	80.00	20.00
7.1876393	7	1876393	R	11	100.00	0.00
7.1861406	7	1861406	R	13	61.54	38.46
7.1843200	7	1843200	R	14	50.00	50.00
7.1862484	7	1862484	F	5	100.00	0.00
7.1847832	7	1847832	F	15	86.67	13.33
7.1858810	7	1858810	R	5	100.00	0.00
7.1857067	7	1857067	R	10	100.00	0.00
7.1866235	7	1866235	R	7	100.00	0.00
7.1874036	7	1874036	R	5	80.00	20.00
7.1877074	7	1877074	R	6	83.33	16.67
7.1863305	7	1863305	R	5	100.00	0.00
7.1861294	7	1861294	R	10	60.00	40.00
7.1845277	7	1845277	F	6	83.33	16.67
7.1847039	7	1847039	R	8	50.00	50.00
7.1857877	7	1857877	R	6	16.67	83.33
7.1874810	7	1874810	R	13	84.62	15.38
7.1860412	7	1860412	R	23	91.30	8.70
7.1865949	7	1865949	F	7	71.43	28.57
7.1842734	7	1842734	R	19	78.95	21.05
7.1849842	7	1849842	F	14	0.00	100.00
7.1858908	7	1858908	R	6	100.00	0.00
7.1854915	7	1854915	R	20	95.00	5.00
7.1872419	7	1872419	F	5	40.00	60.00
7.1852268	7	1852268	F	7	100.00	0.00
7.1867780	7	1867780	R	7	85.71	14.29
7.1854966	7	1854966	R	14	85.71	14.29
7.1859650	7	1859650	R	8	87.50	12.50
7.1862752	7	1862752	R	6	66.67	33.33
7.1867270	7	1867270	F	10	90.00	10.00
7.1871750	7	1871750	F	5	20.00	80.00
7.1865350	7	1865350	F	5	80.00	20.00
7.1857619	7	1857619	F	5	100.00	0.00
7.1852054	7	1852054	R	6	0.00	100.00
7.1848488	7	1848488	R	17	0.00	100.00
7.1866648	7	1866648	F	5	80.00	20.00
7.1846505	7	1846505	R	9	88.89	11.11
7.1860619	7	1860619	R	15	0.00	100.00
7.1866705	7	1866705	R	5	60.00	40.00
7.1876673	7	1876673	R	7	71.43	28.57
7.1865950	7	1865950	R	8	75.00	25.00
7.1854730	7	1854730	R	17	94.12	5.88
7.1846805	7	1846805	R	6	83.33	16.67
7.1851333	7	1851333	F	5	100.00	0.00
7.1859212	7	1859212	R	8	75.00	25.00
7.1852641	7	1852641	R	17	94.12	5.88
7.1843024	7	1843024	R	15	86.67	13.33
7.1849697	7	1849697	F	8	62.50	37.50
7.1858628	7	1858628	R	6	66.67	33.33
7.1876124	7	1876124	R	14	85.71	14.29
7.1866578	7	1866578	R	6	0.00	100.00
7.1861389	7	1861389	R	11	18.18	81.82
7.1859156	7	1859156	R	7	85.71	14.29
7.1856268	7	1856268	R	5	0.00	100.00
7.1851613	7	1851613	R	8	87.50	12.50
7.1852622	7	1852622	R	11	90.91	9.09
7.1852632	7	1852632	R	15	93.33	6.67
7.1853127	7	1853127	R	13	76.92	23.08
7.1857595	7	1857595	F	5	80.00	20.00
7.1867239	7	1867239	F	10	80.00	20.00
7.1861737	7	1861737	R	15	80.00	20.00
7.1846180	7	1846180	R	6	100.00	0.00
7.1879415	7	1879415	R	6	16.67	83.33
7.1844986	7	1844986	F	6	83.33	16.67
7.1869577	7	1869577	R	7	85.71	14.29
7.1879749	7	1879749	F	7	71.43	28.57
7.1865351	7	1865351	R	5	80.00	20.00
7.1856370	7	1856370	F	5	40.00	60.00
7.1842167	7	1842167	F	6	83.33	16.67
7.1879706	7	1879706	F	10	60.00	40.00
7.1847626	7	1847626	F	5	100.00	0.00
7.1844193	7	1844193	R	7	85.71	14.29
7.1844987	7	1844987	R	10	80.00	20.00
7.1872514	7	1872514	R	6	100.00	0.00
7.1851901	7	1851901	F	6	50.00	50.00
7.1869004	7	1869004	R	5	80.00	20.00
7.1866704	7	1866704	F	8	75.00	25.00
7.1879677	7	1879677	R	12	58.33	41.67
7.1874653	7	1874653	R	5	80.00	20.00
7.1849600	7	1849600	F	11	0.00	100.00
7.1867076	7	1867076	F	7	85.71	14.29
7.1871274	7	1871274	F	6	66.67	33.33
7.1866098	7	1866098	R	11	100.00	0.00
7.1849811	7	1849811	F	19	78.95	21.05
7.1855450	7	1855450	R	10	50.00	50.00
7.1878321	7	1878321	R	5	60.00	40.00
7.1851629	7	1851629	R	12	91.67	8.33
7.1857422	7	1857422	R	6	100.00	0.00
7.1852502	7	1852502	R	10	90.00	10.00
7.1866928	7	1866928	R	5	60.00	40.00
7.1876002	7	1876002	R	5	60.00	40.00
7.1856532	7	1856532	R	6	66.67	33.33
7.1860905	7	1860905	R	6	83.33	16.67
7.1865061	7	1865061	R	11	81.82	18.18
7.1859100	7	1859100	R	10	70.00	30.00
7.1856288	7	1856288	R	7	57.14	42.86
7.1846525	7	1846525	R	9	88.89	11.11
7.1861067	7	1861067	R	5	40.00	60.00
7.1856563	7	1856563	F	6	83.33	16.67
7.1851097	7	1851097	F	5	60.00	40.00
7.1845706	7	1845706	R	6	66.67	33.33
7.1849704	7	1849704	F	8	87.50	12.50
7.1870746	7	1870746	F	8	50.00	50.00
7.1854556	7	1854556	R	15	100.00	0.00
7.1843581	7	1843581	R	5	80.00	20.00
7.1861346	7	1861346	R	13	61.54	38.46
7.1845227	7	1845227	R	5	60.00	40.00
7.1878730	7	1878730	R	10	0.00	100.00
7.1859915	7	1859915	R	6	0.00	100.00
7.1875452	7	1875452	F	6	33.33	66.67
7.1848514	7	1848514	R	24	91.67	8.33
7.1843255	7	1843255	R	8	75.00	25.00
7.1860471	7	1860471	R	25	92.00	8.00
7.1865028	7	1865028	R	13	53.85	46.15
7.1876631	7	1876631	R	5	80.00	20.00
7.1854300	7	1854300	R	21	38.10	61.90
7.1844614	7	1844614	R	35	77.14	22.86
7.1862485	7	1862485	R	6	33.33	66.67
7.1879654	7	1879654	R	11	63.64	36.36
7.1862751	7	1862751	F	6	83.33	16.67
7.1866927	7	1866927	F	8	100.00	0.00
7.1866948	7	1866948	F	6	100.00	0.00
7.1867101	7	1867101	F	6	50.00	50.00
7.1859470	7	1859470	R	5	60.00	40.00
7.1843045	7	1843045	R	14	100.00	0.00
7.1853732	7	1853732	R	11	36.36	63.64
7.1846232	7	1846232	R	8	0.00	100.00
7.1864510	7	1864510	F	9	77.78	22.22
7.1857904	7	1857904	R	6	100.00	0.00
7.1859310	7	1859310	R	7	71.43	28.57
7.1872513	7	1872513	F	5	100.00	0.00
7.1845962	7	1845962	R	9	88.89	11.11
7.1855967	7	1855967	F	12	83.33	16.67
7.1859697	7	1859697	R	8	87.50	12.50
7.1879726	7	1879726	F	10	90.00	10.00
7.1869274	7	1869274	R	8	37.50	62.50
7.1874891	7	1874891	R	11	18.18	81.82
7.1846117	7	1846117	R	17	82.35	17.65
7.1857134	7	1857134	R	14	0.00	100.00
7.1845101	7	1845101	R	6	83.33	16.67
7.1857523	7	1857523	R	5	0.00	100.00
7.1859912	7	1859912	R	8	100.00	0.00
7.1851237	7	1851237	R	9	77.78	22.22
7.1845226	7	1845226	F	9	88.89	11.11
7.1864521	7	1864521	R	6	83.33	16.67
7.1842142	7	1842142	F	5	100.00	0.00
7.1843549	7	1843549	F	9	55.56	44.44
7.1860007	7	1860007	R	9	0.00	100.00
7.1867069	7	1867069	F	8	87.50	12.50
7.1861564	7	1861564	R	18	94.44	5.56
7.1865341	7	1865341	F	5	80.00	20.00
7.1871355	7	1871355	R	5	100.00	0.00
7.1868264	7	1868264	R	7	100.00	0.00
7.1867585	7	1867585	R	7	85.71	14.29
7.1874495	7	1874495	R	5	100.00	0.00
7.1862863	7	1862863	R	10	80.00	20.00
7.1864511	7	1864511	R	5	80.00	20.00
7.1851870	7	1851870	F	5	60.00	40.00
7.1875266	7	1875266	F	8	50.00	50.00
7.1866847	7	1866847	F	9	88.89	11.11
7.1860734	7	1860734	R	11	18.18	81.82
7.1856054	7	1856054	F	6	83.33	16.67
7.1873855	7	1873855	R	8	62.50	37.50
7.1879727	7	1879727	R	14	92.86	7.14
7.1877037	7	1877037	R	5	60.00	40.00
7.1875209	7	1875209	F	13	61.54	38.46
7.1867265	7	1867265	F	9	44.44	55.56
7.1879725	7	1879725	R	14	78.57	21.43
7.1867576	7	1867576	R	7	71.43	28.57
7.1849475	7	1849475	R	6	83.33	16.67
7.1844499	7	1844499	R	17	70.59	29.41
7.1874494	7	1874494	F	5	20.00	80.00
7.1853232	7	1853232	R	14	78.57	21.43
7.1854614	7	1854614	R	17	88.24	11.76
7.1856873	7	1856873	R	6	50.00	50.00
7.1860622	7	1860622	R	14	71.43	28.57
7.1876350	7	1876350	R	17	76.47	23.53
7.1856287	7	1856287	F	7	42.86	57.14
7.1858090	7	1858090	R	5	40.00	60.00
7.1847030	7	1847030	R	8	100.00	0.00
7.1844655	7	1844655	R	34	73.53	26.47
7.1844171	7	1844171	R	6	83.33	16.67
7.1862398	7	1862398	R	5	60.00	40.00
7.1865529	7	1865529	R	9	66.67	33.33
7.1847627	7	1847627	R	8	62.50	37.50
7.1857346	7	1857346	R	7	57.14	42.86
7.1851963	7	1851963	R	8	62.50	37.50
7.1876805	7	1876805	R	10	100.00	0.00
7.1871327	7	1871327	F	8	87.50	12.50
7.1854682	7	1854682	R	21	85.71	14.29
7.1856973	7	1856973	R	6	66.67	33.33
7.1851628	7	1851628	F	12	83.33	16.67
7.1873679	7	1873679	R	6	66.67	33.33
7.1849558	7	1849558	F	14	85.71	14.29
7.1875510	7	1875510	F	11	72.73	27.27
7.1858783	7	1858783	R	5	100.00	0.00
7.1866421	7	1866421	F	5	80.00	20.00
7.1859461	7	1859461	R	5	100.00	0.00
7.1862883	7	1862883	F	5	100.00	0.00
7.1865326	7	1865326	F	5	100.00	0.00
7.1845589	7	1845589	R	7	85.71	14.29
7.1856712	7	1856712	F	8	0.00	100.00
7.1846398	7	1846398	R	15	86.67	13.33
7.1867779	7	1867779	F	6	50.00	50.00
7.1851962	7	1851962	F	7	57.14	42.86
7.1856371	7	1856371	R	9	88.89	11.11
7.1842168	7	1842168	R	5	20.00	80.00
7.1852424	7	1852424	R	7	85.71	14.29
7.1854216	7	1854216	R	21	95.24	4.76
7.1871354	7	1871354	F	7	85.71	14.29
7.1844452	7	1844452	R	26	92.31	7.69
7.1875706	7	1875706	F	5	100.00	0.00
7.1867316	7	1867316	F	5	40.00	60.00
7.1855416	7	1855416	R	8	75.00	25.00
7.1856267	7	1856267	F	10	0.00	100.00
7.1848210	7	1848210	R	10	80.00	20.00
7.1846206	7	1846206	R	7	71.43	28.57
7.1848801	7	1848801	R	9	100.00	0.00
7.1851573	7	1851573	R	8	62.50	37.50
7.1861198	7	1861198	R	5	40.00	60.00
7.1871528	7	1871528	F	11	54.55	45.45
7.1851731	7	1851731	R	8	100.00	0.00
7.1853865	7	1853865	R	12	83.33	16.67
7.1846669	7	1846669	R	9	88.89	11.11
7.1873143	7	1873143	R	5	0.00	100.00
7.1846522	7	1846522	R	9	88.89	11.11
7.1851334	7	1851334	R	10	100.00	0.00
7.1856702	7	1856702	F	9	22.22	77.78
7.1842668	7	1842668	R	20	0.00	100.00
7.1857562	7	1857562	R	6	0.00	100.00
7.1877903	7	1877903	F	5	40.00	60.00
7.1855415	7	1855415	F	8	87.50	12.50
7.1867094	7	1867094	F	6	50.00	50.00
7.1846388	7	1846388	R	12	91.67	8.33
7.1862862	7	1862862	F	5	80.00	20.00
7.1857277	7	1857277	R	10	0.00	100.00
7.1866906	7	1866906	F	8	87.50	12.50
7.1862884	7	1862884	R	9	100.00	0.00
7.1846734	7	1846734	R	8	0.00	100.00
7.1842197	7	1842197	F	7	42.86	57.14
7.1868991	7	1868991	R	6	83.33	16.67
7.1869402	7	1869402	R	7	85.71	14.29
7.1861458	7	1861458	R	10	30.00	70.00
7.1849186	7	1849186	F	6	83.33	16.67
7.1865743	7	1865743	F	5	100.00	0.00
7.1851871	7	1851871	R	12	91.67	8.33
7.1869085	7	1869085	R	8	50.00	50.00
7.1867103	7	1867103	F	6	33.33	66.67
7.1879707	7	1879707	R	12	75.00	25.00
7.1854489	7	1854489	R	12	83.33	16.67
7.1842198	7	1842198	R	7	71.43	28.57
7.1842835	7	1842835	R	15	100.00	0.00
7.1854565	7	1854565	R	15	93.33	6.67
7.1865327	7	1865327	R	7	100.00	0.00
7.1864942	7	1864942	R	11	81.82	18.18
7.1865717	7	1865717	R	5	80.00	20.00
7.1859264	7	1859264	R	7	57.14	42.86
7.1864216	7	1864216	F	11	100.00	0.00
7.1861352	7	1861352	R	14	71.43	28.57
7.1869230	7	1869230	R	5	40.00	60.00
7.1865528	7	1865528	F	5	100.00	0.00
7.1859502	7	1859502	R	6	83.33	16.67
7.1859870	7	1859870	R	14	85.71	14.29
7.1877891	7	1877891	F	6	0.00	100.00
7.1856422	7	1856422	F	8	100.00	0.00
7.1861268	7	1861268	R	10	40.00	60.00
7.1851183	7	1851183	R	14	0.00	100.00
7.1850351	7	1850351	F	6	83.33	16.67
7.1864217	7	1864217	R	7	100.00	0.00
7.1854599	7	1854599	R	16	100.00	0.00
7.1855688	7	1855688	R	11	81.82	18.18
7.1867207	7	1867207	F	5	100.00	0.00
7.1865165	7	1865165	R	11	90.91	9.09
7.1854587	7	1854587	R	16	100.00	0.00
7.1851902	7	1851902	R	6	100.00	0.00
7.1879740	7	1879740	F	8	87.50	12.50
7.1846171	7	1846171	R	7	85.71	14.29
7.1875186	7	1875186	F	9	55.56	44.44
7.1851466	7	1851466	R	6	83.33	16.67
7.1855449	7	1855449	F	8	87.50	12.50
7.1845103	7	1845103	R	6	33.33	66.67
7.1845102	7	1845102	F	9	66.67	33.33
7.1875232	7	1875232	F	12	66.67	33.33
7.1876020	7	1876020	R	6	100.00	0.00
7.1853032	7	1853032	R	13	76.92	23.08
7.1852984	7	1852984	R	13	69.23	30.77
7.1851730	7	1851730	F	5	100.00	0.00
7.1854347	7	1854347	R	25	72.00	28.00
7.1872420	7	1872420	R	5	20.00	80.00
7.1861066	7	1861066	F	7	28.57	71.43
7.1883927	7	1883927	R	10	80.00	20.00
7.1883808	7	1883808	R	9	100.00	0.00
7.1882535	7	1882535	F	6	83.33	16.67
7.1883873	7	1883873	R	11	81.82	18.18
7.1883962	7	1883962	R	12	100.00	0.00
7.1882173	7	1882173	R	6	100.00	0.00
7.1887219	7	1887219	R	15	73.33	26.67
7.1886855	7	1886855	R	11	81.82	18.18
7.1883736	7	1883736	F	7	100.00	0.00
7.1883910	7	1883910	F	7	85.71	14.29
7.1886733	7	1886733	R	8	87.50	12.50
7.1883035	7	1883035	F	5	40.00	60.00
7.1881538	7	1881538	R	8	87.50	12.50
7.1883760	7	1883760	R	13	61.54	38.46
7.1885528	7	1885528	F	7	14.29	85.71
7.1885789	7	1885789	F	5	80.00	20.00
7.1882064	7	1882064	F	5	40.00	60.00
7.1883911	7	1883911	R	13	92.31	7.69
7.1886259	7	1886259	F	8	62.50	37.50
7.1885961	7	1885961	F	5	100.00	0.00
7.1886921	7	1886921	F	5	80.00	20.00
7.1884149	7	1884149	R	7	71.43	28.57
7.1883002	7	1883002	R	8	75.00	25.00
7.1882943	7	1882943	R	5	60.00	40.00
7.1883001	7	1883001	F	6	83.33	16.67
7.1885687	7	1885687	R	9	33.33	66.67
7.1886922	7	1886922	R	10	80.00	20.00
7.1883770	7	1883770	R	12	66.67	33.33
7.1887093	7	1887093	R	12	58.33	41.67
7.1882394	7	1882394	F	5	100.00	0.00
7.1885664	7	1885664	F	9	77.78	22.22
7.1881308	7	1881308	R	7	57.14	42.86
7.1883424	7	1883424	R	5	100.00	0.00
7.1881263	7	1881263	R	10	50.00	50.00
7.1884190	7	1884190	R	7	71.43	28.57
7.1883890	7	1883890	R	11	90.91	9.09
7.1883889	7	1883889	F	5	100.00	0.00
7.1881763	7	1881763	R	9	77.78	22.22
7.1884046	7	1884046	R	11	90.91	9.09
7.1881968	7	1881968	R	6	66.67	33.33
7.1887109	7	1887109	R	14	100.00	0.00
7.1883810	7	1883810	R	9	100.00	0.00
7.1884035	7	1884035	F	6	50.00	50.00
7.1884045	7	1884045	F	6	83.33	16.67
7.1884036	7	1884036	R	12	83.33	16.67
7.1882767	7	1882767	F	7	71.43	28.57
7.1886666	7	1886666	R	7	85.71	14.29
7.1885446	7	1885446	R	5	100.00	0.00
7.1882323	7	1882323	F	5	100.00	0.00
7.1882026	7	1882026	R	8	75.00	25.00
7.1882065	7	1882065	R	6	33.33	66.67
7.1881967	7	1881967	F	6	66.67	33.33
7.1884229	7	1884229	F	5	100.00	0.00
7.1883961	7	1883961	F	7	85.71	14.29
7.1885492	7	1885492	F	6	50.00	50.00
7.1885665	7	1885665	R	9	100.00	0.00
7.1885574	7	1885574	F	11	63.64	36.36
7.1882395	7	1882395	R	9	77.78	22.22
7.1883926	7	1883926	F	7	71.43	28.57
7.1881836	7	1881836	R	9	88.89	11.11
7.1885670	7	1885670	R	9	100.00	0.00
7.1881851	7	1881851	R	10	70.00	30.00
7.1882324	7	1882324	R	5	60.00	40.00
7.1883737	7	1883737	R	15	93.33	6.67
7.1885669	7	1885669	F	9	66.67	33.33
7.1885686	7	1885686	F	8	12.50	87.50
7.1884323	7	1884323	F	8	100.00	0.00
7.1882462	7	1882462	R	7	71.43	28.57
7.1883036	7	1883036	R	6	83.33	16.67
7.1886222	7	1886222	F	8	75.00	25.00
7.1895315	7	1895315	R	9	88.89	11.11
7.1892470	7	1892470	F	7	85.71	14.29
7.1901978	7	1901978	R	5	0.00	100.00
7.1898978	7	1898978	R	12	25.00	75.00
7.1902188	7	1902188	F	6	0.00	100.00
7.1895983	7	1895983	R	8	87.50	12.50
7.1901621	7	1901621	R	7	0.00	100.00
7.1895802	7	1895802	F	5	80.00	20.00
7.1898142	7	1898142	R	7	100.00	0.00
7.1901856	7	1901856	R	7	0.00	100.00
7.1899591	7	1899591	F	8	75.00	25.00
7.1901793	7	1901793	R	7	0.00	100.00
7.1900745	7	1900745	F	7	100.00	0.00
7.1901158	7	1901158	R	6	50.00	50.00
7.1887846	7	1887846	R	6	66.67	33.33
7.1900503	7	1900503	R	6	83.33	16.67
7.1902115	7	1902115	F	5	20.00	80.00
7.1901809	7	1901809	R	8	0.00	100.00
7.1900920	7	1900920	R	5	80.00	20.00
7.1899724	7	1899724	F	9	44.44	55.56
7.1901414	7	1901414	R	8	0.00	100.00
7.1901411	7	1901411	R	8	0.00	100.00
7.1900710	7	1900710	F	8	75.00	25.00
7.1901951	7	1901951	R	7	0.00	100.00
7.1899871	7	1899871	R	5	60.00	40.00
7.1901419	7	1901419	R	8	25.00	75.00
7.1901958	7	1901958	R	7	0.00	100.00
7.1892957	7	1892957	R	10	80.00	20.00
7.1893144	7	1893144	R	24	95.83	4.17
7.1896047	7	1896047	F	5	80.00	20.00
7.1895859	7	1895859	F	5	100.00	0.00
7.1900945	7	1900945	R	7	71.43	28.57
7.1901534	7	1901534	R	9	22.22	77.78
7.1888520	7	1888520	F	6	83.33	16.67
7.1893340	7	1893340	R	5	100.00	0.00
7.1894612	7	1894612	F	5	40.00	60.00
7.1890121	7	1890121	R	9	66.67	33.33
7.1890896	7	1890896	F	8	25.00	75.00
7.1900218	7	1900218	R	10	90.00	10.00
7.1902002	7	1902002	R	5	0.00	100.00
7.1895799	7	1895799	F	5	80.00	20.00
7.1896511	7	1896511	R	13	76.92	23.08
7.1900676	7	1900676	F	10	90.00	10.00
7.1888923	7	1888923	F	6	50.00	50.00
7.1894912	7	1894912	R	5	60.00	40.00
7.1888639	7	1888639	F	6	100.00	0.00
7.1901316	7	1901316	R	7	0.00	100.00
7.1899492	7	1899492	F	8	12.50	87.50
7.1902394	7	1902394	F	6	0.00	100.00
7.1896061	7	1896061	F	5	40.00	60.00
7.1897716	7	1897716	R	6	50.00	50.00
7.1900711	7	1900711	R	6	50.00	50.00
7.1893200	7	1893200	R	12	91.67	8.33
7.1895331	7	1895331	F	5	0.00	100.00
7.1892102	7	1892102	R	12	91.67	8.33
7.1896062	7	1896062	R	9	77.78	22.22
7.1900715	7	1900715	F	8	87.50	12.50
7.1901872	7	1901872	R	6	0.00	100.00
7.1895800	7	1895800	R	5	100.00	0.00
7.1901446	7	1901446	R	5	20.00	80.00
7.1888102	7	1888102	R	7	100.00	0.00
7.1895441	7	1895441	R	17	82.35	17.65
7.1900366	7	1900366	R	6	100.00	0.00
7.1902208	7	1902208	F	5	0.00	100.00
7.1901135	7	1901135	R	6	16.67	83.33
7.1895208	7	1895208	R	11	81.82	18.18
7.1889771	7	1889771	F	6	33.33	66.67
7.1889913	7	1889913	R	5	60.00	40.00
7.1901828	7	1901828	R	8	12.50	87.50
7.1898010	7	1898010	R	6	50.00	50.00
7.1889007	7	1889007	F	5	100.00	0.00
7.1895625	7	1895625	R	8	75.00	25.00
7.1892926	7	1892926	R	11	90.91	9.09
7.1893826	7	1893826	F	6	66.67	33.33
7.1897400	7	1897400	R	6	100.00	0.00
7.1894973	7	1894973	R	9	100.00	0.00
7.1901691	7	1901691	R	9	0.00	100.00
7.1899025	7	1899025	R	8	75.00	25.00
7.1891553	7	1891553	F	5	100.00	0.00
7.1891274	7	1891274	F	5	80.00	20.00
7.1896706	7	1896706	R	15	80.00	20.00
7.1891955	7	1891955	R	9	33.33	66.67
7.1900944	7	1900944	F	10	80.00	20.00
7.1890897	7	1890897	R	8	25.00	75.00
7.1895492	7	1895492	F	5	80.00	20.00
7.1888101	7	1888101	F	5	100.00	0.00
7.1889028	7	1889028	F	5	100.00	0.00
7.1898635	7	1898635	R	28	89.29	10.71
7.1900746	7	1900746	R	6	100.00	0.00
7.1889752	7	1889752	F	5	60.00	40.00
7.1901324	7	1901324	R	6	0.00	100.00
7.1899860	7	1899860	R	5	80.00	20.00
7.1892773	7	1892773	R	6	83.33	16.67
7.1895462	7	1895462	R	16	75.00	25.00
7.1892919	7	1892919	F	5	80.00	20.00
7.1895860	7	1895860	R	5	100.00	0.00
7.1901037	7	1901037	R	8	87.50	12.50
7.1900265	7	1900265	R	11	63.64	36.36
7.1892824	7	1892824	R	14	71.43	28.57
7.1901989	7	1901989	R	6	0.00	100.00
7.1887702	7	1887702	F	5	100.00	0.00
7.1900991	7	1900991	R	8	100.00	0.00
7.1893698	7	1893698	F	5	80.00	20.00
7.1898717	7	1898717	R	19	78.95	21.05
7.1901720	7	1901720	R	9	0.00	100.00
7.1901864	7	1901864	R	6	0.00	100.00
7.1900210	7	1900210	R	10	100.00	0.00
7.1899566	7	1899566	R	6	83.33	16.67
7.1891691	7	1891691	R	7	100.00	0.00
7.1895435	7	1895435	R	15	46.67	53.33
7.1895434	7	1895434	F	8	62.50	37.50
7.1895537	7	1895537	R	6	83.33	16.67
7.1895803	7	1895803	R	6	100.00	0.00
7.1895349	7	1895349	R	8	87.50	12.50
7.1895440	7	1895440	F	8	62.50	37.50
7.1901432	7	1901432	R	8	0.00	100.00
7.1900930	7	1900930	F	10	90.00	10.00
7.1901001	7	1901001	R	8	87.50	12.50
7.1901312	7	1901312	R	7	42.86	57.14
7.1898741	7	1898741	R	15	80.00	20.00
7.1890532	7	1890532	F	7	42.86	57.14
7.1901269	7	1901269	R	6	50.00	50.00
7.1900931	7	1900931	R	7	85.71	14.29
7.1892271	7	1892271	R	9	66.67	33.33
7.1888866	7	1888866	R	7	100.00	0.00
7.1901577	7	1901577	R	9	44.44	55.56
7.1901967	7	1901967	R	7	0.00	100.00
7.1901353	7	1901353	R	8	0.00	100.00
7.1894193	7	1894193	R	8	0.00	100.00
7.1895682	7	1895682	R	15	80.00	20.00
7.1888175	7	1888175	F	12	100.00	0.00
7.1895179	7	1895179	R	10	90.00	10.00
7.1902124	7	1902124	F	6	0.00	100.00
7.1890235	7	1890235	R	9	77.78	22.22
7.1897726	7	1897726	R	6	83.33	16.67
7.1897281	7	1897281	R	6	100.00	0.00
7.1901800	7	1901800	R	8	0.00	100.00
7.1888446	7	1888446	F	12	0.00	100.00
7.1901386	7	1901386	R	10	20.00	80.00
7.1895388	7	1895388	R	11	90.91	9.09
7.1893417	7	1893417	R	10	50.00	50.00
7.1901680	7	1901680	R	8	0.00	100.00
7.1894133	7	1894133	R	5	80.00	20.00
7.1899592	7	1899592	R	6	50.00	50.00
7.1888966	7	1888966	F	8	87.50	12.50
7.1901961	7	1901961	R	7	0.00	100.00
7.1897623	7	1897623	F	6	33.33	66.67
7.1888176	7	1888176	R	5	100.00	0.00
7.1897311	7	1897311	R	5	100.00	0.00
7.1892513	7	1892513	F	7	71.43	28.57
7.1898573	7	1898573	R	20	70.00	30.00
7.1900162	7	1900162	R	6	66.67	33.33
7.1901226	7	1901226	R	5	20.00	80.00
7.1895332	7	1895332	R	10	0.00	100.00
7.1894562	7	1894562	F	5	40.00	60.00
7.1891688	7	1891688	R	7	100.00	0.00
7.1901416	7	1901416	R	8	0.00	100.00
7.1901587	7	1901587	R	9	44.44	55.56
7.1891899	7	1891899	R	10	90.00	10.00
7.1899859	7	1899859	F	8	75.00	25.00
7.1893799	7	1893799	F	6	66.67	33.33
7.1888799	7	1888799	R	8	100.00	0.00
7.1896048	7	1896048	R	10	80.00	20.00
7.1899574	7	1899574	R	5	40.00	60.00
7.1900716	7	1900716	R	6	83.33	16.67
7.1892021	7	1892021	R	7	85.71	14.29
7.1897498	7	1897498	R	7	71.43	28.57
7.1899870	7	1899870	F	11	81.82	18.18
7.1891908	7	1891908	R	10	80.00	20.00
7.1893114	7	1893114	R	19	68.42	31.58
7.1890238	7	1890238	R	9	88.89	11.11
7.1893463	7	1893463	R	5	80.00	20.00
7.1892360	7	1892360	R	6	83.33	16.67
7.1902127	7	1902127	F	7	0.00	100.00
7.1902129	7	1902129	F	7	0.00	100.00
7.1900200	7	1900200	R	6	66.67	33.33
7.1895461	7	1895461	F	7	71.43	28.57
7.1899516	7	1899516	F	10	10.00	90.00
7.1901833	7	1901833	R	7	0.00	100.00
7.1901700	7	1901700	R	9	0.00	100.00
7.1895493	7	1895493	R	12	91.67	8.33
7.1892920	7	1892920	R	11	90.91	9.09
7.1901926	7	1901926	R	6	0.00	100.00
7.1899573	7	1899573	F	7	85.71	14.29
7.1901687	7	1901687	R	9	0.00	100.00
7.1892925	7	1892925	F	5	100.00	0.00
7.1900919	7	1900919	F	8	62.50	37.50
7.1888244	7	1888244	F	11	100.00	0.00
7.1901887	7	1901887	R	5	0.00	100.00
7.1895250	7	1895250	R	13	76.92	23.08
7.1900990	7	1900990	F	6	66.67	33.33
7.1901614	7	1901614	R	7	14.29	85.71
7.1895073	7	1895073	R	11	18.18	81.82
7.1901843	7	1901843	R	8	0.00	100.00
7.1899754	7	1899754	F	8	50.00	50.00
7.1902146	7	1902146	F	5	0.00	100.00
7.1895387	7	1895387	F	6	83.33	16.67
7.1895193	7	1895193	R	11	100.00	0.00
7.1892119	7	1892119	R	11	90.91	9.09
7.1888335	7	1888335	F	7	85.71	14.29
