Chromosome	Start	End	CovA1	FreqCA1	CovA2	FreqCA2	CovB1	FreqCB1	CovB2	FreqCB2	pvalue	Methyl diff	Methylation state in Condition_A
1	13546989	13546990	12	12	54	53	49	7	108	20	0.00669847370182534	81.287071253785	hypermeth
1	13547019	13547020	13	13	64	55	55	8	113	21	0.00831042882268045	71.0515717896813	hypermeth
1	13547832	13547833	98	76	106	69	38	3	93	12	0.00949077505585626	59.7719212273975	hypermeth
1	13548041	13548042	101	73	106	74	39	2	94	10	0.00706452895779747	61.9918963352796	hypermeth
1	13548066	13548067	101	73	106	72	40	4	94	17	0.00953391283205919	54.3789862063063	hypermeth
1	13548077	13548078	101	86	106	87	40	6	93	12	0.00564131254725046	70.0384757649926	hypermeth
1	13548088	13548089	73	68	96	88	33	11	61	14	0.00785334407752201	65.7139297279722	hypermeth
1	13548248	13548249	194	160	425	380	193	42	313	51	0.00318857525809362	67.9817775066493	hypermeth
1	13548263	13548264	174	128	410	309	185	46	312	49	0.00434119220805023	55.2449354264736	hypermeth
1	13548277	13548278	194	163	425	367	198	24	313	38	0.00147541090056666	73.4891535628348	hypermeth
1	13548285	13548286	194	138	425	304	198	27	313	45	0.00248620115789737	57.3157648269004	hypermeth
1	13548297	13548298	194	120	425	276	198	35	312	48	0.00359259831807021	47.6962642689653	hypermeth
1	13548300	13548301	192	157	425	313	198	36	313	60	0.00289961571916118	57.5878837127598	hypermeth
1	13548308	13548309	293	272	487	455	257	131	476	252	0.00283100864995136	40.9542761519708	hypermeth
1	13548326	13548327	101	62	69	46	67	5	176	16	0.00674008247410532	54.8870627090429	hypermeth
1	13548338	13548339	105	63	81	54	67	2	178	12	0.00561022818424219	57.1890169482901	hypermeth
1	13548369	13548370	105	75	81	60	71	2	182	7	0.00383426208347396	69.0236522879778	hypermeth
1	13548381	13548382	105	82	81	65	71	4	182	11	0.00364049156675953	73.1033935911664	hypermeth
1	13549455	13549456	25	23	67	60	60	15	108	32	0.00963021520934288	62.2388363511698	hypermeth
1	13549462	13549463	25	22	68	62	64	13	113	18	0.00682744945846188	72.8122973974455	hypermeth
1	13549492	13549493	25	22	61	56	60	11	107	14	0.006702485019196	75.7286623847646	hypermeth
1	13549503	13549504	25	20	67	60	64	11	113	11	0.00647660439256031	74.5267341502947	hypermeth
1	13549520	13549521	23	16	69	52	64	10	114	13	0.00962023424889881	60.9915530914815	hypermeth
1	13549541	13549542	18	9	68	56	59	6	105	8	0.00855833896460609	66.8680503263964	hypermeth
1	13549549	13549550	24	22	69	66	64	20	112	23	0.00716598329668105	70.1862520118661	hypermeth
1	13549688	13549689	59	49	97	89	157	19	165	15	0.00336347745338197	77.9050398772322	hypermeth
1	13549719	13549720	58	31	97	59	155	10	164	4	0.00633828440619237	53.6176225341314	hypermeth
1	13552337	13552338	102	94	85	76	180	85	123	52	0.00848568491734054	45.6943694206566	hypermeth
1	13552345	13552346	265	220	321	272	384	46	276	39	0.00143111851681803	71.0830180802287	hypermeth
1	13552376	13552377	240	156	302	195	370	16	287	13	0.0017925286019077	60.3455134474166	hypermeth
1	13552388	13552389	261	210	330	281	395	15	298	17	0.00106362340742425	78.4656130964986	hypermeth
1	13552428	13552429	220	195	287	264	325	70	227	59	0.00185651187582222	67.1622638320433	hypermeth
1	13552438	13552439	72	64	54	45	125	8	61	7	0.00461259531985577	78.440772353382	hypermeth
1	13552715	13552716	44	38	36	32	52	9	51	6	0.00921859986201241	72.9391509691961	hypermeth
1	13552795	13552796	49	43	36	27	53	1	52	2	0.00675036136888783	79.4969611901509	hypermeth
1	16722271	16722272	19	18	18	18	32	0	36	1	0.00846399550868072	95.8261152885789	hypermeth
1	16722285	16722286	19	19	18	18	32	0	36	0	0.00725866064032478	100	hypermeth
1	21932024	21932025	84	79	90	83	145	30	137	26	0.00378357500031269	73.2454599503558	hypermeth
1	21932036	21932037	112	94	135	117	190	60	206	49	0.00451106775282162	57.9005550427454	hypermeth
1	21932044	21932045	107	88	135	106	186	17	202	16	0.00279222079933378	71.6600554130141	hypermeth
1	21932065	21932066	112	77	134	105	193	21	206	14	0.00386466023176114	65.1404181610502	hypermeth
1	21932082	21932083	114	93	134	117	193	33	206	17	0.00542250865251406	71.9357252961721	hypermeth
1	21932089	21932090	114	98	133	120	192	98	206	101	0.00917430342941781	38.257576526311	hypermeth
1	21932093	21932094	113	103	132	124	192	37	206	39	0.00267424581741748	73.5586307779339	hypermeth
1	21932123	21932124	112	102	134	117	194	37	205	37	0.00296497843133821	70.480008548891	hypermeth
1	21932130	21932131	114	106	134	120	193	60	204	47	0.0039333147884558	64.1605374050266	hypermeth
1	22412208	22412209	19	19	26	26	21	2	36	2	0.00878934654750993	92.9827516210892	hypermeth
1	22412244	22412245	12	12	18	18	20	0	35	1	0.00970564520085921	98.1829391940569	hypermeth
1	22412271	22412272	20	20	22	22	22	1	48	2	0.00783442881776681	95.7143676904176	hypermeth
1	22412298	22412299	20	20	22	21	22	0	48	1	0.00770704574147585	96.188228312706	hypermeth
1	22412324	22412325	20	20	22	22	22	2	48	1	0.00783443081838799	95.7143660271358	hypermeth
1	24750064	24750065	20	19	20	20	23	0	28	0	0.00858865397549366	97.5006999380841	hypermeth
1	26474055	26474056	93	91	56	56	66	34	73	29	0.00798528780514868	53.3347450233637	hypermeth
1	29209748	29209749	57	52	107	99	133	45	120	28	0.00562585216332282	63.219800791079	hypermeth
1	29209760	29209761	137	129	224	208	253	74	279	73	0.00232872474538634	65.7202159466407	hypermeth
1	29209789	29209790	135	103	224	171	252	26	278	22	0.00222042463049434	67.2661460137175	hypermeth
1	29209806	29209807	136	121	224	207	252	52	277	56	0.0020744509204989	70.6950586463033	hypermeth
1	29209813	29209814	136	122	224	204	253	125	278	123	0.00493839384450188	43.8510123106124	hypermeth
1	29209817	29209818	137	126	224	211	253	51	278	39	0.00194468207102921	76.3490088631315	hypermeth
1	29209847	29209848	137	128	226	210	254	58	279	65	0.00206228436338149	70.0352825468648	hypermeth
1	29209854	29209855	137	131	226	201	252	77	278	83	0.00270944838861444	61.271429636709	hypermeth
1	29209867	29209868	86	79	133	124	127	58	181	76	0.00648481463816977	49.1880820898687	hypermeth
1	29210967	29210968	66	61	91	68	190	10	179	14	0.00698259216430117	76.4208270118962	hypermeth
1	29210979	29210980	66	56	93	74	197	4	181	12	0.00416318938710691	77.5805015170043	hypermeth
1	29211010	29211011	66	51	93	75	198	16	182	14	0.00360066111140472	71.3533087994268	hypermeth
1	29319289	29319290	212	197	55	53	64	8	95	4	0.00279596198165502	86.0857165971257	hypermeth
1	29319300	29319301	229	194	67	52	78	15	102	11	0.0042722501291592	68.6669291180434	hypermeth
1	29319382	29319383	224	172	65	49	78	6	104	9	0.00424712069139219	68.2264947163383	hypermeth
1	31243207	31243208	23	21	40	35	35	0	27	0	0.00772353423387403	88.8899837453716	hypermeth
1	31243254	31243255	23	17	40	34	35	0	27	0	0.00915964814384337	80.9524405813996	hypermeth
1	34830636	34830637	105	92	248	231	154	40	283	62	0.00242814646506186	68.159565084178	hypermeth
1	34830648	34830649	107	97	251	238	155	43	294	78	0.00242491090926529	66.6288882861951	hypermeth
1	34830677	34830678	104	71	250	192	154	15	294	34	0.00277349823986226	63.3599935114127	hypermeth
1	34830694	34830695	107	93	250	229	155	35	294	53	0.00224631033778316	70.5944883475334	hypermeth
1	34830701	34830702	107	98	249	237	153	75	293	146	0.00470816204789765	44.5491561434759	hypermeth
1	34830705	34830706	107	99	249	233	152	48	292	73	0.00249734105537539	66.0059766161822	hypermeth
1	34830736	34830737	107	98	251	234	155	28	293	47	0.00189586443624974	75.994419626795	hypermeth
1	34830743	34830744	107	96	250	228	155	53	293	83	0.00302222391939522	60.3987844049454	hypermeth
1	34832083	34832084	64	55	104	86	76	27	76	19	0.00985747626046428	53.6683114377543	hypermeth
1	34832087	34832088	64	61	106	99	77	17	77	10	0.00446730797169219	76.5864064697061	hypermeth
1	34832123	34832124	59	54	106	102	72	22	77	21	0.00605638623069917	65.688629653546	hypermeth
1	34832135	34832136	143	140	227	217	203	83	194	63	0.00307639855708936	59.7357185652859	hypermeth
1	34832146	34832147	121	110	151	131	161	30	158	30	0.00313340265545064	69.7949990978562	hypermeth
1	34832157	34832158	124	101	150	125	157	21	155	19	0.00316858580873032	69.663747528533	hypermeth
1	34832182	34832183	123	85	151	117	160	10	158	9	0.00308458023049833	67.7477078193268	hypermeth
1	34832312	34832313	231	164	217	166	196	17	272	35	0.00248260654732242	62.5508119572933	hypermeth
1	34832391	34832392	336	233	351	256	343	44	406	37	0.00168866519763428	60.3674500705834	hypermeth
1	34922229	34922230	79	58	104	70	69	3	90	3	0.00541662062194111	66.1727972375583	hypermeth
1	34922368	34922369	58	54	69	59	61	15	88	19	0.00742154018674791	66.1577032435217	hypermeth
1	34922438	34922439	127	92	168	125	113	10	170	9	0.00329966898451292	66.8455013400316	hypermeth
1	34922463	34922464	127	106	168	142	113	22	170	25	0.00345701267083593	67.4603350410115	hypermeth
1	34922474	34922475	127	112	168	154	113	22	170	23	0.00276348821773112	74.2689123270589	hypermeth
1	34922485	34922486	152	132	190	168	157	65	216	91	0.00568702475410215	45.8933673014716	hypermeth
1	37691029	37691030	15	15	14	14	31	0	26	0	0.00897401001649205	100	hypermeth
1	37691040	37691041	15	15	15	15	31	0	26	0	0.00880401932046331	100	hypermeth
1	37691045	37691046	15	15	15	14	31	0	26	0	0.00966362912957713	96.6669516759038	hypermeth
1	37691050	37691051	15	15	14	13	30	0	26	0	0.00994671216336913	96.5512375481088	hypermeth
1	37691059	37691060	15	15	15	15	31	0	26	0	0.00880401932046331	100	hypermeth
1	37691063	37691064	15	15	15	15	31	0	26	0	0.00880401932046331	100	hypermeth
1	37691072	37691073	15	14	14	14	31	0	26	0	0.00986882316747162	96.5512376702025	hypermeth
1	37691081	37691082	15	15	15	15	31	0	25	0	0.00887054290394339	100	hypermeth
1	37691085	37691086	15	15	15	15	30	0	26	0	0.00887054248300013	100	hypermeth
1	37691092	37691093	15	15	15	15	31	0	26	0	0.00880401932046331	100	hypermeth
1	37691109	37691110	15	15	15	15	31	0	26	1	0.00954663209871297	98.2429175411664	hypermeth
1	41699182	41699183	10	10	19	19	13	0	37	0	0.00949096985248952	100	hypermeth
1	43219040	43219041	17	0	21	0	25	24	21	20	0.009871629338009	-95.6523211319331	hypometh
1	43647954	43647955	12	12	18	18	28	0	38	0	0.00828194671463076	100	hypermeth
1	43647964	43647965	12	12	18	17	28	0	38	1	0.00984140072690056	95.1495648520858	hypermeth
1	43647967	43647968	12	11	18	18	28	0	38	0	0.00906207188691708	96.6669502925404	hypermeth
1	43647970	43647971	12	11	18	18	28	0	38	0	0.00906207188691708	96.6669502925404	hypermeth
1	43647992	43647993	12	12	18	16	27	0	38	0	0.00980350215018702	93.3316555115422	hypermeth
1	43647998	43647999	12	12	18	18	28	0	38	0	0.00828194671463076	100	hypermeth
1	43648003	43648004	12	12	18	18	28	0	38	0	0.00828194671463076	100	hypermeth
1	43648206	43648207	18	17	26	25	31	0	28	0	0.00803296349185033	95.4552436047004	hypermeth
1	43648221	43648222	24	23	26	25	37	3	22	1	0.00940511948980304	89.2225948631229	hypermeth
1	43648248	43648249	24	23	26	26	37	1	22	2	0.00841399199377361	92.9168275834293	hypermeth
1	44857728	44857729	18	18	24	24	32	1	36	2	0.00795290851606672	95.5885162246369	hypermeth
1	44922550	44922551	26	25	33	32	24	2	47	2	0.00752051010802733	90.9770071818291	hypermeth
1	44922560	44922561	26	25	33	31	24	1	47	5	0.00857717813174323	86.4634719432972	hypermeth
1	44922568	44922569	26	25	33	32	24	2	47	7	0.00907215632594751	83.932658373427	hypermeth
1	44922572	44922573	26	25	33	30	24	3	47	4	0.00939296662100852	83.3593525640329	hypermeth
1	44922576	44922577	26	24	33	29	24	1	47	4	0.00950270535491018	82.7879582840036	hypermeth
1	44922589	44922590	26	25	32	30	24	2	47	2	0.00800045320612567	89.1938507164693	hypermeth
1	44922599	44922600	26	25	33	30	24	0	47	1	0.00717109046570202	91.8094663575293	hypermeth
1	44922613	44922614	26	25	33	32	24	1	46	0	0.00661977991863589	95.1791197170316	hypermeth
1	44922626	44922627	26	25	33	31	24	2	47	2	0.00790870154897923	89.2810549659705	hypermeth
1	44922641	44922642	14	14	23	23	17	0	36	0	0.00810354494477446	100	hypermeth
1	45142521	45142522	175	155	135	122	151	27	216	42	0.00266901349608379	70.5525254729544	hypermeth
1	45142532	45142533	175	138	135	116	151	29	216	41	0.00346988823901612	62.8626140594902	hypermeth
1	45142557	45142558	175	121	135	104	151	8	216	11	0.0026824024151801	67.403075132456	hypermeth
1	45142633	45142634	99	92	140	135	130	41	169	48	0.00368327205051019	65.2115454401489	hypermeth
1	45142687	45142688	76	59	124	91	111	14	138	21	0.00546926926929344	60.9471382343884	hypermeth
1	45142766	45142767	212	149	219	159	226	29	282	23	0.00249613183243388	61.2249266280835	hypermeth
1	45144033	45144034	42	41	71	69	69	24	96	22	0.00626087064918659	69.4637913256698	hypermeth
1	45144087	45144088	44	33	73	53	69	14	96	10	0.00938761181360745	58.9595040940209	hypermeth
1	45144166	45144167	73	58	102	68	87	7	111	15	0.00750003430299535	61.1020075048145	hypermeth
1	45144959	45144960	141	126	241	201	377	62	478	76	0.00175888669682896	69.4593888738497	hypermeth
1	45145411	45145412	213	201	296	276	262	99	334	88	0.00409620481388718	61.8740191984524	hypermeth
1	45145465	45145466	217	158	300	222	267	28	337	49	0.0021826542951315	60.7497635609371	hypermeth
1	45145544	45145545	218	153	300	214	267	36	338	29	0.0021948483224754	60.099473975924	hypermeth
1	45423167	45423168	17	17	31	31	36	2	49	0	0.00894954724213381	97.4806361852276	hypermeth
1	45423194	45423195	17	14	31	29	36	1	49	1	0.00828581761555471	87.2303616643435	hypermeth
1	45726716	45726717	138	134	50	49	72	27	151	56	0.00514024662085488	60.1176438448429	hypermeth
1	45726729	45726730	149	129	49	41	87	22	161	29	0.00484697995210759	65.2942456497517	hypermeth
1	45726736	45726737	149	138	49	43	87	9	161	16	0.0029492711165377	81.332388053492	hypermeth
1	45726766	45726767	149	138	49	47	88	17	163	29	0.00346626428725825	75.1080048682859	hypermeth
1	45726770	45726771	149	135	49	43	88	40	162	65	0.00824147739988573	47.8976109290405	hypermeth
1	45726777	45726778	149	135	49	45	88	17	163	27	0.0037002371648785	73.3802460493394	hypermeth
1	45726794	45726795	148	113	43	37	88	7	163	12	0.0039025422523213	70.9660960728107	hypermeth
1	45726823	45726824	148	137	49	49	87	23	162	26	0.00767063365598666	74.9050677924085	hypermeth
1	45727833	45727834	61	52	64	55	10	0	80	11	0.00783634738719409	73.3783645709868	hypermeth
1	45727863	45727864	75	58	109	84	31	1	106	9	0.00567189840739175	69.8742080639414	hypermeth
1	45728072	45728073	69	46	100	81	25	1	93	4	0.00728544431711786	70.5696931591073	hypermeth
1	45728108	45728109	71	67	100	92	25	4	93	14	0.00500790675352755	77.7301365296483	hypermeth
1	45728132	45728133	63	54	71	65	16	4	133	33	0.00770065224225092	63.9742827318807	hypermeth
1	45728139	45728140	63	55	71	59	16	3	133	17	0.00615168623509917	71.6529258932184	hypermeth
1	45728169	45728170	64	61	70	66	16	3	133	36	0.00628878826725004	68.6013072679896	hypermeth
1	45728180	45728181	64	59	69	65	16	1	132	37	0.00666824852801197	67.55999046113	hypermeth
1	45728226	45728227	64	62	71	71	16	6	133	34	0.00533685510037098	71.6703767332248	hypermeth
1	45728239	45728240	32	30	41	37	15	2	77	15	0.00993606156765489	73.3008739618057	hypermeth
1	45729930	45729931	127	113	53	43	95	43	230	79	0.00974858959362951	48.5355067396275	hypermeth
1	45731449	45731450	37	33	54	53	39	8	39	8	0.00904300142924419	73.9944459536819	hypermeth
1	45731486	45731487	33	32	59	57	322	81	110	24	0.00535896402169244	72.4365393656292	hypermeth
1	45731515	45731516	33	28	59	40	323	31	110	11	0.00628540216653357	64.2163295656574	hypermeth
1	45731523	45731524	33	21	59	36	323	37	109	11	0.00972336293391116	50.8461398691641	hypermeth
1	45732849	45732850	80	74	89	79	150	34	263	68	0.00431451951408736	65.8343880091436	hypermeth
1	45733091	45733092	131	123	73	70	28	12	206	81	0.00599172773045588	54.8610153124287	hypermeth
1	45733099	45733100	242	233	147	141	53	23	428	102	0.00202488033104921	70.0615185317836	hypermeth
1	45733116	45733117	242	164	147	99	53	5	428	49	0.00317647277073813	56.383111142724	hypermeth
1	45733142	45733143	239	203	147	125	52	9	425	48	0.00195339463992842	73.0249297387196	hypermeth
1	45733159	45733160	239	112	147	81	52	2	424	21	0.00395817426985757	45.1686853665651	hypermeth
1	45733264	45733265	241	229	150	142	55	4	427	31	0.00125246769663082	87.6234204834869	hypermeth
1	45733317	45733318	242	200	147	138	55	5	429	47	0.00571869222526545	77.4042052640574	hypermeth
1	45733324	45733325	242	220	147	138	55	15	429	165	0.00323745000426389	54.8378885643419	hypermeth
1	45733335	45733336	115	107	77	71	28	4	228	40	0.00348082723803839	75.5236069646304	hypermeth
1	45734143	45734144	100	92	92	86	106	41	122	46	0.00661608437230304	54.5508477428429	hypermeth
1	45734150	45734151	103	91	95	83	104	46	121	49	0.00965971838603119	45.6559829487097	hypermeth
1	45734180	45734181	103	86	90	78	105	25	121	27	0.00572097086684642	61.9655185156318	hypermeth
1	45734191	45734192	100	84	90	83	99	17	120	20	0.00436116383016939	71.002459355645	hypermeth
1	45734208	45734209	78	60	92	67	106	16	120	18	0.00654230566977953	59.662170100191	hypermeth
1	45734237	45734238	104	99	95	89	106	41	121	42	0.00565350845223363	57.9095252431752	hypermeth
1	45734249	45734250	98	92	95	88	106	31	121	26	0.00443131922897042	68.1540063809512	hypermeth
1	45734256	45734257	92	84	95	90	97	26	115	35	0.00517947914495458	64.2747736940297	hypermeth
1	45735311	45735312	100	89	79	72	94	27	130	45	0.00657306786979814	57.8001000014333	hypermeth
1	45735324	45735325	200	187	178	167	186	44	241	45	0.00202713830756598	72.8063559770254	hypermeth
1	45735331	45735332	200	182	178	138	187	27	242	35	0.00688388638806074	69.9472484470709	hypermeth
1	45735361	45735362	200	182	177	172	187	47	241	67	0.00376966517034513	67.4961001198135	hypermeth
1	45735389	45735390	201	138	179	119	187	11	242	30	0.00427210851769029	58.2168943380111	hypermeth
1	45735418	45735419	201	184	178	167	187	64	243	70	0.0027982025239272	61.4502538153606	hypermeth
1	45735430	45735431	112	106	109	100	120	25	161	29	0.00320451006189315	73.9957002367579	hypermeth
1	45735544	45735545	94	63	128	99	236	37	181	37	0.00518840928285869	55.220608857279	hypermeth
1	45735587	45735588	23	10	293	140	328	11	381	13	0.00346949729952059	44.083285393461	hypermeth
1	45735679	45735680	53	49	111	106	56	17	142	41	0.00547288110955902	65.2210191118721	hypermeth
1	45735696	45735697	53	39	111	91	56	11	142	23	0.00661752594206585	62.0983374554505	hypermeth
1	45735722	45735723	53	44	111	98	56	9	142	15	0.00443900961729982	74.4638492883682	hypermeth
1	45735739	45735740	53	34	111	59	56	3	142	5	0.00720998241274621	52.6691222801702	hypermeth
1	45735768	45735769	35	31	45	41	21	3	58	1	0.00736752530589753	84.8959330887547	hypermeth
1	47065473	47065474	32	32	31	31	25	6	29	4	0.00955307835862223	81.4817271383522	hypermeth
1	47066213	47066214	27	25	32	28	41	3	31	0	0.00857669967799311	85.6639384538482	hypermeth
1	47068788	47068789	13	12	27	26	23	0	25	0	0.00943689907461648	94.9981839681824	hypermeth
1	47068793	47068794	13	13	27	27	23	0	25	0	0.00814586773013311	100	hypermeth
1	47068939	47068940	20	20	19	19	26	0	23	0	0.00817319304141993	100	hypermeth
1	47068983	47068984	15	15	13	13	25	0	24	0	0.00976176967155274	100	hypermeth
1	54518692	54518693	19	19	25	25	18	0	40	2	0.00803108410190179	96.5512556097082	hypermeth
1	56720274	56720275	20	0	29	0	24	24	34	34	0.0067082090694589	-100	hypometh
1	56720284	56720285	20	0	29	0	24	24	34	34	0.0067082090694589	-100	hypometh
1	56720289	56720290	20	0	29	0	24	24	34	33	0.0071804448236727	-98.2751934606532	hypometh
1	56720321	56720322	20	0	29	1	24	24	34	31	0.00860444066523021	-92.7878461698015	hypometh
1	56720351	56720352	22	0	26	0	20	20	29	27	0.00839196403348771	-95.9167873728517	hypometh
1	56720362	56720363	21	0	27	1	23	23	24	24	0.00809966631468699	-97.9170481363932	hypometh
1	57219269	57219270	74	52	72	51	70	9	55	6	0.00962305837081577	58.5475054986598	hypermeth
1	57219281	57219282	74	69	72	69	70	11	55	10	0.00516035271650779	77.7196242035876	hypermeth
1	57219291	57219292	111	80	198	158	183	44	173	43	0.00515511392474153	52.5802826204521	hypermeth
1	57219305	57219306	203	161	314	269	311	99	314	79	0.00457030075932592	54.4285000520774	hypermeth
1	57219343	57219344	212	123	329	168	317	24	334	19	0.00284253740353779	47.1841458531994	hypermeth
1	57219374	57219375	211	174	327	256	318	35	337	39	0.00160050216772882	68.6280343922981	hypermeth
1	57219382	57219383	164	139	173	152	189	96	203	89	0.00757895476708066	39.1562886761044	hypermeth
1	57219632	57219633	59	46	109	94	73	6	98	10	0.00472522852915863	73.9742486751457	hypermeth
1	57219643	57219644	59	40	109	81	73	9	97	17	0.0083534939194165	56.7313135049993	hypermeth
1	57219668	57219669	59	42	109	90	73	2	97	5	0.00441703654814455	74.4565092374433	hypermeth
1	57219877	57219878	67	43	111	81	72	5	103	7	0.00601888352269299	62.8057455005033	hypermeth
1	57220872	57220873	331	288	73	62	59	15	74	15	0.00524499153525424	64.0751341328057	hypermeth
1	57221368	57221369	33	31	56	47	121	23	124	19	0.00681998748891319	70.4986806697536	hypermeth
1	57221375	57221376	33	32	61	55	121	29	130	19	0.00737775417395865	73.4800411437409	hypermeth
1	57222298	57222299	100	86	80	73	69	18	47	10	0.00751131353882166	64.19330414989	hypermeth
1	57442223	57442224	417	388	174	157	150	31	203	41	0.00185478705652442	71.8222169094134	hypermeth
1	57442264	57442265	497	365	255	196	243	25	308	31	0.00169620883088016	64.4358235493151	hypermeth
1	57443620	57443621	153	140	132	121	210	56	168	39	0.00306722434418342	66.4452935875443	hypermeth
1	57443632	57443633	198	181	154	143	322	93	293	69	0.00228703823517654	65.7009872586897	hypermeth
1	57443678	57443679	198	177	153	138	322	49	293	40	0.00174238873144294	75.2721906378508	hypermeth
1	57443685	57443686	198	174	153	137	322	185	292	143	0.00903845930442638	35.2169410606678	hypermeth
1	57443689	57443690	195	173	154	143	320	63	291	49	0.00192165795675107	72.2141671723559	hypermeth
1	57443719	57443720	197	179	154	143	318	68	292	51	0.00190518108402236	72.2279502571451	hypermeth
1	57443726	57443727	198	183	154	147	317	99	291	82	0.00236272044407577	63.9810070662202	hypermeth
1	57443739	57443740	76	71	69	61	134	54	167	59	0.00772002689449975	53.492430989217	hypermeth
1	57443750	57443751	55	48	69	64	45	16	77	15	0.00970981628147174	64.5799773348126	hypermeth
1	57443786	57443787	56	43	68	54	45	2	76	7	0.0070113500472142	70.789516007756	hypermeth
1	57443995	57443996	63	42	76	58	56	3	67	4	0.00729170935461383	66.2517414788432	hypermeth
1	57444026	57444027	45	40	52	46	38	3	51	5	0.00730332430046032	79.6709014512739	hypermeth
1	57447095	57447096	276	254	277	255	350	139	293	107	0.00241986182997233	53.7817983482048	hypermeth
1	57447103	57447104	276	244	276	251	351	85	291	54	0.00165748800170054	68.0277352416547	hypermeth
1	57447118	57447119	276	150	276	157	351	25	292	14	0.00258325742423852	49.5517454881606	hypermeth
1	57447126	57447127	276	226	276	212	351	26	292	10	0.00216494837086262	73.8464295808845	hypermeth
1	57447145	57447146	276	262	276	259	351	146	292	98	0.00250687613093468	56.484417207087	hypermeth
1	57447155	57447156	276	254	276	256	351	91	292	83	0.00170971260904789	65.3323578691469	hypermeth
1	57447908	57447909	10	10	107	101	97	29	135	38	0.00629194560069777	65.9941717164844	hypermeth
1	57447960	57447961	14	8	110	61	97	5	151	5	0.00757218799531617	51.6150291232189	hypermeth
1	57447991	57447992	15	12	110	93	98	13	153	22	0.00539835429325923	70.0587606766824	hypermeth
1	57448133	57448134	33	29	35	29	373	68	314	41	0.00782711190758921	69.4714118957704	hypermeth
1	57448158	57448159	31	23	35	33	373	31	314	17	0.00541273923560885	77.9241489638821	hypermeth
1	57448175	57448176	33	32	35	35	373	84	314	40	0.00804337986299837	80.6197745167764	hypermeth
1	57448186	57448187	33	32	34	33	368	94	313	64	0.00648000568589629	73.8200990369973	hypermeth
1	57448224	57448225	33	29	33	33	373	106	313	67	0.00987460683325182	69.1281163924007	hypermeth
1	57448248	57448249	42	39	73	67	91	13	85	12	0.00512768106672347	77.9723099232882	hypermeth
1	57448259	57448260	40	32	74	64	91	17	85	14	0.00736710916964695	66.6003198468519	hypermeth
1	57448284	57448285	41	31	72	51	91	9	83	5	0.00729254924406666	64.5177351605157	hypermeth
1	57448493	57448494	37	28	65	45	82	7	65	3	0.00808863807629722	64.7660433632532	hypermeth
1	57449823	57449824	110	96	146	129	111	19	116	24	0.00390812188871463	68.947797865035	hypermeth
1	57449834	57449835	110	86	146	110	111	27	116	17	0.00591695257674014	57.1788873247871	hypermeth
1	57449859	57449860	109	71	146	118	111	10	116	9	0.00781384145374683	65.0173611324878	hypermeth
1	57450068	57450069	107	71	136	94	105	7	108	3	0.0044834284938717	63.2066832818085	hypermeth
1	57450099	57450100	58	46	55	50	55	6	57	3	0.0067645107195001	76.9205565679347	hypermeth
1	57455475	57455476	149	138	187	166	218	59	260	52	0.00298918091574693	67.2166306219387	hypermeth
1	57455487	57455488	226	211	294	266	405	123	435	111	0.00171203767941862	63.8718633944476	hypermeth
1	57455516	57455517	220	172	293	189	408	46	435	40	0.00561823714174515	60.682524458681	hypermeth
1	57455533	57455534	216	193	287	261	398	90	428	65	0.00247839976910687	71.3317265747644	hypermeth
1	57455540	57455541	225	200	294	261	408	235	436	226	0.00522955661670885	34.2047701246467	hypermeth
1	57455544	57455545	224	213	295	276	408	77	436	82	0.00118845691178968	75.3811090769474	hypermeth
1	57455574	57455575	215	181	295	239	407	75	436	65	0.00165756321597245	65.7443229242191	hypermeth
1	57455581	57455582	217	194	279	251	407	138	395	94	0.00425741668336398	60.7241685054494	hypermeth
1	57455605	57455606	50	43	60	54	41	8	47	4	0.00806906653488785	74.5444757140361	hypermeth
1	57457690	57457691	68	56	62	57	50	10	69	9	0.00712125099814375	70.9594486246721	hypermeth
1	57457701	57457702	68	51	62	52	50	8	69	8	0.00837462337147336	65.7854167194097	hypermeth
1	57457726	57457727	68	53	62	47	50	2	69	3	0.00630490290780261	72.7205919573072	hypermeth
1	57457934	57457935	80	58	65	47	53	6	75	3	0.0073234538321165	65.3828606811332	hypermeth
1	57459045	57459046	32	29	42	39	43	6	123	14	0.00652993619124661	79.8408949701908	hypermeth
1	57459063	57459064	31	26	40	35	42	5	121	8	0.00689095444909858	77.9372907576686	hypermeth
1	57459116	57459117	33	29	41	40	44	6	122	15	0.00639456482696418	80.5915712036141	hypermeth
1	57459238	57459239	30	24	42	31	43	3	121	9	0.00843720830640037	69.0724209519571	hypermeth
1	57459281	57459282	30	30	42	41	43	8	121	17	0.00588803034288569	83.3699574894099	hypermeth
1	57459938	57459939	41	38	31	27	22	2	42	3	0.00918335643195674	82.4648238709432	hypermeth
1	57460748	57460749	127	116	121	114	108	13	342	56	0.00227275778669131	77.4112916046386	hypermeth
1	57460759	57460760	134	129	129	124	115	47	358	146	0.00379042196000499	55.3950701243697	hypermeth
1	57460766	57460767	134	118	129	116	115	12	358	26	0.00190842448653471	80.9381351357172	hypermeth
1	57460819	57460820	132	121	129	119	111	11	354	26	0.00177830485051253	83.9911715904489	hypermeth
1	57460924	57460925	132	65	133	74	113	5	356	14	0.00416207340382178	48.4040560168097	hypermeth
