					methylKit		methylSig	
1	144113808	 	 	*	50.791687283523	hypermeth	50.7910312177253	hypermeth
1	144113819	 	 	*	69.8751413380807	hypermeth	69.8760578065554	hypermeth
1	144113830	 	 	*	63.1480683613385	hypermeth	63.1501795022298	hypermeth
1	144113855	 	 	*	72.005772005772	hypermeth	72.0056302514744	hypermeth
1	144113895	*	 	 	34.3149974052932	hypermeth		
1	144113899	*	 	 	38.5862599333504	hypermeth		
1	144113925	 	 	*	67.1211160431199	hypermeth	66.4102059096809	hypermeth
1	144114064	*	 	 	63.2087424770352	hypermeth		
1	144114094	*	 	 	74.7386759581881	hypermeth		
1	144115544	*	 	 	52.7258566978193	hypermeth		
1	144115575	 	 	*	72.6851851851852	hypermeth	72.6865332890705	hypermeth
1	144115584	*	 	 	72.0979020979021	hypermeth		
1	144115587	*	 	 	57.9123452659752	hypermeth		
1	144115702	 	 	*	68.021978021978	hypermeth	68.0252365285891	hypermeth
1	144115714	 	 	*	60.1208709330243	hypermeth	60.1204007312979	hypermeth
1	144115743	 	 	*	66.4893617021277	hypermeth	66.4923340967551	hypermeth
1	144115760	 	 	*	69.9692780337942	hypermeth	69.9688928346536	hypermeth
1	144115767	 	 	*	47.2623345367028	hypermeth	47.2480230166642	hypermeth
1	144115771	 	 	*	64.6181818181818	hypermeth	64.618086065083	hypermeth
1	144115801	 	 	*	68.219871890362	hypermeth	68.2188976037298	hypermeth
1	144115808	*	 	 	50.4609581290079	hypermeth		
1	144115821	*	 	 	44.5364932885906	hypermeth		
1	144116893	*	 	 	72.1645021645022	hypermeth		
1	144116945	*	 	 	63.6363636363636	hypermeth		
1	144116948	*	 	 	55.1397849462366	hypermeth		
1	144116976	 	 	*	73.6513486513487	hypermeth	73.6507486082681	hypermeth
1	144116984	*	 	 	35.4895104895105	hypermeth		
1	144117103	 	 	*	62.9601648351648	hypermeth	62.9594293110712	hypermeth
1	144117233	*	 	 	59.521613478448	hypermeth		
1	144117244	*	 	 	59.0296993174691	hypermeth		
1	144117269	 	 	*	64.0718194675029	hypermeth	64.0717363868859	hypermeth
1	144117478	 	 	*	66.8779481132076	hypermeth	66.8757586865098	hypermeth
1	144118405	*	 	 	52.4785046728972	hypermeth		
1	144118416	 	 	*	74.7840244550771	hypermeth	74.7867569088248	hypermeth
1	144118427	 	 	*	57.1662489557226	hypermeth	57.1662620061758	hypermeth
1	144118452	 	 	*	74.2580213903743	hypermeth	74.2604877628543	hypermeth
1	144118492	*	 	 	30.7881773399015	hypermeth		
1	144118496	*	 	 	34.4827586206897	hypermeth		
1	144118522	*	 	 	71.1805555555556	hypermeth		
1	144118661	 	 	*	60.3861003861004	hypermeth	60.3885564977496	hypermeth
1	144118703	*	 	 	82.9220779220779	hypermeth		
1	144118722	*	 	 	76.038961038961	hypermeth		
1	144118727	*	 	 	53.3116883116883	hypermeth		
1	144118753	*	 	 	63.5026737967914	hypermeth		
1	144118815	*	 	 	82	hypermeth		
1	144118833	*	 	 	74.9473684210526	hypermeth		
1	144118836	*	 	 	71.3684210526316	hypermeth		
1	144118839	*	 	 	89.3684210526316	hypermeth		
1	144118846	*	 	 	63.7894736842105	hypermeth		
1	144118856	*	 	 	59.4736842105263	hypermeth		
1	144118872	*	 	 	40.7317073170732	hypermeth		
1	144118876	*	 	 	70.1783723522854	hypermeth		
1	144119084	 	 	*	81.221198156682	hypermeth	81.2162709497161	hypermeth
1	144119090	 	 	*	75.7367537028554	hypermeth	75.7381777018378	hypermeth
1	144119107	 	 	*	73.5684837379753	hypermeth	73.5700521714567	hypermeth
1	144119119	*	 	 	42.1591082608032	hypermeth		
1	144120338	*	 	 	71.875	hypermeth		
1	144120350	*	 	 	71.332269644994	hypermeth		
1	144120379	*	 	 	54.0361326186222	hypermeth		
1	144120396	 	 	*	69.6486003573556	hypermeth	69.6461954689053	hypermeth
1	144120403	*	 	 	61.7471080973275	hypermeth		
1	144120407	*	 	 	63.780027794322	hypermeth		
1	144120436	 	 	*	74.2063492063492	hypermeth	74.2057989100586	hypermeth
1	144120443	 	 	*	68.3727667793337	hypermeth	68.3724915498894	hypermeth
1	144120456	 	 	*	52.8948587308939	hypermeth	52.8927498237986	hypermeth
1	144120467	 	 	*	73.7022132796781	hypermeth	73.7041022183494	hypermeth
1	144120478	 	 	*	62.4245472837022	hypermeth	62.4252824407471	hypermeth
1	144120503	 	 	*	61.115614550613	hypermeth	61.116022021067	hypermeth
1	144120573	*	 	 	48.9038119691882	hypermeth		
1	144120712	*	 	 	64.6132527084908	hypermeth		
1	144121595	*	 	 	57.4484223300971	hypermeth		
1	144121624	*	 	 	68.5807656395892	hypermeth		
1	144121641	*	 	 	66.3952395865957	hypermeth		
1	144121648	*	 	 	45.8079783637593	hypermeth		
1	144121652	*	 	 	67.8975011936973	hypermeth		
1	144121704	*	 	 	56.0762832217488	hypermeth		
1	144121715	*	 	 	67.9487179487179	hypermeth		
1	144121726	*	 	 	67.0940170940171	hypermeth		
1	144121751	*	 	 	44.8717948717949	hypermeth		
1	144121791	*	 	 	41.5832357013526	hypermeth		
1	144121795	 	 	*	44.2938545105975	hypermeth	44.2958223559115	hypermeth
1	144121821	 	 	*	70.9349593495935	hypermeth	70.9338578416625	hypermeth
1	144121960	 	 	*	65.2186819711063	hypermeth	65.2196584063535	hypermeth
1	144122198	*	 	 	78.6452353616533	hypermeth		
1	144122204	*	 	 	79.6145292809488	hypermeth		
1	144122221	*	 	 	65.8095238095238	hypermeth		
1	144122230	*	 	 	45.7534246575343	hypermeth		
1	144122250	 	 	*	78.337899543379	hypermeth	78.3362822535748	hypermeth
1	144122321	*	 	 	85.9210526315789	hypermeth		
1	144122324	*	 	 	61.6809116809117	hypermeth		
1	144122331	 	 	*	81.2626972964526	hypermeth	81.2608070763142	hypermeth
1	144122342	*	 	 	66.6666666666667	hypermeth		
1	144122362	 	 	*	82.7457980068422	hypermeth	82.7488531218905	hypermeth
1	144124008	 	 	*	81.6279377689507	hypermeth	81.6256425106656	hypermeth
1	144124014	 	 	*	79.922542204568	hypermeth	79.9227596054139	hypermeth
1	144124031	 	 	*	59.1201588877855	hypermeth	59.1227024350471	hypermeth
1	144124040	 	 	*	49.1502882599581	hypermeth	49.1502212422407	hypermeth
1	144124060	 	 	*	78.8805346700084	hypermeth	78.8774015512537	hypermeth
1	144124131	 	 	*	78.8921294367399	hypermeth	78.8899162400082	hypermeth
1	144124134	 	 	*	45.5974842767296	hypermeth	45.5977465188638	hypermeth
1	144124141	 	 	*	83.2541419398934	hypermeth	83.2517056661337	hypermeth
1	144124152	 	 	*	67.7562876652011	hypermeth	67.756450390104	hypermeth
1	144124172	 	 	*	82.3599880203654	hypermeth	82.2163880087499	hypermeth
1	144124447	 	 	*	76.8768534415483	hypermeth	76.8769314324396	hypermeth
1	144124455	*	 	 	40.9410112359551	hypermeth		
1	144124474	*	 	 	25.5097794423637	hypermeth		
1	144124491	 	 	*	61.8116243584408	hypermeth	61.8107718795295	hypermeth
1	144124517	*	 	 	57.2062699403523	hypermeth		
1	144124534	 	 	*	72.5070224719101	hypermeth	72.2564882073585	hypermeth
1	144124552	*	 	 	54.0294117647059	hypermeth		
1	144125852	 	 	*	73.3112248576166	hypermeth	73.3112799620274	hypermeth
1	144125882	 	 	*	62.9859458234161	hypermeth	62.9834230583025	hypermeth
1	144125913	*	 	 	39.0977019596786	hypermeth		
1	144126090	 	 	*	67.1465968586387	hypermeth	67.1788568429696	hypermeth
1	144126115	 	 	*	57.0890987284966	hypermeth	57.0879916153661	hypermeth
1	144126126	 	 	*	75.149588631264	hypermeth	74.8409543891603	hypermeth
1	144126137	*	 	 	50.8547982676088	hypermeth		
1	144126375	*	 	 	46.9230769230769	hypermeth		
1	144126383	 	 	*	71.1631706545799	hypermeth	71.1634609709226	hypermeth
1	144126414	 	 	*	48.5836385836386	hypermeth	48.583768584076	hypermeth
1	144127921	*	 	 	52.8478057889823	hypermeth		
1	144127934	*	 	 	66.9890664423886	hypermeth		
1	144127941	 	 	*	78.5172936475128	hypermeth	78.51708951226	hypermeth
1	144127971	*	 	 	77.8420835055808	hypermeth		
1	144127975	*	 	 	35.2900647650544	hypermeth		
1	144127982	 	 	*	76.9601763814248	hypermeth	76.9572824303675	hypermeth
1	144127999	*	 	 	63.9900404606287	hypermeth		
1	144128028	*	 	 	70.7575757575758	hypermeth		
1	144128047	*	 	 	65.0462962962963	hypermeth		
1	144128077	*	 	 	69.2982456140351	hypermeth		
1	144128087	*	 	 	46.4152225620116	hypermeth		
1	144128106	 	 	*	68.2682682682683	hypermeth	68.2712607157003	hypermeth
1	144128114	*	 	 	56.4564564564565	hypermeth		
1	144128129	 	 	*	69.3493493493494	hypermeth	69.3476818494574	hypermeth
1	144128290	*	 	 	73.6164736164736	hypermeth		
1	144128307	*	 	 	50.2608695652174	hypermeth		
1	144128333	*	 	 	83.5555555555556	hypermeth		
1	144128350	*	 	 	56.8888888888889	hypermeth		
1	144129036	*	 	 	75.8434547908232	hypermeth		
1	144129066	*	 	 	73.1545845746442	hypermeth		
1	144129275	*	 	 	72.4137931034483	hypermeth		
1	144129300	*	 	 	72.542460113227	hypermeth		
1	144129311	 	 	*	85.1775604734946	hypermeth	85.1776596753073	hypermeth
1	144129470	 	 	*	77.50262415773	hypermeth	77.5052510245219	hypermeth
1	144129478	*	 	 	72.3544973544974	hypermeth		
1	144129507	*	 	 	83.7301587301587	hypermeth		
1	144129515	*	 	 	54.8941798941799	hypermeth		
1	144129530	*	 	 	57.010582010582	hypermeth		
1	144129557	*	 	 	63.4095634095634	hypermeth		
1	144129600	*	 	 	41.6869500093615	hypermeth		
1	144129652	 	 	*	70.6766917293233	hypermeth	70.6793797915706	hypermeth
1	144130531	*	 	 	59.0792064213236	hypermeth		
1	144130562	*	 	 	59.7430738275809	hypermeth		
1	144130571	*	 	 	48.1074481074481	hypermeth		
1	144130689	*	 	 	49.395313681028	hypermeth		
1	144130701	 	 	*	66.8832214765101	hypermeth	66.8840241817899	hypermeth
1	144130730	 	 	*	70.0407085487953	hypermeth	70.0368953257123	hypermeth
1	144130747	 	 	*	77.1814569536424	hypermeth	76.9177534867086	hypermeth
1	144130754	*	 	 	34.9818414868618	hypermeth		
1	144130758	 	 	*	76.1001922666097	hypermeth	76.1025916842752	hypermeth
1	144130788	 	 	*	76.0162601626016	hypermeth	76.0149276304207	hypermeth
1	144130795	 	 	*	67.1566252086362	hypermeth	67.1570272758703	hypermeth
1	144130808	*	 	 	42.3790322580645	hypermeth		
1	144130819	*	 	 	66.0931899641577	hypermeth		
1	144130830	*	 	 	55.1971326164875	hypermeth		
1	144130855	*	 	 	76.5949820788531	hypermeth		
1	144131235	*	 	 	61.2012987012987	hypermeth		
1	144131260	*	 	 	65.2272727272727	hypermeth		
1	144131271	*	 	 	68.6950642325896	hypermeth		
1	144312806	*	 	 	59.4285714285714	hypermeth		
1	144312835	*	 	 	42.1428571428571	hypermeth		
1	144338922	*	 	 	75.7142857142857	hypermeth		
1	144338933	*	 	 	29.2857142857143	hypermeth		
1	144339389	 	 	*	91.1111111111111	hypermeth	91.0155787109488	hypermeth
1	144339395	 	 	*	91.8627450980392	hypermeth	91.860334838946	hypermeth
1	144339418	 	 	*	86.6666666666667	hypermeth	86.6667256752187	hypermeth
1	144392033	*	 	 	35.7142857142857	hypermeth		
1	144395640	*	 	 	-39.1304347826087	hypometh		
1	144395668	*	 	 	-30.9485094850949	hypometh		
1	144395694	*	 	 	-66.6666666666667	hypometh		
1	144395724	*	 	 	-45.4545454545455	hypometh		
1	144428059	*	 	 	-25.428413488115	hypometh		
1	144428343	*	 	 	-91.3194444444444	hypometh		
1	144428385	 	 	*	-88.6458333333333	hypometh	-88.6463592202485	hypometh
1	144428411	*	 	 	-80.3030303030303	hypometh		
1	144428418	 	 	*	-89.3939393939394	hypometh	-89.3930653953241	hypometh
1	144428431	 	 	*	-95.4545454545455	hypometh	-95.4552534342291	hypometh
1	144428454	 	 	*	-89.0909090909091	hypometh	-89.0930298601447	hypometh
1	144428470	 	 	*	-85.4545454545455	hypometh	-85.4552396817796	hypometh
1	144428522	 	 	*	-88.7272727272727	hypometh	-88.7302247956797	hypometh
1	144428528	 	 	*	-92.3636363636364	hypometh	-92.3655444402846	hypometh
1	144428535	 	 	*	-94.3636363636364	hypometh	-94.3681264485121	hypometh
1	144436704	*	 	 	39.1025641025641	hypermeth		
1	144450726	*	 	 	-28.0952380952381	hypometh		
1	144479340	 	 	*	-90.1960784313726	hypometh	-90.1938075291983	hypometh
1	144479368	 	 	*	-89.031862745098	hypometh	-89.034890145428	hypometh
1	144502503	*	 	 	35.7142857142857	hypermeth		
1	144554686	*	 	 	-78.8461538461538	hypometh		
1	144611325	*	 	 	42.8571428571429	hypermeth		
1	144667407	*	 	 	27.2727272727273	hypermeth		
1	144707916	*	 	 	-36.9022869022869	hypometh		
1	144745086	*	 	 	40	hypermeth		
1	144780872	*	 	 	53.0555555555556	hypermeth		
1	144780918	*	 	 	26.4705882352941	hypermeth		
1	144805710	*	 	 	-50.7173601147776	hypometh		
1	144805732	*	 	 	-34.8837209302326	hypometh		
1	144805736	*	 	 	-51.1074197120709	hypometh		
1	144805749	*	 	 	-34.8837209302326	hypometh		
1	144885777	*	 	 	-36.4607170099161	hypometh		
1	144895677	*	 	 	-26.0869565217391	hypometh		
1	144895734	*	 	 	-96.6666666666667	hypometh		
1	144895760	 	 	*	-100	hypometh	-100.0	hypometh
1	144895769	 	 	*	-100	hypometh	-100.0	hypometh
1	144895825	 	 	*	-100	hypometh	-100.0	hypometh
1	144895963	 	 	*	-98.0392156862745	hypometh	-98.0392229171082	hypometh
1	144895990	 	 	*	-98.0392156862745	hypometh	-98.0392231919145	hypometh
1	144896000	 	 	*	-100	hypometh	-100	hypometh
1	144896059	 	 	*	-100	hypometh	-100	hypometh
1	144896072	*	 	 	-97.0588235294118	hypometh		
1	144896095	*	 	 	-97.0588235294118	hypometh		
1	144897059	*	 	 	-85.4885057471264	hypometh		
1	144900914	*	 	 	-41.3109756097561	hypometh		
1	144900928	 	 	*	-100	hypometh	-100.0	hypometh
1	144910796	*	 	 	-26.671511627907	hypometh		
1	144944612	*	 	 	-28.125	hypometh		
1	144958571	*	 	 	-30.9523809523809	hypometh		
1	144960109	*	 	 	-76.1904761904762	hypometh		
1	144960113	*	 	 	-90.4761904761905	hypometh		
1	144960135	 	 	*	-97.6190476190476	hypometh	-97.6193001357446	hypometh
1	144960139	 	 	*	-100	hypometh	-100	hypometh
1	144960149	*	 	 	-90.3600464576074	hypometh		
1	144960169	 	 	*	-100	hypometh	-100	hypometh
1	144960179	 	 	*	-97.6190476190476	hypometh	-97.6193001357446	hypometh
1	144960187	*	 	 	-97.2972972972973	hypometh		
1	145040315	*	 	 	52.3809523809524	hypermeth		
1	145040325	*	 	 	55.2380952380952	hypermeth		
1	145040346	*	 	 	63.3333333333333	hypermeth		
1	145040448	*	 	 	34.7619047619048	hypermeth		
1	145040491	*	 	 	39.5238095238095	hypermeth		
1	145040535	*	 	 	25.4945054945055	hypermeth		
1	145054454	*	 	 	91.0529187124932	hypermeth		
1	145054486	 	 	*	100	hypermeth	100	hypermeth
1	145054520	*	 	 	45.6140350877193	hypermeth		
1	145054548	 	 	*	98.2456140350877	hypermeth	98.2429166495759	hypermeth
1	145054563	*	 	 	76.4035087719298	hypermeth		
1	145063561	*	 	 	-44.4444444444444	hypometh		
1	145063566	*	 	 	-56	hypometh		
1	145063602	*	 	 	-57.5757575757576	hypometh		
1	145063653	*	 	 	-55.1428571428571	hypometh		
1	145063697	*	 	 	-44.5195195195195	hypometh		
1	145063774	*	 	 	-47.2222222222222	hypometh		
1	145065621	*	 	 	-60.0788288288288	hypometh		
1	145102314	*	 	 	85.8585858585859	hypermeth		
1	145102326	 	 	*	91.0292524377031	hypermeth	91.0284068985809	hypermeth
1	145102334	 	 	*	95.3846153846154	hypermeth	95.3856174069664	hypermeth
1	145102392	*	 	 	78.125	hypermeth		
1	145102396	*	 	 	45.4545454545455	hypermeth		
1	145106800	 	 	*	100	hypermeth	100.0	hypermeth
1	145106810	 	 	*	100	hypermeth	100.0	hypermeth
1	145107152	*	 	 	93.1131019036954	hypermeth		
1	145107160	*	 	 	95.2407614781635	hypermeth		
1	145107164	 	 	*	97.8723404255319	hypermeth	97.8714712461168	hypermeth
1	145107169	 	 	*	97.8723404255319	hypermeth	97.8714712461168	hypermeth
1	145107184	 	 	*	100	hypermeth	100	hypermeth
1	145107199	*	 	 	93.6170212765958	hypermeth		
1	145107228	 	 	*	100	hypermeth	100	hypermeth
1	145107680	*	 	 	96.1538461538462	hypermeth		
1	145107693	 	 	*	100	hypermeth	100	hypermeth
1	145107711	 	 	*	97.5609756097561	hypermeth	97.5614194105213	hypermeth
1	145107716	 	 	*	97.5609756097561	hypermeth	97.5614194105213	hypermeth
1	145107732	 	 	*	100	hypermeth	100	hypermeth
1	145107739	 	 	*	100	hypermeth	100	hypermeth
1	145108113	 	 	*	94.1887226697353	hypermeth	94.1898741814816	hypermeth
1	145108118	 	 	*	98.7341772151899	hypermeth	98.7346314667128	hypermeth
1	145108137	 	 	*	95.4545454545455	hypermeth	95.4552426340471	hypermeth
1	145108140	 	 	*	98.7341772151899	hypermeth	98.7346315474345	hypermeth
1	145108150	 	 	*	97.7272727272727	hypermeth	97.7273128191902	hypermeth
1	145108161	 	 	*	95.1298701298701	hypermeth	95.1311370611666	hypermeth
1	145108164	 	 	*	98.7341772151899	hypermeth	98.7346315474345	hypermeth
1	145108176	 	 	*	100	hypermeth	100	hypermeth
1	145108188	 	 	*	100	hypermeth	100	hypermeth
1	145108193	 	 	*	98.7179487179487	hypermeth	98.7184946421866	hypermeth
1	145108206	 	 	*	97.2222222222222	hypermeth	97.2244825207684	hypermeth
1	145108223	 	 	*	97.2222222222222	hypermeth	97.2244825207684	hypermeth
1	145108227	*	 	 	90.0966183574879	hypermeth		
1	145108234	*	 	 	94.4444444444444	hypermeth		
1	145108240	 	 	*	97.2222222222222	hypermeth	97.2244825207684	hypermeth
1	145108252	 	 	*	97.2222222222222	hypermeth	97.2244825207684	hypermeth
1	145124244	*	 	 	-36.5079365079365	hypometh		
1	145124274	*	 	 	-28.1076066790352	hypometh		
1	145124337	*	 	 	-36.388562475519	hypometh		
1	145132954	*	 	 	-93.9393939393939	hypometh		
1	145133015	*	 	 	-96.969696969697	hypometh		
1	145162888	*	 	 	-87.040887040887	hypometh		
1	145162906	 	 	*	-100	hypometh	-100.0	hypometh
1	145174800	*	 	 	-46.031746031746	hypometh		
1	145174838	*	 	 	-54.4973544973545	hypometh		
1	145174852	*	 	 	-58.2010582010582	hypometh		
1	145196518	*	 	 	-58.7962962962963	hypometh		
1	145196529	*	 	 	-64.5833333333333	hypometh		
1	145207315	*	 	 	-28.2608695652174	hypometh		
1	145212730	*	 	 	-27.2727272727273	hypometh		
1	145229533	*	 	 	-86.8421052631579	hypometh		
1	145229576	*	 	 	-77.7777777777778	hypometh		
1	145229603	*	 	 	-81.9883040935673	hypometh		
1	145229618	*	 	 	-81.9883040935673	hypometh		
1	145229640	*	 	 	-87.6666666666667	hypometh		
1	145230114	*	 	 	-74.0315638450502	hypometh		
1	145230183	*	 	 	-82.3529411764706	hypometh		
1	145230196	*	 	 	-74.0315638450502	hypometh		
1	145230199	*	 	 	-80.416068866571	hypometh		
1	145230210	*	 	 	-73.9130434782609	hypometh		
1	145230932	*	 	 	-47.8260869565217	hypometh		
1	145230936	*	 	 	-30.0207039337474	hypometh		
1	145230944	*	 	 	-60.8695652173913	hypometh		
1	145230975	*	 	 	-86.9565217391304	hypometh		
1	145231019	*	 	 	-73.4989648033126	hypometh		
1	145231041	*	 	 	-91.304347826087	hypometh		
1	145282007	*	 	 	71.4285714285714	hypermeth		
1	145282026	*	 	 	30.952380952381	hypermeth		
1	145282037	*	 	 	90.4761904761905	hypermeth		
1	145320048	*	 	 	36.1176470588235	hypermeth		
1	145322981	*	 	 	46.3414634146341	hypermeth		
1	145322991	 	 	*	58.9304812834225	hypermeth	58.9305558336721	hypermeth
1	145323049	 	 	*	61.2637362637363	hypermeth	61.2653578239793	hypermeth
1	145323268	*	 	 	57.4942791762014	hypermeth		
1	145323291	*	 	 	77.4703557312253	hypermeth		
1	145323314	*	 	 	45.3416149068323	hypermeth		
1	145323321	*	 	 	54.6910755148741	hypermeth		
1	145323338	 	 	*	38.3692910124628	hypermeth	38.3691818950001	hypermeth
1	145323348	 	 	*	46.7966087607015	hypermeth	46.7940148739705	hypermeth
1	145323406	 	 	*	46.5529039432042	hypermeth	46.8434215006021	hypermeth
1	145323657	*	 	 	48.7325278370054	hypermeth		
1	145323679	*	 	 	56.8579974362627	hypermeth		
1	145323702	*	 	 	34.7594501718213	hypermeth		
1	145323709	 	 	*	61.2820512820513	hypermeth	61.2819456950061	hypermeth
1	145323747	*	 	 	49.7549019607843	hypermeth		
1	145375191	*	 	 	42.5063938618926	hypermeth		
1	145375201	*	 	 	37.8197245450074	hypermeth		
1	145375259	*	 	 	52.2559881166058	hypermeth		
1	145375600	 	 	*	75.9009009009009	hypermeth	75.899898786166	hypermeth
1	145375623	*	 	 	59.9112637755832	hypermeth		
1	145387718	*	 	 	35.2222222222222	hypermeth		
1	145387741	*	 	 	33.6167800453515	hypermeth		
1	145387763	*	 	 	51.0755653612796	hypermeth		
1	145387785	*	 	 	47.8918918918919	hypermeth		
1	145387808	*	 	 	74.4864864864865	hypermeth		
1	145387815	*	 	 	70.3783783783784	hypermeth		
1	145387831	*	 	 	41.9125395152792	hypermeth		
1	145389766	*	 	 	51.7569243489045	hypermeth		
1	145389776	*	 	 	62.520325203252	hypermeth		
1	145389834	*	 	 	49.349593495935	hypermeth		
1	145389955	*	 	 	52.7588813303099	hypermeth		
1	145389972	*	 	 	78.0612244897959	hypermeth		
1	145389995	*	 	 	57.6530612244898	hypermeth		
1	145390018	*	 	 	82.1428571428571	hypermeth		
1	145399967	*	 	 	31.4934164934165	hypermeth		
1	145399977	*	 	 	42.9990012840633	hypermeth		
1	145400035	 	 	*	57.3557278208441	hypermeth	57.3563012768868	hypermeth
1	145400377	 	 	*	73.0803177405119	hypermeth	72.6909544026598	hypermeth
1	145400400	*	 	 	58.9758233390444	hypermeth		
1	145400423	 	 	*	53.8675958188153	hypermeth	53.8687134717917	hypermeth
1	145414958	*	 	 	36.4697950377562	hypermeth		
1	145414968	*	 	 	33.1571815718157	hypermeth		
1	145415049	 	 	*	63.134328358209	hypermeth	63.1330851877897	hypermeth
1	145415072	 	 	*	64.0785907859079	hypermeth	63.5354868540241	hypermeth
1	145432502	 	 	*	68.1987577639752	hypermeth	68.1975582242021	hypermeth
1	145432514	 	 	*	75.5983875031494	hypermeth	75.5982330463482	hypermeth
1	145432639	 	 	*	76.146848602989	hypermeth	76.1475620588781	hypermeth
1	145432646	 	 	*	72.9889538661468	hypermeth	72.9878936379389	hypermeth
1	145432686	*	 	 	64.8599819331527	hypermeth		
1	145432691	*	 	 	38.4845762204253	hypermeth		
1	145446520	*	 	 	26.6771488469602	hypermeth		
1	145446578	*	 	 	47.8835978835979	hypermeth		
1	145460482	*	 	 	-82.8571428571428	hypometh		
1	145460558	*	 	 	-91.6666666666667	hypometh		
1	145460610	*	 	 	-94.5945945945946	hypometh		
1	145460618	*	 	 	-86.9164619164619	hypometh		
1	145460627	*	 	 	-89.1891891891892	hypometh		
1	145460676	*	 	 	-92.5	hypometh		
1	145461727	*	 	 	-32.5027685492802	hypometh		
1	145466079	*	 	 	85.4402789886661	hypermeth		
1	145466101	*	 	 	81.691368788143	hypermeth		
1	145466122	*	 	 	75.6756756756757	hypermeth		
1	145466132	*	 	 	78.3783783783784	hypermeth		
1	145466168	*	 	 	91.6666666666667	hypermeth		
1	145466183	*	 	 	96.7741935483871	hypermeth		
1	145466190	*	 	 	90.3225806451613	hypermeth		
1	145466197	 	 	*	100	hypermeth	100.0	hypermeth
1	145466210	*	 	 	96.7741935483871	hypermeth		
1	145482781	*	 	 	40.4310344827586	hypermeth		
1	145487388	*	 	 	-43.015873015873	hypometh		
1	145487412	*	 	 	-74.2857142857143	hypometh		
1	145487428	*	 	 	-85.7142857142857	hypometh		
1	145487438	*	 	 	-91.4285714285714	hypometh		
1	145487484	*	 	 	-80.0793650793651	hypometh		
1	145487519	*	 	 	-57.2222222222222	hypometh		
1	145487542	*	 	 	-85.9307359307359	hypometh		
1	145532817	*	 	 	-33.3333333333333	hypometh		
1	145628707	*	 	 	31.1355311355311	hypermeth		
1	145635856	*	 	 	-63.6363636363636	hypometh		
1	145635860	*	 	 	-59.0909090909091	hypometh		
1	145635868	*	 	 	-86.3636363636364	hypometh		
1	145635874	*	 	 	-86.3636363636364	hypometh		
1	145635993	*	 	 	-50	hypometh		
1	145636001	*	 	 	-72.7272727272727	hypometh		
1	145637001	*	 	 	36.3870967741936	hypermeth		
1	145646695	*	 	 	-49.1786958685913	hypometh		
1	145649260	*	 	 	-27.6136363636364	hypometh		
1	145677531	*	 	 	-76.4473684210526	hypometh		
1	145678454	*	 	 	-32.1505376344086	hypometh		
1	145684820	*	 	 	-34.7238895558223	hypometh		
1	145685994	*	 	 	-33.5269066976384	hypometh		
1	145686036	*	 	 	-36.5853658536585	hypometh		
1	145704200	*	 	 	-52.0932697403286	hypometh		
1	145714779	 	 	*	-90.0412796697626	hypometh	-90.0434008935435	hypometh
1	145714783	 	 	*	-92.2754647813564	hypometh	-92.2727662734625	hypometh
1	145714819	 	 	*	-97.0588235294118	hypometh	-97.0606202497601	hypometh
1	145714826	 	 	*	-98.0769230769231	hypometh	-98.0770044892796	hypometh
1	145714849	*	 	 	-95.4545454545455	hypometh		
1	145714853	*	 	 	-96.7741935483871	hypometh		
1	145714881	*	 	 	-96.875	hypometh		
1	145714886	 	 	*	-94.4444444444444	hypometh	-94.442123889008	hypometh
1	145714929	 	 	*	-97.3684210526316	hypometh	-97.3698201135177	hypometh
1	145714942	 	 	*	-100	hypometh	-100	hypometh
1	145715027	 	 	*	-97.3684210526316	hypometh	-97.3698201135177	hypometh
1	145749155	*	 	 	33.3646616541353	hypermeth		
1	145756501	*	 	 	40	hypermeth		
1	145787563	*	 	 	-45.4545454545455	hypometh		
1	145838030	*	 	 	-97.4358974358974	hypometh		
1	145838048	*	 	 	-81.9838056680162	hypometh		
1	145838053	*	 	 	-89.7435897435897	hypometh		
1	145838058	*	 	 	-89.7435897435897	hypometh		
1	145838087	*	 	 	-83.4795321637427	hypometh		
1	145838108	*	 	 	-97.3684210526316	hypometh		
1	145838114	 	 	*	-100	hypometh	-100	hypometh
1	145838119	*	 	 	-97.3684210526316	hypometh		
1	145838126	*	 	 	-92.3076923076923	hypometh		
1	145862141	*	 	 	-92.4358974358974	hypometh		
1	145862156	*	 	 	-71.9230769230769	hypometh		
1	145862190	*	 	 	-89.7435897435897	hypometh		
1	145893546	*	 	 	-74.9084249084249	hypometh		
1	145897931	*	 	 	-45.4545454545455	hypometh		
1	145897942	*	 	 	-91.50036954915	hypometh		
1	145941498	*	 	 	-46.6666666666667	hypometh		
1	145941505	*	 	 	-33.3333333333333	hypometh		
1	145941530	*	 	 	-63.3333333333333	hypometh		
1	145941551	*	 	 	-53.963963963964	hypometh		
1	145941557	*	 	 	-60	hypometh		
1	145957565	*	 	 	46.875	hypermeth		
1	145957577	*	 	 	34.375	hypermeth		
1	146029377	*	 	 	-27.9054916985952	hypometh		
1	146031956	*	 	 	93.2017543859649	hypermeth		
1	146035994	*	 	 	-41.4244186046512	hypometh		
1	146036030	*	 	 	-64.8982558139535	hypometh		
1	146036040	*	 	 	-47.6744186046512	hypometh		
1	146036369	*	 	 	-66.1803713527851	hypometh		
1	146036372	*	 	 	-49.5639534883721	hypometh		
